Rank,Name,Country,Team Code,Age,ResultTime,Stage,Timegap1,Gap,Team
61,Julien SIMON,France,COF,30,+1:55:45,17,+1:55:45,+1:55:45,"COFIDIS, SOLUTIONS CREDITS"
62,Peter VELITS,Slovakia,BMC,30,+1:56:18,17,+1:56:18,+1:56:18,BMC RACING TEAM
63,Ian BOSWELL,United States,SKY,24,+1:59:01,17,+1:59:01,+1:59:01,TEAM SKY
64,Adam HANSEN,Australia,LTS,34,+2:00:22,17,+2:00:22,+2:00:22,LOTTO SOUDAL
65,Pieter SERRY,Belgium,EQS,27,+2:00:29,17,+2:00:29,+2:00:29,ETIXX - QUICK STEP
66,Dario CATALDO,Italy,AST,30,+2:01:12,17,+2:01:12,+2:01:12,ASTANA PRO TEAM
67,Pavel KOCHETKOV,Russia,KAT,29,+2:03:42,17,+2:03:42,+2:03:42,TEAM KATUSHA
68,Koen DE KORT,Netherlands,TGA,33,+2:03:55,17,+2:03:55,+2:03:55,TEAM GIANT - ALPECIN
69,Salvatore PUCCIO,Italy,SKY,26,+2:04:21,17,+2:04:21,+2:04:21,TEAM SKY
70,Jay MCCARTHY,Australia,TCS,23,+2:04:47,17,+2:04:47,+2:04:47,TINKOFF - SAXO
71,Fabio Andres DUARTE AREVALO,Colombia,COL,29,+2:06:02,17,+2:06:02,+2:06:02,COLOMBIA
72,Omar FRAILE MATARRANZ,Spain,CJR,25,+2:06:08,17,+2:06:08,+2:06:08,CAJA RURAL-SEGUROS RGA
73,Javier MORENO BAZAN,Spain,MOV,31,+2:06:55,17,+2:06:55,+2:06:55,MOVISTAR TEAM
74,Leonardo Fabio DUQUE,Colombia,COL,35,+2:07:33,17,+2:07:33,+2:07:33,COLOMBIA
75,Yukiya ARASHIRO,Japan,EUC,31,+2:08:44,17,+2:08:44,+2:08:44,TEAM EUROPCAR
76,Jerome COUSIN,France,EUC,26,+2:09:53,17,+2:09:53,+2:09:53,TEAM EUROPCAR
77,Cyril LEMOINE,France,COF,32,+2:10:53,17,+2:10:53,+2:10:53,"COFIDIS, SOLUTIONS CREDITS"
78,Kristijan DURASEK,Croatia,LAM,28,+2:11:31,17,+2:11:31,+2:11:31,LAMPRE - MERIDA
79,Natnael BERHANE,Eritrea,MTN,24,+2:15:20,17,+2:15:20,+2:15:20,MTN - QHUBEKA
80,Rinaldo NOCENTINI,Italy,ALM,38,+2:15:31,17,+2:15:31,+2:15:31,AG2R LA MONDIALE
81,Moreno MOSER,Italy,TCG,25,+2:16:04,17,+2:16:04,+2:16:04,TEAM CANNONDALE - GARMIN
82,Vasil KIRYIENKA,Belarus,SKY,34,+2:16:21,17,+2:16:21,+2:16:21,TEAM SKY
83,Miguel Angel RUBIANO CHAVEZ,Colombia,COL,31,+2:17:18,17,+2:17:18,+2:17:18,COLOMBIA
84,Benjamin KING,United States,TCG,26,+2:18:49,17,+2:18:49,+2:18:49,TEAM CANNONDALE - GARMIN
85,Davide VILLELLA,Italy,TCG,24,+2:19:45,17,+2:19:45,+2:19:45,TEAM CANNONDALE - GARMIN
86,Andrey ZEITS,Kazakhstan,AST,29,+2:20:03,17,+2:20:03,+2:20:03,ASTANA PRO TEAM
87,Alessandro DE MARCHI,Italy,BMC,29,+2:20:32,17,+2:20:32,+2:20:32,BMC RACING TEAM
88,Jelle VANENDERT,Belgium,LTS,30,+2:20:59,17,+2:20:59,+2:20:59,LOTTO SOUDAL
89,Vicente REYNES MIMO,Spain,IAM,34,+2:21:54,17,+2:21:54,+2:21:54,IAM CYCLING
90,Amaël MOINARD,France,BMC,33,+2:24:23,17,+2:24:23,+2:24:23,BMC RACING TEAM
91,Carlos Julian QUINTERO,Colombia,COL,29,+2:25:15,17,+2:25:15,+2:25:15,COLOMBIA
92,Juan Pablo VALENCIA,Colombia,COL,27,+2:26:50,17,+2:26:50,+2:26:50,COLOMBIA
93,Daryl IMPEY,South Africa,OGE,31,+2:27:27,17,+2:27:27,+2:27:27,ORICA GREENEDGE
94,Jens KEUKELEIRE,Belgium,OGE,27,+2:28:43,17,+2:28:43,+2:28:43,ORICA GREENEDGE
95,Cameron MEYER,Australia,OGE,27,+2:29:32,17,+2:29:32,+2:29:32,ORICA GREENEDGE
96,Stephen CUMMINGS,Great Britain,MTN,34,+2:30:47,17,+2:30:47,+2:30:47,MTN - QHUBEKA
97,Niki TERPSTRA,Netherlands,EQS,31,+2:32:02,17,+2:32:02,+2:32:02,ETIXX - QUICK STEP
98,Andrew TALANSKY,United States,TCG,27,+2:32:47,17,+2:32:47,+2:32:47,TEAM CANNONDALE - GARMIN
99,Marcel AREGGER,Switzerland,IAM,25,+2:33:43,17,+2:33:43,+2:33:43,IAM CYCLING
100,Francisco José VENTOSO ALBERDI,Spain,MOV,33,+2:33:58,17,+2:33:58,+2:33:58,MOVISTAR TEAM
101,Yohan BAGOT,France,COF,28,+2:34:52,17,+2:34:52,+2:34:52,"COFIDIS, SOLUTIONS CREDITS"
102,Mike TEUNISSEN,Netherlands,TLJ,23,+2:35:22,17,+2:35:22,+2:35:22,TEAM LOTTO NL - JUMBO
103,Markel IRIZAR ARANBURU,Spain,TFR,35,+2:36:43,17,+2:36:43,+2:36:43,TREK FACTORY RACING
104,Nikolas MAES,Belgium,EQS,29,+2:38:35,17,+2:38:35,+2:38:35,ETIXX - QUICK STEP
105,Laurent PICHON,France,FDJ,29,+2:38:40,17,+2:38:40,+2:38:40,FDJ
106,John DEGENKOLB,Germany,TGA,26,+2:39:07,17,+2:39:07,+2:39:07,TEAM GIANT - ALPECIN
107,Bertjan LINDEMAN,Netherlands,TLJ,26,+2:39:26,17,+2:39:26,+2:39:26,TEAM LOTTO NL - JUMBO
108,Angel VICIOSO ARCOS,Spain,KAT,38,+2:40:54,17,+2:40:54,+2:40:54,TEAM KATUSHA
109,Kristian SBARAGLI,Italy,MTN,25,+2:42:43,17,+2:42:43,+2:42:43,MTN - QHUBEKA
110,Timo ROOSEN,Netherlands,TLJ,22,+2:43:41,17,+2:43:41,+2:43:41,TEAM LOTTO NL - JUMBO
111,Christian KNEES,Germany,SKY,34,+2:44:19,17,+2:44:19,+2:44:19,TEAM SKY
112,Sébastien MINARD,France,ALM,33,+2:45:30,17,+2:45:30,+2:45:30,AG2R LA MONDIALE
113,Imanol ERVITI,Spain,MOV,32,+2:46:06,17,+2:46:06,+2:46:06,MOVISTAR TEAM
114,Kévin REZA,France,FDJ,27,+2:46:32,17,+2:46:32,+2:46:32,FDJ
115,Tom VAN ASBROECK,Belgium,TLJ,25,+2:46:40,17,+2:46:40,+2:46:40,TEAM LOTTO NL - JUMBO
116,Martin VELITS,Slovakia,EQS,30,+2:47:46,17,+2:47:46,+2:47:46,ETIXX - QUICK STEP
117,Olivier LE GAC,France,FDJ,22,+2:48:23,17,+2:48:23,+2:48:23,FDJ
118,Simon GERRANS,Australia,OGE,35,+2:48:49,17,+2:48:49,+2:48:49,ORICA GREENEDGE
119,Pello BILBAO LOPEZ DE ARMENTIA,Spain,CJR,25,+2:49:42,17,+2:49:42,+2:49:42,CAJA RURAL-SEGUROS RGA
120,Johan VAN SUMMEREN,Belgium,ALM,34,+2:51:55,17,+2:51:55,+2:51:55,AG2R LA MONDIALE
121,Joseph ROSSKOPF,United States,BMC,26,+2:52:25,17,+2:52:25,+2:52:25,BMC RACING TEAM
122,Jay Robert THOMSON,South Africa,MTN,29,+2:52:35,17,+2:52:35,+2:52:35,MTN - QHUBEKA
123,Arnaud COURTEILLE,France,FDJ,26,+2:53:00,17,+2:53:00,+2:53:00,FDJ
124,Dennis VAN WINDEN,Netherlands,TLJ,28,+2:53:29,17,+2:53:29,+2:53:29,TEAM LOTTO NL - JUMBO
125,Jean-Pierre DRUCKER,Luxembourg,BMC,29,+2:54:15,17,+2:54:15,+2:54:15,BMC RACING TEAM
126,Dominique ROLLIN,Canada,COF,33,+2:55:25,17,+2:55:25,+2:55:25,"COFIDIS, SOLUTIONS CREDITS"
127,Luka MEZGEC,Slovenia,TGA,27,+2:55:50,17,+2:55:50,+2:55:50,TEAM GIANT - ALPECIN
128,Jaco VENTER,South Africa,MTN,28,+2:56:38,17,+2:56:38,+2:56:38,MTN - QHUBEKA
129,Tsgabu Gebremaryam GRMAY,Ethiopia,LAM,24,+2:56:50,17,+2:56:50,+2:56:50,LAMPRE - MERIDA
130,Ramirez chacon BRAYAN STIVEN,Colombia,COL,23,+2:57:20,17,+2:57:20,+2:57:20,COLOMBIA
131,Pavel BRUTT,Russia,TCS,33,+2:57:48,17,+2:57:48,+2:57:48,TINKOFF - SAXO
132,Johann VAN ZYL,South Africa,MTN,24,+2:57:52,17,+2:57:52,+2:57:52,MTN - QHUBEKA
133,Alex HOWES,United States,TCG,27,+2:58:18,17,+2:58:18,+2:58:18,TEAM CANNONDALE - GARMIN
134,Mickael DELAGE,France,FDJ,30,+2:58:52,17,+2:58:52,+2:58:52,FDJ
135,Jasper DE BUYST,Belgium,LTS,22,+2:59:52,17,+2:59:52,+2:59:52,LOTTO SOUDAL
136,Mathew HAYMAN,Australia,OGE,37,+3:00:34,17,+3:00:34,+3:00:34,ORICA GREENEDGE
137,Simon PELLAUD,Switzerland,IAM,23,+3:01:41,17,+3:01:41,+3:01:41,IAM CYCLING
138,Youcef REGUIGUI,Algeria,MTN,25,+3:04:10,17,+3:04:10,+3:04:10,MTN - QHUBEKA
139,Walter Fernando PEDRAZA MORALES,Colombia,COL,34,+3:04:34,17,+3:04:34,+3:04:34,COLOMBIA
140,Maciej BODNAR,Poland,TCS,30,+3:05:15,17,+3:05:15,+3:05:15,TINKOFF - SAXO
141,Yaroslav POPOVYCH,Ukraine,TFR,35,+3:05:56,17,+3:05:56,+3:05:56,TREK FACTORY RACING
142,Alexis GOUGEARD,France,ALM,22,+3:06:06,17,+3:06:06,+3:06:06,AG2R LA MONDIALE
143,Maarten TJALLINGII,Netherlands,TLJ,38,+3:06:12,17,+3:06:12,+3:06:12,TEAM LOTTO NL - JUMBO
144,Alessandro VANOTTI,Italy,AST,35,+3:07:10,17,+3:07:10,+3:07:10,ASTANA PRO TEAM
145,Thierry HUPOND,France,TGA,31,+3:07:37,17,+3:07:37,+3:07:37,TEAM GIANT - ALPECIN
146,Antoine DUCHESNE,Canada,EUC,24,+3:07:48,17,+3:07:48,+3:07:48,TEAM EUROPCAR
147,Johannes FRÖHLINGER,Germany,TGA,30,+3:09:55,17,+3:09:55,+3:09:55,TEAM GIANT - ALPECIN
148,Danny VAN POPPEL,Netherlands,TFR,22,+3:10:08,17,+3:10:08,+3:10:08,TREK FACTORY RACING
149,Tony HUREL,France,EUC,28,+3:10:23,17,+3:10:23,+3:10:23,TEAM EUROPCAR
150,Songezo JIM,South Africa,MTN,25,+3:11:04,17,+3:11:04,+3:11:04,MTN - QHUBEKA
151,Daniele BENNATI,Italy,TCS,35,+3:12:04,17,+3:12:04,+3:12:04,TINKOFF - SAXO
152,Ilia KOSHEVOY,Belarus,LAM,24,+3:12:05,17,+3:12:05,+3:12:05,LAMPRE - MERIDA
153,Gatis SMUKULIS,Latvia,KAT,28,+3:13:14,17,+3:13:14,+3:13:14,TEAM KATUSHA
154,Carlos BARBERO CUESTA,Spain,CJR,24,+3:16:52,17,+3:16:52,+3:16:52,CAJA RURAL-SEGUROS RGA
155,Iljo KEISSE,Belgium,EQS,33,+3:16:57,17,+3:16:57,+3:16:57,ETIXX - QUICK STEP
156,Damien HOWSON,Australia,OGE,23,+3:17:00,17,+3:17:00,+3:17:00,ORICA GREENEDGE
157,Biel KADRI,France,ALM,29,+3:18:40,17,+3:18:40,+3:18:40,AG2R LA MONDIALE
158,Rory SUTHERLAND,Australia,MOV,33,+3:19:49,17,+3:19:49,+3:19:49,MOVISTAR TEAM
159,Martijn KEIZER,Netherlands,TLJ,27,+3:22:22,17,+3:22:22,+3:22:22,TEAM LOTTO NL - JUMBO
160,Jimmy ENGOULVENT,France,EUC,36,+3:23:05,17,+3:23:05,+3:23:05,TEAM EUROPCAR
161,Maximiliano Ariel RICHEZE,Argentina,LAM,32,+3:23:44,17,+3:23:44,+3:23:44,LAMPRE - MERIDA
162,Gediminas BAGDONAS,Lithuania,ALM,30,+3:26:33,17,+3:26:33,+3:26:33,AG2R LA MONDIALE
163,Tom STAMSNIJDER,Netherlands,TGA,30,+3:27:27,17,+3:27:27,+3:27:27,TEAM GIANT - ALPECIN
164,Murilo Antonio FISCHER,Brazil,FDJ,36,+3:30:49,17,+3:30:49,+3:30:49,FDJ
165,Valerio CONTI,Italy,LAM,22,+3:39:55,17,+3:39:55,+3:39:55,LAMPRE - MERIDA
166,Zico WAEYTENS,Belgium,TGA,24,+3:46:31,17,+3:46:31,+3:46:31,TEAM GIANT - ALPECIN
167,Boy VAN POPPEL,Netherlands,TFR,27,+4:07:01,17,+4:07:01,+4:07:01,TREK FACTORY RACING
1,Tom DUMOULIN,Netherlands,TGA,25,73:45:13,18,+3.07306712962963,+0,TEAM GIANT - ALPECIN
2,Fabio ARU,Italy,AST,25,3,18,+3,+3,ASTANA PRO TEAM
3,Joaquin RODRIGUEZ OLIVER,Spain,KAT,36,+1:15,18,+1:15,+1:15,TEAM KATUSHA
4,Rafal MAJKA,Poland,TCS,26,+2:22,18,+2:22,+2:22,TINKOFF - SAXO
5,Nairo Alexander QUINTANA ROJAS,Colombia,MOV,25,+2:53,18,+2:53,+2:53,MOVISTAR TEAM
6,Alejandro VALVERDE BELMONTE,Spain,MOV,35,+3:15,18,+3:15,+3:15,MOVISTAR TEAM
7,Jhoan Esteban CHAVES RUBIO,Colombia,OGE,25,+3:30,18,+3:30,+3:30,ORICA GREENEDGE
8,Daniel MORENO FERNANDEZ,Spain,KAT,34,+3:46,18,+3:46,+3:46,TEAM KATUSHA
9,Mikel NIEVE ITURALDE,Spain,SKY,31,+4:10,18,+4:10,+4:10,TEAM SKY
10,Louis MEINTJES,South Africa,MTN,23,+6:51,18,+6:51,+6:51,MTN - QHUBEKA
11,Domenico POZZOVIVO,Italy,ALM,33,+7:41,18,+7:41,+7:41,AG2R LA MONDIALE
12,Gianluca BRAMBILLA,Italy,EQS,28,+10:47,18,+10:47,+10:47,ETIXX - QUICK STEP
13,Fabrice JEANDESBOZ,France,EUC,31,+13:15,18,+13:15,+13:15,TEAM EUROPCAR
14,Bart DE CLERCQ,Belgium,LTS,29,+13:38,18,+13:38,+13:38,LOTTO SOUDAL
15,Romain SICARD,France,EUC,27,+18:06,18,+18:06,+18:06,TEAM EUROPCAR
16,Kenny ELISSONDE,France,FDJ,24,+18:21,18,+18:21,+18:21,FDJ
17,Andre Fernando S. Martins CARDOSO,Portugal,TCG,31,+19:37,18,+19:37,+19:37,TEAM CANNONDALE - GARMIN
18,Stéphane ROSSETTO,France,COF,28,+21:55,18,+21:55,+21:55,"COFIDIS, SOLUTIONS CREDITS"
19,David ARROYO DURAN,Spain,CJR,35,+30:04,18,+30:04,+30:04,CAJA RURAL-SEGUROS RGA
20,Giovanni VISCONTI,Italy,MOV,32,+35:46,18,+35:46,+35:46,MOVISTAR TEAM
21,Diego ROSA,Italy,AST,26,+39:06,18,+39:06,+39:06,ASTANA PRO TEAM
22,Mikel LANDA MEANA,Spain,AST,26,+41:33,18,+41:33,+41:33,ASTANA PRO TEAM
23,Frank SCHLECK,Luxembourg,TFR,35,+42:53,18,+42:53,+42:53,TREK FACTORY RACING
24,Sergio Luis HENAO MONTOYA,Colombia,SKY,28,+45:16,18,+45:16,+45:16,TEAM SKY
25,Haimar ZUBELDIA AGIRRE,Spain,TFR,38,+45:23,18,+45:23,+45:23,TREK FACTORY RACING
26,Nicolas ROCHE,Ireland,SKY,31,+45:27,18,+45:27,+45:27,TEAM SKY
27,Rodolfo Andres TORRES AGUDELO,Colombia,COL,28,+55:21,18,+55:21,+55:21,COLOMBIA
28,Maxime MONFORT,Belgium,LTS,32,+55:28,18,+55:28,+55:28,LOTTO SOUDAL
29,Maxime BOUET,France,EQS,29,+59:26,18,+59:26,+59:26,ETIXX - QUICK STEP
30,Daniel NAVARRO GARCIA,Spain,COF,32,+59:49,18,+59:49,+59:49,"COFIDIS, SOLUTIONS CREDITS"
31,Carlos VERONA QUINTANILLA,Spain,EQS,23,+1:01:24,18,+1:01:24,+1:01:24,ETIXX - QUICK STEP
32,Nelson Filipe SANTOS SIMOES OLIVEIRA,Portugal,LAM,26,+1:01:30,18,+1:01:30,+1:01:30,LAMPRE - MERIDA
33,Alberto LOSADA ALGUACIL,Spain,KAT,33,+1:04:42,18,+1:04:42,+1:04:42,TEAM KATUSHA
34,José GONÇALVES,Portugal,CJR,26,+1:08:49,18,+1:08:49,+1:08:49,CAJA RURAL-SEGUROS RGA
35,Pawel POLJANSKI,Poland,TCS,25,+1:11:09,18,+1:11:09,+1:11:09,TINKOFF - SAXO
36,Luis Leon SANCHEZ GIL,Spain,AST,32,+1:14:19,18,+1:14:19,+1:14:19,ASTANA PRO TEAM
37,George BENNETT,New Zealand,TLJ,25,+1:16:15,18,+1:16:15,+1:16:15,TEAM LOTTO NL - JUMBO
38,Tiago MACHADO,Portugal,KAT,30,+1:26:04,18,+1:26:04,+1:26:04,TEAM KATUSHA
39,Lawrence WARBASSE,United States,IAM,25,+1:30:45,18,+1:30:45,+1:30:45,IAM CYCLING
40,Lawson CRADDOCK,United States,TGA,23,+1:31:47,18,+1:31:47,+1:31:47,TEAM GIANT - ALPECIN
41,Angel MADRAZO RUIZ,Spain,CJR,27,+1:32:04,18,+1:32:04,+1:32:04,CAJA RURAL-SEGUROS RGA
42,Jerome COPPEL,France,IAM,29,+1:36:57,18,+1:36:57,+1:36:57,IAM CYCLING
43,Sylvain CHAVANEL,France,IAM,36,+1:38:16,18,+1:38:16,+1:38:16,IAM CYCLING
44,Eduard VORGANOV,Russia,KAT,33,+1:38:16,18,+1:38:16,+1:38:16,TEAM KATUSHA
45,Jose Joaquin ROJAS GIL,Spain,MOV,30,+1:39:04,18,+1:39:04,+1:39:04,MOVISTAR TEAM
46,Mikael CHEREL,France,ALM,29,+1:41:05,18,+1:41:05,+1:41:05,AG2R LA MONDIALE
47,Pierre ROLLAND,France,EUC,29,+1:41:43,18,+1:41:43,+1:41:43,TEAM EUROPCAR
48,Jesper HANSEN,Denmark,TCS,25,+1:41:45,18,+1:41:45,+1:41:45,TINKOFF - SAXO
49,Matteo MONTAGUTI,Italy,ALM,31,+1:47:29,18,+1:47:29,+1:47:29,AG2R LA MONDIALE
50,Joseph Lloyd DOMBROWSKI,United States,TCG,24,+1:47:54,18,+1:47:54,+1:47:54,TEAM CANNONDALE - GARMIN
51,Darwin ATAPUMA HURTADO,Colombia,BMC,27,+1:48:58,18,+1:48:58,+1:48:58,BMC RACING TEAM
52,Riccardo ZOIDL,Austria,TFR,27,+1:49:33,18,+1:49:33,+1:49:33,TREK FACTORY RACING
53,Ricardo VILELA,Portugal,CJR,28,+1:49:51,18,+1:49:51,+1:49:51,CAJA RURAL-SEGUROS RGA
54,Tosh VAN DER SANDE,Belgium,LTS,25,+1:53:17,18,+1:53:17,+1:53:17,LOTTO SOUDAL
55,Andrey AMADOR BAKKAZAKOVA,Costa Rica,MOV,29,+1:53:23,18,+1:53:23,+1:53:23,MOVISTAR TEAM
56,Ruben PLAZA MOLINA,Spain,LAM,35,+1:54:53,18,+1:54:53,+1:54:53,LAMPRE - MERIDA
57,Cyril GAUTIER,France,EUC,28,+1:55:02,18,+1:55:02,+1:55:02,TEAM EUROPCAR
58,Alex CANO ARDILA,Colombia,COL,32,+1:58:20,18,+1:58:20,+1:58:20,COLOMBIA
59,Adam HANSEN,Australia,LTS,34,+2:00:22,18,+2:00:22,+2:00:22,LOTTO SOUDAL
60,Pieter SERRY,Belgium,EQS,27,+2:00:27,18,+2:00:27,+2:00:27,ETIXX - QUICK STEP
61,Geraint THOMAS,Great Britain,SKY,29,+2:02:19,18,+2:02:19,+2:02:19,TEAM SKY
62,Dario CATALDO,Italy,AST,30,+2:02:51,18,+2:02:51,+2:02:51,ASTANA PRO TEAM
63,Jerome COUSIN,France,EUC,26,+2:10:38,18,+2:10:38,+2:10:38,TEAM EUROPCAR
64,Koen DE KORT,Netherlands,TGA,33,+2:12:02,18,+2:12:02,+2:12:02,TEAM GIANT - ALPECIN
65,Kristijan DURASEK,Croatia,LAM,28,+2:12:14,18,+2:12:14,+2:12:14,LAMPRE - MERIDA
66,Julien SIMON,France,COF,30,+2:13:39,18,+2:13:39,+2:13:39,"COFIDIS, SOLUTIONS CREDITS"
67,Salvatore PUCCIO,Italy,SKY,26,+2:15:43,18,+2:15:43,+2:15:43,TEAM SKY
68,Cyril LEMOINE,France,COF,32,+2:16:32,18,+2:16:32,+2:16:32,"COFIDIS, SOLUTIONS CREDITS"
69,Javier MORENO BAZAN,Spain,MOV,31,+2:18:17,18,+2:18:17,+2:18:17,MOVISTAR TEAM
70,Leonardo Fabio DUQUE,Colombia,COL,35,+2:18:55,18,+2:18:55,+2:18:55,COLOMBIA
71,Miguel Angel RUBIANO CHAVEZ,Colombia,COL,31,+2:18:57,18,+2:18:57,+2:18:57,COLOMBIA
72,Pavel KOCHETKOV,Russia,KAT,29,+2:18:58,18,+2:18:58,+2:18:58,TEAM KATUSHA
73,Ian BOSWELL,United States,SKY,24,+2:19:59,18,+2:19:59,+2:19:59,TEAM SKY
74,Yukiya ARASHIRO,Japan,EUC,31,+2:24:00,18,+2:24:00,+2:24:00,TEAM EUROPCAR
75,Jay MCCARTHY,Australia,TCS,23,+2:25:45,18,+2:25:45,+2:25:45,TINKOFF - SAXO
76,Vicente REYNES MIMO,Spain,IAM,34,+2:25:57,18,+2:25:57,+2:25:57,IAM CYCLING
77,Andrey ZEITS,Kazakhstan,AST,29,+2:26:18,18,+2:26:18,+2:26:18,ASTANA PRO TEAM
78,Fabio Andres DUARTE AREVALO,Colombia,COL,29,+2:27:00,18,+2:27:00,+2:27:00,COLOMBIA
79,Omar FRAILE MATARRANZ,Spain,CJR,25,+2:27:06,18,+2:27:06,+2:27:06,CAJA RURAL-SEGUROS RGA
80,Rinaldo NOCENTINI,Italy,ALM,38,+2:30:47,18,+2:30:47,+2:30:47,AG2R LA MONDIALE
81,Moreno MOSER,Italy,TCG,25,+2:31:20,18,+2:31:20,+2:31:20,TEAM CANNONDALE - GARMIN
82,Alessandro DE MARCHI,Italy,BMC,29,+2:31:54,18,+2:31:54,+2:31:54,BMC RACING TEAM
83,Vasil KIRYIENKA,Belarus,SKY,34,+2:34:15,18,+2:34:15,+2:34:15,TEAM SKY
84,Daryl IMPEY,South Africa,OGE,31,+2:35:34,18,+2:35:34,+2:35:34,ORICA GREENEDGE
85,Amaël MOINARD,France,BMC,33,+2:35:45,18,+2:35:45,+2:35:45,BMC RACING TEAM
86,Natnael BERHANE,Eritrea,MTN,24,+2:36:18,18,+2:36:18,+2:36:18,MTN - QHUBEKA
87,Benjamin KING,United States,TCG,26,+2:36:43,18,+2:36:43,+2:36:43,TEAM CANNONDALE - GARMIN
88,Jelle VANENDERT,Belgium,LTS,30,+2:38:53,18,+2:38:53,+2:38:53,LOTTO SOUDAL
89,Jens KEUKELEIRE,Belgium,OGE,27,+2:40:05,18,+2:40:05,+2:40:05,ORICA GREENEDGE
90,Davide VILLELLA,Italy,TCG,24,+2:40:43,18,+2:40:43,+2:40:43,TEAM CANNONDALE - GARMIN
91,John DEGENKOLB,Germany,TGA,26,+2:40:46,18,+2:40:46,+2:40:46,TEAM GIANT - ALPECIN
92,Timo ROOSEN,Netherlands,TLJ,22,+2:44:24,18,+2:44:24,+2:44:24,TEAM LOTTO NL - JUMBO
93,Francisco José VENTOSO ALBERDI,Spain,MOV,33,+2:45:20,18,+2:45:20,+2:45:20,MOVISTAR TEAM
94,Carlos Julian QUINTERO,Colombia,COL,29,+2:46:13,18,+2:46:13,+2:46:13,COLOMBIA
95,Yohan BAGOT,France,COF,28,+2:46:14,18,+2:46:14,+2:46:14,"COFIDIS, SOLUTIONS CREDITS"
96,Sébastien MINARD,France,ALM,33,+2:47:09,18,+2:47:09,+2:47:09,AG2R LA MONDIALE
97,Juan Pablo VALENCIA,Colombia,COL,27,+2:47:48,18,+2:47:48,+2:47:48,COLOMBIA
98,Stephen CUMMINGS,Great Britain,MTN,34,+2:48:41,18,+2:48:41,+2:48:41,MTN - QHUBEKA
99,Bertjan LINDEMAN,Netherlands,TLJ,26,+2:50:48,18,+2:50:48,+2:50:48,TEAM LOTTO NL - JUMBO
100,Pello BILBAO LOPEZ DE ARMENTIA,Spain,CJR,25,+2:51:21,18,+2:51:21,+2:51:21,CAJA RURAL-SEGUROS RGA
101,Mike TEUNISSEN,Netherlands,TLJ,23,+2:53:16,18,+2:53:16,+2:53:16,TEAM LOTTO NL - JUMBO
102,Arnaud COURTEILLE,France,FDJ,26,+2:53:43,18,+2:53:43,+2:53:43,FDJ
103,Marcel AREGGER,Switzerland,IAM,25,+2:54:41,18,+2:54:41,+2:54:41,IAM CYCLING
104,Christian KNEES,Germany,SKY,34,+2:55:41,18,+2:55:41,+2:55:41,TEAM SKY
105,Angel VICIOSO ARCOS,Spain,KAT,38,+2:56:10,18,+2:56:10,+2:56:10,TEAM KATUSHA
106,Nikolas MAES,Belgium,EQS,29,+2:56:12,18,+2:56:12,+2:56:12,ETIXX - QUICK STEP
107,Imanol ERVITI,Spain,MOV,32,+2:57:28,18,+2:57:28,+2:57:28,MOVISTAR TEAM
108,Markel IRIZAR ARANBURU,Spain,TFR,35,+2:57:41,18,+2:57:41,+2:57:41,TREK FACTORY RACING
109,Laurent PICHON,France,FDJ,29,+2:59:38,18,+2:59:38,+2:59:38,FDJ
110,Kristian SBARAGLI,Italy,MTN,25,+3:00:20,18,+3:00:20,+3:00:20,MTN - QHUBEKA
111,Tom VAN ASBROECK,Belgium,TLJ,25,+3:04:34,18,+3:04:34,+3:04:34,TEAM LOTTO NL - JUMBO
112,Simon GERRANS,Australia,OGE,35,+3:06:43,18,+3:06:43,+3:06:43,ORICA GREENEDGE
113,Dominique ROLLIN,Canada,COF,33,+3:06:44,18,+3:06:44,+3:06:44,"COFIDIS, SOLUTIONS CREDITS"
114,Luka MEZGEC,Slovenia,TGA,27,+3:07:12,18,+3:07:12,+3:07:12,TEAM GIANT - ALPECIN
115,Kévin REZA,France,FDJ,27,+3:07:30,18,+3:07:30,+3:07:30,FDJ
116,Martin VELITS,Slovakia,EQS,30,+3:08:44,18,+3:08:44,+3:08:44,ETIXX - QUICK STEP
117,Olivier LE GAC,France,FDJ,22,+3:09:21,18,+3:09:21,+3:09:21,FDJ
118,Simon PELLAUD,Switzerland,IAM,23,+3:09:48,18,+3:09:48,+3:09:48,IAM CYCLING
119,Dennis VAN WINDEN,Netherlands,TLJ,28,+3:11:23,18,+3:11:23,+3:11:23,TEAM LOTTO NL - JUMBO
120,Jean-Pierre DRUCKER,Luxembourg,BMC,29,+3:12:09,18,+3:12:09,+3:12:09,BMC RACING TEAM
121,Johan VAN SUMMEREN,Belgium,ALM,34,+3:12:53,18,+3:12:53,+3:12:53,AG2R LA MONDIALE
122,Pavel BRUTT,Russia,TCS,33,+3:13:04,18,+3:13:04,+3:13:04,TINKOFF - SAXO
123,Joseph ROSSKOPF,United States,BMC,26,+3:13:23,18,+3:13:23,+3:13:23,BMC RACING TEAM
124,Jay Robert THOMSON,South Africa,MTN,29,+3:13:33,18,+3:13:33,+3:13:33,MTN - QHUBEKA
125,Jaco VENTER,South Africa,MTN,28,+3:17:36,18,+3:17:36,+3:17:36,MTN - QHUBEKA
126,Tsgabu Gebremaryam GRMAY,Ethiopia,LAM,24,+3:17:48,18,+3:17:48,+3:17:48,LAMPRE - MERIDA
127,Ramirez chacon BRAYAN STIVEN,Colombia,COL,23,+3:18:18,18,+3:18:18,+3:18:18,COLOMBIA
