Rank,Name,Country,Team Code,Age,ResultTime,Stage,Timegap1,Gap,Team
1,Jhoan Esteban CHAVES RUBIO,Colombia,OGE,25,0,1,+0,+0,ORICA GREENEDGE
2,Tom DUMOULIN,Netherlands,TGA,25,0,1,+0,+0,TEAM GIANT - ALPECIN
3,Nicolas ROCHE,Ireland,SKY,31,0,1,+0,+0,TEAM SKY
4,Daniel MARTIN,Ireland,TCG,29,0,1,+0,+0,TEAM CANNONDALE - GARMIN
5,Joaquin RODRIGUEZ OLIVER,Spain,KAT,36,0,1,+0,+0,TEAM KATUSHA
6,Nairo Alexander QUINTANA ROJAS,Colombia,MOV,25,0,1,+0,+0,MOVISTAR TEAM
7,Alejandro VALVERDE BELMONTE,Spain,MOV,35,0,1,+0,+0,MOVISTAR TEAM
8,Christopher FROOME,Great Britain,SKY,30,0,1,+0,+0,TEAM SKY
9,Daniel MORENO FERNANDEZ,Spain,KAT,34,0,1,+0,+0,TEAM KATUSHA
10,Fabio ARU,Italy,AST,25,0,1,+0,+0,ASTANA PRO TEAM
11,Mikel NIEVE ITURALDE,Spain,SKY,31,0,1,+0,+0,TEAM SKY
12,Mikel LANDA MEANA,Spain,AST,26,0,1,+0,+0,ASTANA PRO TEAM
13,Romain SICARD,France,EUC,27,0,1,+0,+0,TEAM EUROPCAR
14,Louis MEINTJES,South Africa,MTN,23,0,1,+0,+0,MTN - QHUBEKA
15,Tejay VAN GARDEREN,United States,BMC,27,0,1,+0,+0,BMC RACING TEAM
16,Gianluca BRAMBILLA,Italy,EQS,28,0,1,+0,+0,ETIXX - QUICK STEP
17,Stéphane ROSSETTO,France,COF,28,0,1,+0,+0,"COFIDIS, SOLUTIONS CREDITS"
18,Domenico POZZOVIVO,Italy,ALM,33,0,1,+0,+0,AG2R LA MONDIALE
19,Andre Fernando S. Martins CARDOSO,Portugal,TCG,31,0,1,+0,+0,TEAM CANNONDALE - GARMIN
20,Sergio Luis HENAO MONTOYA,Colombia,SKY,28,0,1,+0,+0,TEAM SKY
21,Jelle VANENDERT,Belgium,LTS,30,0,1,+0,+0,LOTTO SOUDAL
22,Rafal MAJKA,Poland,TCS,26,0,1,+0,+0,TINKOFF - SAXO
23,Luis Leon SANCHEZ GIL,Spain,AST,32,0,1,+0,+0,ASTANA PRO TEAM
24,Maxime BOUET,France,EQS,29,0,1,+0,+0,ETIXX - QUICK STEP
25,Maxime MONFORT,Belgium,LTS,32,0,1,+0,+0,LOTTO SOUDAL
26,Bart DE CLERCQ,Belgium,LTS,29,0,1,+0,+0,LOTTO SOUDAL
27,George BENNETT,New Zealand,TLJ,25,0,1,+0,+0,TEAM LOTTO NL - JUMBO
28,Daniel NAVARRO GARCIA,Spain,COF,32,0,1,+0,+0,"COFIDIS, SOLUTIONS CREDITS"
29,Haimar ZUBELDIA AGIRRE,Spain,TFR,38,0,1,+0,+0,TREK FACTORY RACING
30,Darwin ATAPUMA HURTADO,Colombia,BMC,27,0,1,+0,+0,BMC RACING TEAM
31,Sergio Miguel MOREIRA PAULINHO,Portugal,TCS,35,0,1,+0,+0,TINKOFF - SAXO
32,Kenny ELISSONDE,France,FDJ,24,0,1,+0,+0,FDJ
33,Olivier LE GAC,France,FDJ,22,0,1,+0,+0,FDJ
34,Ricardo VILELA,Portugal,CJR,28,0,1,+0,+0,CAJA RURAL-SEGUROS RGA
35,Samuel SANCHEZ GONZALEZ,Spain,BMC,37,0,1,+0,+0,BMC RACING TEAM
36,Frank SCHLECK,Luxembourg,TFR,35,0,1,+0,+0,TREK FACTORY RACING
37,Lawson CRADDOCK,United States,TGA,23,0,1,+0,+0,TEAM GIANT - ALPECIN
38,Riccardo ZOIDL,Austria,TFR,27,0,1,+0,+0,TREK FACTORY RACING
39,Pawel POLJANSKI,Poland,TCS,25,0,1,+0,+0,TINKOFF - SAXO
40,Rodolfo Andres TORRES AGUDELO,Colombia,COL,28,0,1,+0,+0,COLOMBIA
41,Fabrice JEANDESBOZ,France,EUC,31,0,1,+0,+0,TEAM EUROPCAR
42,Miguel Angel RUBIANO CHAVEZ,Colombia,COL,31,0,1,+0,+0,COLOMBIA
43,Cyril GAUTIER,France,EUC,28,0,1,+0,+0,TEAM EUROPCAR
44,José GONÇALVES,Portugal,CJR,26,0,1,+0,+0,CAJA RURAL-SEGUROS RGA
45,Natnael BERHANE,Eritrea,MTN,24,0,1,+0,+0,MTN - QHUBEKA
46,Pierre ROLLAND,France,EUC,29,0,1,+0,+0,TEAM EUROPCAR
47,Carlos VERONA QUINTANILLA,Spain,EQS,23,0,1,+0,+0,ETIXX - QUICK STEP
48,David DE LA CRUZ MELGAREJO,Spain,EQS,26,0,1,+0,+0,ETIXX - QUICK STEP
49,Andrey AMADOR BAKKAZAKOVA,Costa Rica,MOV,29,0,1,+0,+0,MOVISTAR TEAM
50,Alberto LOSADA ALGUACIL,Spain,KAT,33,0,1,+0,+0,TEAM KATUSHA
51,Andrew TALANSKY,United States,TCG,27,0,1,+0,+0,TEAM CANNONDALE - GARMIN
52,Mattia CATTANEO,Italy,LAM,25,0,1,+0,+0,LAMPRE - MERIDA
53,Jerome COUSIN,France,EUC,26,0,1,+0,+0,TEAM EUROPCAR
54,Vicente REYNES MIMO,Spain,IAM,34,0,1,+0,+0,IAM CYCLING
55,Jerome COPPEL,France,IAM,29,0,1,+0,+0,IAM CYCLING
56,Julien SIMON,France,COF,30,0,1,+0,+0,"COFIDIS, SOLUTIONS CREDITS"
57,Amaël MOINARD,France,BMC,33,0,1,+0,+0,BMC RACING TEAM
58,Joseph ROSSKOPF,United States,BMC,26,0,1,+0,+0,BMC RACING TEAM
59,Peter VELITS,Slovakia,BMC,30,0,1,+0,+0,BMC RACING TEAM
60,Jay MCCARTHY,Australia,TCS,23,0,1,+0,+0,TINKOFF - SAXO
61,David ARROYO DURAN,Spain,CJR,35,0,1,+0,+0,CAJA RURAL-SEGUROS RGA
62,Pavel KOCHETKOV,Russia,KAT,29,0,1,+0,+0,TEAM KATUSHA
63,Marcel AREGGER,Switzerland,IAM,25,0,1,+0,+0,IAM CYCLING
64,Moreno MOSER,Italy,TCG,25,0,1,+0,+0,TEAM CANNONDALE - GARMIN
65,Juan Pablo VALENCIA,Colombia,COL,27,0,1,+0,+0,COLOMBIA
66,Alex CANO ARDILA,Colombia,COL,32,0,1,+0,+0,COLOMBIA
67,Tosh VAN DER SANDE,Belgium,LTS,25,0,1,+0,+0,LOTTO SOUDAL
68,Geraint THOMAS,Great Britain,SKY,29,0,1,+0,+0,TEAM SKY
69,Kévin REZA,France,FDJ,27,0,1,+0,+0,FDJ
70,Yukiya ARASHIRO,Japan,EUC,31,0,1,+0,+0,TEAM EUROPCAR
71,Jaco VENTER,South Africa,MTN,28,0,1,+0,+0,MTN - QHUBEKA
72,Mike TEUNISSEN,Netherlands,TLJ,23,0,1,+0,+0,TEAM LOTTO NL - JUMBO
73,Tom VAN ASBROECK,Belgium,TLJ,25,0,1,+0,+0,TEAM LOTTO NL - JUMBO
74,Markel IRIZAR ARANBURU,Spain,TFR,35,0,1,+0,+0,TREK FACTORY RACING
75,Tiago MACHADO,Portugal,KAT,30,0,1,+0,+0,TEAM KATUSHA
76,Thomas DEGAND,Belgium,IAM,29,0,1,+0,+0,IAM CYCLING
77,Carlos Julian QUINTERO,Colombia,COL,29,0,1,+0,+0,COLOMBIA
78,Cameron MEYER,Australia,OGE,27,0,1,+0,+0,ORICA GREENEDGE
79,Jens KEUKELEIRE,Belgium,OGE,27,0,1,+0,+0,ORICA GREENEDGE
80,Joseph Lloyd DOMBROWSKI,United States,TCG,24,0,1,+0,+0,TEAM CANNONDALE - GARMIN
81,Arnaud COURTEILLE,France,FDJ,26,0,1,+0,+0,FDJ
82,Jesper HANSEN,Denmark,TCS,25,0,1,+0,+0,TINKOFF - SAXO
83,Giovanni VISCONTI,Italy,MOV,32,0,1,+0,+0,MOVISTAR TEAM
84,Jose Joaquin ROJAS GIL,Spain,MOV,30,0,1,+0,+0,MOVISTAR TEAM
85,Alex HOWES,United States,TCG,27,0,1,+0,+0,TEAM CANNONDALE - GARMIN
86,Matteo MONTAGUTI,Italy,ALM,31,0,1,+0,+0,AG2R LA MONDIALE
87,Alessandro DE MARCHI,Italy,BMC,29,0,1,+0,+0,BMC RACING TEAM
88,Mikael CHEREL,France,ALM,29,0,1,+0,+0,AG2R LA MONDIALE
89,Simon GERRANS,Australia,OGE,35,0,1,+0,+0,ORICA GREENEDGE
90,Laurent PICHON,France,FDJ,29,0,1,+0,+0,FDJ
91,Lawrence WARBASSE,United States,IAM,25,0,1,+0,+0,IAM CYCLING
92,Ian BOSWELL,United States,SKY,24,0,1,+0,+0,TEAM SKY
93,Jasper STUYVEN,Belgium,TFR,23,0,1,+0,+0,TREK FACTORY RACING
94,Benjamin KING,United States,TCG,26,0,1,+0,+0,TEAM CANNONDALE - GARMIN
95,Koen DE KORT,Netherlands,TGA,33,0,1,+0,+0,TEAM GIANT - ALPECIN
96,Nelson Filipe SANTOS SIMOES OLIVEIRA,Portugal,LAM,26,0,1,+0,+0,LAMPRE - MERIDA
97,Davide VILLELLA,Italy,TCG,24,0,1,+0,+0,TEAM CANNONDALE - GARMIN
98,Kristian SBARAGLI,Italy,MTN,25,0,1,+0,+0,MTN - QHUBEKA
99,Johannes FRÖHLINGER,Germany,TGA,30,0,1,+0,+0,TEAM GIANT - ALPECIN
100,Maciej BODNAR,Poland,TCS,30,0,1,+0,+0,TINKOFF - SAXO
101,Thierry HUPOND,France,TGA,31,0,1,+0,+0,TEAM GIANT - ALPECIN
102,Daryl IMPEY,South Africa,OGE,31,0,1,+0,+0,ORICA GREENEDGE
103,John DEGENKOLB,Germany,TGA,26,0,1,+0,+0,TEAM GIANT - ALPECIN
104,Maarten WYNANTS,Belgium,TLJ,33,0,1,+0,+0,TEAM LOTTO NL - JUMBO
105,Stephen CUMMINGS,Great Britain,MTN,34,0,1,+0,+0,MTN - QHUBEKA
106,Christian KNEES,Germany,SKY,34,0,1,+0,+0,TEAM SKY
107,Vasil KIRYIENKA,Belarus,SKY,34,0,1,+0,+0,TEAM SKY
108,Kristijan DURASEK,Croatia,LAM,28,0,1,+0,+0,LAMPRE - MERIDA
109,Leonardo Fabio DUQUE,Colombia,COL,35,0,1,+0,+0,COLOMBIA
110,Nikolas MAES,Belgium,EQS,29,0,1,+0,+0,ETIXX - QUICK STEP
111,Dennis VAN WINDEN,Netherlands,TLJ,28,0,1,+0,+0,TEAM LOTTO NL - JUMBO
112,Luka MEZGEC,Slovenia,TGA,27,0,1,+0,+0,TEAM GIANT - ALPECIN
113,Damien HOWSON,Australia,OGE,23,0,1,+0,+0,ORICA GREENEDGE
114,Mathew HAYMAN,Australia,OGE,37,0,1,+0,+0,ORICA GREENEDGE
115,Songezo JIM,South Africa,MTN,25,0,1,+0,+0,MTN - QHUBEKA
116,Niki TERPSTRA,Netherlands,EQS,31,0,1,+0,+0,ETIXX - QUICK STEP
117,Yaroslav POPOVYCH,Ukraine,TFR,35,0,1,+0,+0,TREK FACTORY RACING
118,Johann VAN ZYL,South Africa,MTN,24,0,1,+0,+0,MTN - QHUBEKA
119,Antoine DUCHESNE,Canada,EUC,24,0,1,+0,+0,TEAM EUROPCAR
120,Mickael DELAGE,France,FDJ,30,0,1,+0,+0,FDJ
121,Jussi VEIKKANEN,Finland,FDJ,34,0,1,+0,+0,FDJ
122,Angel VICIOSO ARCOS,Spain,KAT,38,0,1,+0,+0,TEAM KATUSHA
123,Boy VAN POPPEL,Netherlands,TFR,27,0,1,+0,+0,TREK FACTORY RACING
124,Andrey ZEITS,Kazakhstan,AST,29,0,1,+0,+0,ASTANA PRO TEAM
125,Javier MORENO BAZAN,Spain,MOV,31,0,1,+0,+0,MOVISTAR TEAM
126,Francisco José VENTOSO ALBERDI,Spain,MOV,33,0,1,+0,+0,MOVISTAR TEAM
127,Sylvain CHAVANEL,France,IAM,36,0,1,+0,+0,IAM CYCLING
128,Thomas DE GENDT,Belgium,LTS,29,0,1,+0,+0,LOTTO SOUDAL
129,Pello BILBAO LOPEZ DE ARMENTIA,Spain,CJR,25,0,1,+0,+0,CAJA RURAL-SEGUROS RGA
130,Omar FRAILE MATARRANZ,Spain,CJR,25,0,1,+0,+0,CAJA RURAL-SEGUROS RGA
131,Amets TXURRUKA,Spain,CJR,33,0,1,+0,+0,CAJA RURAL-SEGUROS RGA
132,Walter Fernando PEDRAZA MORALES,Colombia,COL,34,0,1,+0,+0,COLOMBIA
133,Jurgen VAN DEN BROECK,Belgium,LTS,32,0,1,+0,+0,LOTTO SOUDAL
134,Luis MAS BONET,Spain,CJR,26,0,1,+0,+0,CAJA RURAL-SEGUROS RGA
135,Fabio Andres DUARTE AREVALO,Colombia,COL,29,0,1,+0,+0,COLOMBIA
136,Rinaldo NOCENTINI,Italy,ALM,38,0,1,+0,+0,AG2R LA MONDIALE
137,Martin VELITS,Slovakia,EQS,30,0,1,+0,+0,ETIXX - QUICK STEP
138,Alexis GOUGEARD,France,ALM,22,0,1,+0,+0,AG2R LA MONDIALE
139,Iljo KEISSE,Belgium,EQS,33,0,1,+0,+0,ETIXX - QUICK STEP
140,Salvatore PUCCIO,Italy,SKY,26,0,1,+0,+0,TEAM SKY
141,Bertjan LINDEMAN,Netherlands,TLJ,26,0,1,+0,+0,TEAM LOTTO NL - JUMBO
142,Timo ROOSEN,Netherlands,TLJ,22,0,1,+0,+0,TEAM LOTTO NL - JUMBO
143,Diego ROSA,Italy,AST,26,0,1,+0,+0,ASTANA PRO TEAM
144,Dario CATALDO,Italy,AST,30,0,1,+0,+0,ASTANA PRO TEAM
145,Imanol ERVITI,Spain,MOV,32,0,1,+0,+0,MOVISTAR TEAM
146,Ramirez chacon BRAYAN STIVEN,Colombia,COL,23,0,1,+0,+0,COLOMBIA
147,Ruben PLAZA MOLINA,Spain,LAM,35,0,1,+0,+0,LAMPRE - MERIDA
148,Danny VAN POPPEL,Netherlands,TFR,22,0,1,+0,+0,TREK FACTORY RACING
149,Tom STAMSNIJDER,Netherlands,TGA,30,0,1,+0,+0,TEAM GIANT - ALPECIN
150,Caleb EWAN,Australia,OGE,21,0,1,+0,+0,ORICA GREENEDGE
151,Tony HUREL,France,EUC,28,0,1,+0,+0,TEAM EUROPCAR
152,Johan VAN SUMMEREN,Belgium,ALM,34,0,1,+0,+0,AG2R LA MONDIALE
153,Jimmy ENGOULVENT,France,EUC,36,0,1,+0,+0,TEAM EUROPCAR
154,Jay Robert THOMSON,South Africa,MTN,29,0,1,+0,+0,MTN - QHUBEKA
155,Alessandro VANOTTI,Italy,AST,35,0,1,+0,+0,ASTANA PRO TEAM
156,Ilia KOSHEVOY,Belarus,LAM,24,0,1,+0,+0,LAMPRE - MERIDA
157,Jasper DE BUYST,Belgium,LTS,22,0,1,+0,+0,LOTTO SOUDAL
158,Eduard VORGANOV,Russia,KAT,33,0,1,+0,+0,TEAM KATUSHA
159,Pieter SERRY,Belgium,EQS,27,0,1,+0,+0,ETIXX - QUICK STEP
160,Jean-Pierre DRUCKER,Luxembourg,BMC,29,0,1,+0,+0,BMC RACING TEAM
161,Gatis SMUKULIS,Latvia,KAT,28,0,1,+0,+0,TEAM KATUSHA
162,Vladimir ISAYCHEV,Russia,KAT,29,0,1,+0,+0,TEAM KATUSHA
163,Maarten TJALLINGII,Netherlands,TLJ,38,0,1,+0,+0,TEAM LOTTO NL - JUMBO
164,Adam HANSEN,Australia,LTS,34,0,1,+0,+0,LOTTO SOUDAL
165,Simon PELLAUD,Switzerland,IAM,23,0,1,+0,+0,IAM CYCLING
166,Peter SAGAN,Slovakia,TCS,25,0,1,+0,+0,TINKOFF - SAXO
167,Martijn KEIZER,Netherlands,TLJ,27,0,1,+0,+0,TEAM LOTTO NL - JUMBO
168,Angel MADRAZO RUIZ,Spain,CJR,27,0,1,+0,+0,CAJA RURAL-SEGUROS RGA
169,Matej MOHORIC,Slovenia,TCG,21,0,1,+0,+0,TEAM CANNONDALE - GARMIN
170,Sébastien MINARD,France,ALM,33,0,1,+0,+0,AG2R LA MONDIALE
171,Dominique ROLLIN,Canada,COF,33,0,1,+0,+0,"COFIDIS, SOLUTIONS CREDITS"
172,Nacer BOUHANNI,France,COF,25,0,1,+0,+0,"COFIDIS, SOLUTIONS CREDITS"
173,Carlos BARBERO CUESTA,Spain,CJR,24,0,1,+0,+0,CAJA RURAL-SEGUROS RGA
174,Mitchell DOCKER,Australia,OGE,29,0,1,+0,+0,ORICA GREENEDGE
175,Biel KADRI,France,ALM,29,0,1,+0,+0,AG2R LA MONDIALE
176,Yohan BAGOT,France,COF,28,0,1,+0,+0,"COFIDIS, SOLUTIONS CREDITS"
177,Lorenzo MANZIN,France,FDJ,21,0,1,+0,+0,FDJ
178,Geoffrey SOUPE,France,COF,27,0,1,+0,+0,"COFIDIS, SOLUTIONS CREDITS"
179,Tsgabu Gebremaryam GRMAY,Ethiopia,LAM,24,0,1,+0,+0,LAMPRE - MERIDA
180,Rory SUTHERLAND,Australia,MOV,33,0,1,+0,+0,MOVISTAR TEAM
181,Romain HARDY,France,COF,27,0,1,+0,+0,"COFIDIS, SOLUTIONS CREDITS"
182,Cyril LEMOINE,France,COF,32,0,1,+0,+0,"COFIDIS, SOLUTIONS CREDITS"
183,Gediminas BAGDONAS,Lithuania,ALM,30,0,1,+0,+0,AG2R LA MONDIALE
184,Youcef REGUIGUI,Algeria,MTN,25,0,1,+0,+0,MTN - QHUBEKA
185,Maximiliano Ariel RICHEZE,Argentina,LAM,32,0,1,+0,+0,LAMPRE - MERIDA
186,Murilo Antonio FISCHER,Brazil,FDJ,36,0,1,+0,+0,FDJ
187,Kris BOECKMANS,Belgium,LTS,28,0,1,+0,+0,LOTTO SOUDAL
188,Zico WAEYTENS,Belgium,TGA,24,0,1,+0,+0,TEAM GIANT - ALPECIN
189,Valerio CONTI,Italy,LAM,22,0,1,+0,+0,LAMPRE - MERIDA
190,Pavel BRUTT,Russia,TCS,33,0,1,+0,+0,TINKOFF - SAXO
191,Daniele BENNATI,Italy,TCS,35,0,1,+0,+0,TINKOFF - SAXO
192,Marcus BURGHARDT,Germany,BMC,32,0,1,+0,+0,BMC RACING TEAM
193,Fabian CANCELLARA,Switzerland,TFR,34,0,1,+0,+0,TREK FACTORY RACING
194,Paolo TIRALONGO,Italy,AST,38,0,1,+0,+0,ASTANA PRO TEAM
1,Jhoan Esteban CHAVES RUBIO,Colombia,OGE,25,3:57:15,2,+0.164756944444444,+0,ORICA GREENEDGE
2,Tom DUMOULIN,Netherlands,TGA,25,5,2,+5,+5,TEAM GIANT - ALPECIN
3,Nicolas ROCHE,Ireland,SKY,31,15,2,+15,+15,TEAM SKY
4,Daniel MARTIN,Ireland,TCG,29,24,2,+24,+24,TEAM CANNONDALE - GARMIN
5,Joaquin RODRIGUEZ OLIVER,Spain,KAT,36,35,2,+35,+35,TEAM KATUSHA
6,Nairo Alexander QUINTANA ROJAS,Colombia,MOV,25,36,2,+36,+36,MOVISTAR TEAM
7,Alejandro VALVERDE BELMONTE,Spain,MOV,35,38,2,+38,+38,MOVISTAR TEAM
8,Christopher FROOME,Great Britain,SKY,30,40,2,+40,+40,TEAM SKY
9,Daniel MORENO FERNANDEZ,Spain,KAT,34,40,2,+40,+40,TEAM KATUSHA
10,Fabio ARU,Italy,AST,25,47,2,+47,+47,ASTANA PRO TEAM
11,Mikel NIEVE ITURALDE,Spain,SKY,31,51,2,+51,+51,TEAM SKY
12,Mikel LANDA MEANA,Spain,AST,26,51,2,+51,+51,ASTANA PRO TEAM
13,Romain SICARD,France,EUC,27,51,2,+51,+51,TEAM EUROPCAR
14,Louis MEINTJES,South Africa,MTN,23,52,2,+52,+52,MTN - QHUBEKA
15,Tejay VAN GARDEREN,United States,BMC,27,55,2,+55,+55,BMC RACING TEAM
16,Gianluca BRAMBILLA,Italy,EQS,28,+1:04,2,+1:04,+1:04,ETIXX - QUICK STEP
17,Stéphane ROSSETTO,France,COF,28,+1:04,2,+1:04,+1:04,"COFIDIS, SOLUTIONS CREDITS"
18,Domenico POZZOVIVO,Italy,ALM,33,+1:04,2,+1:04,+1:04,AG2R LA MONDIALE
19,Andre Fernando S. Martins CARDOSO,Portugal,TCG,31,+1:04,2,+1:04,+1:04,TEAM CANNONDALE - GARMIN
20,Sergio Luis HENAO MONTOYA,Colombia,SKY,28,+1:06,2,+1:06,+1:06,TEAM SKY
21,Jelle VANENDERT,Belgium,LTS,30,+1:14,2,+1:14,+1:14,LOTTO SOUDAL
22,Rafal MAJKA,Poland,TCS,26,+1:14,2,+1:14,+1:14,TINKOFF - SAXO
23,Luis Leon SANCHEZ GIL,Spain,AST,32,+1:14,2,+1:14,+1:14,ASTANA PRO TEAM
24,Maxime BOUET,France,EQS,29,+1:22,2,+1:22,+1:22,ETIXX - QUICK STEP
25,Maxime MONFORT,Belgium,LTS,32,+1:23,2,+1:23,+1:23,LOTTO SOUDAL
26,Bart DE CLERCQ,Belgium,LTS,29,+1:23,2,+1:23,+1:23,LOTTO SOUDAL
27,George BENNETT,New Zealand,TLJ,25,+1:23,2,+1:23,+1:23,TEAM LOTTO NL - JUMBO
28,Daniel NAVARRO GARCIA,Spain,COF,32,+1:23,2,+1:23,+1:23,"COFIDIS, SOLUTIONS CREDITS"
29,Haimar ZUBELDIA AGIRRE,Spain,TFR,38,+1:31,2,+1:31,+1:31,TREK FACTORY RACING
30,Darwin ATAPUMA HURTADO,Colombia,BMC,27,+1:31,2,+1:31,+1:31,BMC RACING TEAM
31,Sergio Miguel MOREIRA PAULINHO,Portugal,TCS,35,+1:56,2,+1:56,+1:56,TINKOFF - SAXO
32,Kenny ELISSONDE,France,FDJ,24,+2:01,2,+2:01,+2:01,FDJ
33,Olivier LE GAC,France,FDJ,22,+2:07,2,+2:07,+2:07,FDJ
34,Ricardo VILELA,Portugal,CJR,28,+2:08,2,+2:08,+2:08,CAJA RURAL-SEGUROS RGA
35,Samuel SANCHEZ GONZALEZ,Spain,BMC,37,+2:08,2,+2:08,+2:08,BMC RACING TEAM
36,Frank SCHLECK,Luxembourg,TFR,35,+2:17,2,+2:17,+2:17,TREK FACTORY RACING
37,Lawson CRADDOCK,United States,TGA,23,+2:17,2,+2:17,+2:17,TEAM GIANT - ALPECIN
38,Riccardo ZOIDL,Austria,TFR,27,+2:17,2,+2:17,+2:17,TREK FACTORY RACING
39,Pawel POLJANSKI,Poland,TCS,25,+2:17,2,+2:17,+2:17,TINKOFF - SAXO
40,Rodolfo Andres TORRES AGUDELO,Colombia,COL,28,+2:20,2,+2:20,+2:20,COLOMBIA
41,Fabrice JEANDESBOZ,France,EUC,31,+2:22,2,+2:22,+2:22,TEAM EUROPCAR
42,Miguel Angel RUBIANO CHAVEZ,Colombia,COL,31,+2:36,2,+2:36,+2:36,COLOMBIA
43,Cyril GAUTIER,France,EUC,28,+2:39,2,+2:39,+2:39,TEAM EUROPCAR
44,José GONÇALVES,Portugal,CJR,26,+3:01,2,+3:01,+3:01,CAJA RURAL-SEGUROS RGA
45,Natnael BERHANE,Eritrea,MTN,24,+3:02,2,+3:02,+3:02,MTN - QHUBEKA
46,Pierre ROLLAND,France,EUC,29,+3:04,2,+3:04,+3:04,TEAM EUROPCAR
47,Carlos VERONA QUINTANILLA,Spain,EQS,23,+3:04,2,+3:04,+3:04,ETIXX - QUICK STEP
48,David DE LA CRUZ MELGAREJO,Spain,EQS,26,+3:04,2,+3:04,+3:04,ETIXX - QUICK STEP
49,Andrey AMADOR BAKKAZAKOVA,Costa Rica,MOV,29,+3:04,2,+3:04,+3:04,MOVISTAR TEAM
50,Alberto LOSADA ALGUACIL,Spain,KAT,33,+3:04,2,+3:04,+3:04,TEAM KATUSHA
51,Andrew TALANSKY,United States,TCG,27,+3:21,2,+3:21,+3:21,TEAM CANNONDALE - GARMIN
52,Mattia CATTANEO,Italy,LAM,25,+3:28,2,+3:28,+3:28,LAMPRE - MERIDA
53,Jerome COUSIN,France,EUC,26,+3:40,2,+3:40,+3:40,TEAM EUROPCAR
54,Vicente REYNES MIMO,Spain,IAM,34,+3:41,2,+3:41,+3:41,IAM CYCLING
55,Jerome COPPEL,France,IAM,29,+3:54,2,+3:54,+3:54,IAM CYCLING
56,Julien SIMON,France,COF,30,+3:59,2,+3:59,+3:59,"COFIDIS, SOLUTIONS CREDITS"
57,Amaël MOINARD,France,BMC,33,+4:24,2,+4:24,+4:24,BMC RACING TEAM
58,Joseph ROSSKOPF,United States,BMC,26,+4:32,2,+4:32,+4:32,BMC RACING TEAM
59,Peter VELITS,Slovakia,BMC,30,+4:32,2,+4:32,+4:32,BMC RACING TEAM
60,Jay MCCARTHY,Australia,TCS,23,+4:32,2,+4:32,+4:32,TINKOFF - SAXO
61,David ARROYO DURAN,Spain,CJR,35,+4:34,2,+4:34,+4:34,CAJA RURAL-SEGUROS RGA
62,Pavel KOCHETKOV,Russia,KAT,29,+5:15,2,+5:15,+5:15,TEAM KATUSHA
63,Marcel AREGGER,Switzerland,IAM,25,+5:15,2,+5:15,+5:15,IAM CYCLING
64,Moreno MOSER,Italy,TCG,25,+5:18,2,+5:18,+5:18,TEAM CANNONDALE - GARMIN
65,Juan Pablo VALENCIA,Colombia,COL,27,+5:23,2,+5:23,+5:23,COLOMBIA
66,Alex CANO ARDILA,Colombia,COL,32,+5:23,2,+5:23,+5:23,COLOMBIA
67,Tosh VAN DER SANDE,Belgium,LTS,25,+5:42,2,+5:42,+5:42,LOTTO SOUDAL
68,Geraint THOMAS,Great Britain,SKY,29,+5:46,2,+5:46,+5:46,TEAM SKY
69,Kévin REZA,France,FDJ,27,+5:46,2,+5:46,+5:46,FDJ
70,Yukiya ARASHIRO,Japan,EUC,31,+6:43,2,+6:43,+6:43,TEAM EUROPCAR
71,Jaco VENTER,South Africa,MTN,28,+6:52,2,+6:52,+6:52,MTN - QHUBEKA
72,Mike TEUNISSEN,Netherlands,TLJ,23,+7:23,2,+7:23,+7:23,TEAM LOTTO NL - JUMBO
73,Tom VAN ASBROECK,Belgium,TLJ,25,+7:23,2,+7:23,+7:23,TEAM LOTTO NL - JUMBO
74,Markel IRIZAR ARANBURU,Spain,TFR,35,+7:23,2,+7:23,+7:23,TREK FACTORY RACING
75,Tiago MACHADO,Portugal,KAT,30,+7:23,2,+7:23,+7:23,TEAM KATUSHA
76,Thomas DEGAND,Belgium,IAM,29,+7:23,2,+7:23,+7:23,IAM CYCLING
77,Carlos Julian QUINTERO,Colombia,COL,29,+7:23,2,+7:23,+7:23,COLOMBIA
78,Cameron MEYER,Australia,OGE,27,+7:23,2,+7:23,+7:23,ORICA GREENEDGE
79,Jens KEUKELEIRE,Belgium,OGE,27,+7:23,2,+7:23,+7:23,ORICA GREENEDGE
80,Joseph Lloyd DOMBROWSKI,United States,TCG,24,+7:23,2,+7:23,+7:23,TEAM CANNONDALE - GARMIN
81,Arnaud COURTEILLE,France,FDJ,26,+7:23,2,+7:23,+7:23,FDJ
82,Jesper HANSEN,Denmark,TCS,25,+7:23,2,+7:23,+7:23,TINKOFF - SAXO
83,Giovanni VISCONTI,Italy,MOV,32,+7:51,2,+7:51,+7:51,MOVISTAR TEAM
84,Jose Joaquin ROJAS GIL,Spain,MOV,30,+7:51,2,+7:51,+7:51,MOVISTAR TEAM
85,Alex HOWES,United States,TCG,27,+8:49,2,+8:49,+8:49,TEAM CANNONDALE - GARMIN
86,Matteo MONTAGUTI,Italy,ALM,31,+9:13,2,+9:13,+9:13,AG2R LA MONDIALE
87,Alessandro DE MARCHI,Italy,BMC,29,+9:13,2,+9:13,+9:13,BMC RACING TEAM
88,Mikael CHEREL,France,ALM,29,+9:13,2,+9:13,+9:13,AG2R LA MONDIALE
