Rank,Name,Country,Team Code,Age,ResultTime,Stage,Timegap1,Gap,Team
189,Dayer Uberney QUINTANA ROJAS,Colombia,MOV,23,+3:07,1,+3:07,+3:07,MOVISTAR TEAM
190,Bernhard EISEL,Austria,SKY,34,+3:09,1,+3:09,+3:09,TEAM SKY
191,Sacha MODOLO,Italy,LAM,28,+3:11,1,+3:11,+3:11,LAMPRE - MERIDA
192,Fumiyuki BEPPU,Japan,TFR,32,+3:20,1,+3:20,+3:20,TREK FACTORY RACING
193,Gang XU,China,LAM,31,+3:21,1,+3:21,+3:21,LAMPRE - MERIDA
194,Fabio SABATINI,Italy,EQS,30,+3:28,1,+3:28,+3:28,ETIXX - QUICK STEP
195,Iljo KEISSE,Belgium,EQS,33,+3:28,1,+3:28,+3:28,ETIXX - QUICK STEP
196,Sander ARMEE,Belgium,LTS,30,+3:31,1,+3:31,+3:31,LOTTO SOUDAL
DSQ,Ramon CARRETERO,Panama,STH,25,+3:53,1,+3:53,+3:53,SOUTHEAST
1,Michael MATTHEWS,Australia,OGE,25,4:32:44,2,+0,+0,ORICA GREENEDGE
2,Simon GERRANS,Australia,OGE,35,0,2,+0,+0,ORICA GREENEDGE
3,Simon CLARKE,Australia,OGE,29,0,2,+0,+0,ORICA GREENEDGE
4,Jhoan Esteban CHAVES RUBIO,Colombia,OGE,25,0,2,+0,+0,ORICA GREENEDGE
5,Roman KREUZIGER,Czech Republic,TCS,29,7,2,+7,+7,TINKOFF - SAXO
6,Alberto CONTADOR VELASCO,Spain,TCS,33,7,2,+7,+7,TINKOFF - SAXO
7,Michael ROGERS,Australia,TCS,36,7,2,+7,+7,TINKOFF - SAXO
8,Manuele BOARO,Italy,TCS,28,7,2,+7,+7,TINKOFF - SAXO
9,Ivan ROVNY,Russia,TCS,28,7,2,+7,+7,TINKOFF - SAXO
10,Paolo TIRALONGO,Italy,AST,38,13,2,+13,+13,ASTANA PRO TEAM
11,Fabio ARU,Italy,AST,25,13,2,+13,+13,ASTANA PRO TEAM
12,Diego ROSA,Italy,AST,26,13,2,+13,+13,ASTANA PRO TEAM
13,Dario CATALDO,Italy,AST,30,13,2,+13,+13,ASTANA PRO TEAM
14,Luis Leon SANCHEZ GIL,Spain,AST,32,13,2,+13,+13,ASTANA PRO TEAM
15,Mikel LANDA MEANA,Spain,AST,26,13,2,+13,+13,ASTANA PRO TEAM
16,Davide MALACARNE,Italy,AST,28,13,2,+13,+13,ASTANA PRO TEAM
17,Elia VIVIANI,Italy,SKY,26,17,2,+17,+17,TEAM SKY
18,Tom BOONEN,Belgium,EQS,35,19,2,+19,+19,ETIXX - QUICK STEP
19,Rigoberto URAN URAN,Colombia,EQS,28,19,2,+19,+19,ETIXX - QUICK STEP
20,Maxime BOUET,France,EQS,29,19,2,+19,+19,ETIXX - QUICK STEP
21,Gianni MEERSMAN,Belgium,EQS,30,19,2,+19,+19,ETIXX - QUICK STEP
22,Jon IZAGUIRRE INSAUSTI,Spain,MOV,26,21,2,+21,+21,MOVISTAR TEAM
23,Benat INTXAUSTI ELORRIAGA,Spain,MOV,29,21,2,+21,+21,MOVISTAR TEAM
24,Giovanni VISCONTI,Italy,MOV,32,21,2,+21,+21,MOVISTAR TEAM
25,Andrey AMADOR BAKKAZAKOVA,Costa Rica,MOV,29,21,2,+21,+21,MOVISTAR TEAM
26,Damiano CARUSO,Italy,BMC,28,25,2,+25,+25,BMC RACING TEAM
27,Stef CLEMENT,Netherlands,IAM,33,25,2,+25,+25,IAM CYCLING
28,Marcus BURGHARDT,Germany,BMC,32,25,2,+25,+25,BMC RACING TEAM
29,Philippe GILBERT,Belgium,BMC,33,25,2,+25,+25,BMC RACING TEAM
30,André GREIPEL,Germany,LTS,33,25,2,+25,+25,LOTTO SOUDAL
31,Amaël MOINARD,France,BMC,33,25,2,+25,+25,BMC RACING TEAM
32,Brent BOOKWALTER,United States,BMC,31,25,2,+25,+25,BMC RACING TEAM
33,Kévin REZA,France,FDJ,27,26,2,+26,+26,FDJ
34,Kenny ELISSONDE,France,FDJ,24,26,2,+26,+26,FDJ
35,Francis MOUREY,France,FDJ,35,26,2,+26,+26,FDJ
36,Alexandre GENIEZ,France,FDJ,27,26,2,+26,+26,FDJ
37,Richie PORTE,Australia,SKY,30,27,2,+27,+27,TEAM SKY
38,Alexander PORSEV,Russia,KAT,29,27,2,+27,+27,TEAM KATUSHA
39,Kanstantsin SIUTSOU,Belarus,SKY,33,27,2,+27,+27,TEAM SKY
40,Leopold KONIG,Czech Republic,SKY,28,27,2,+27,+27,TEAM SKY
41,Mikel NIEVE ITURALDE,Spain,SKY,31,27,2,+27,+27,TEAM SKY
42,Luca PAOLINI,Italy,KAT,38,27,2,+27,+27,TEAM KATUSHA
43,Vasil KIRYIENKA,Belarus,SKY,34,27,2,+27,+27,TEAM SKY
44,Yury TROFIMOV,Russia,KAT,31,27,2,+27,+27,TEAM KATUSHA
45,Sebastian HENAO GOMEZ,Colombia,SKY,22,27,2,+27,+27,TEAM SKY
46,Ilnur ZAKARIN,Russia,KAT,26,27,2,+27,+27,TEAM KATUSHA
47,Giacomo NIZZOLO,Italy,TFR,26,29,2,+29,+29,TREK FACTORY RACING
48,Jurgen VAN DEN BROECK,Belgium,LTS,32,29,2,+29,+29,LOTTO SOUDAL
49,Maxime MONFORT,Belgium,LTS,32,29,2,+29,+29,LOTTO SOUDAL
50,Fabio FELLINE,Italy,TFR,25,29,2,+29,+29,TREK FACTORY RACING
51,Moreno HOFLAND,Netherlands,TLJ,24,30,2,+30,+30,TEAM LOTTO NL - JUMBO
52,Steven KRUIJSWIJK,Netherlands,TLJ,28,36,2,+36,+36,TEAM LOTTO NL - JUMBO
53,Martijn KEIZER,Netherlands,TLJ,27,36,2,+36,+36,TEAM LOTTO NL - JUMBO
54,Nicola RUFFONI,Italy,BAR,25,37,2,+37,+37,BARDIANI CSF
55,Francesco Manuel BONGIORNO,Italy,BAR,25,37,2,+37,+37,BARDIANI CSF
56,Enrico BATTAGLIN,Italy,BAR,26,37,2,+37,+37,BARDIANI CSF
57,Igor ANTON HERNANDEZ,Spain,MOV,32,40,2,+40,+40,MOVISTAR TEAM
58,Grega BOLE,Slovenia,CCC,30,45,2,+45,+45,CCC SPRANDI POLKOWICE
59,Bartlomiej MATYSIAK,Poland,CCC,31,45,2,+45,+45,CCC SPRANDI POLKOWICE
60,Marek RUTKIEWICZ,Poland,CCC,34,45,2,+45,+45,CCC SPRANDI POLKOWICE
61,Maciej PATERSKI,Poland,CCC,29,45,2,+45,+45,CCC SPRANDI POLKOWICE
62,Carlos Alberto BETANCUR GOMEZ,Colombia,ALM,26,48,2,+48,+48,AG2R LA MONDIALE
63,Patrick GRETSCH,Germany,ALM,28,48,2,+48,+48,AG2R LA MONDIALE
64,Luka MEZGEC,Slovenia,TGA,27,49,2,+49,+49,TEAM GIANT - ALPECIN
65,Stig BROECKX,Belgium,LTS,25,50,2,+50,+50,LOTTO SOUDAL
66,Alessandro PETACCHI,Italy,STH,41,52,2,+52,+52,SOUTHEAST
67,Jonathan MONSALVE,Venezuela,STH,26,52,2,+52,+52,SOUTHEAST
68,Francesco GAVAZZI,Italy,STH,31,52,2,+52,+52,SOUTHEAST
69,Manuel BELLETTI,Italy,STH,30,52,2,+52,+52,SOUTHEAST
70,Ryder HESJEDAL,Canada,TCG,35,53,2,+53,+53,TEAM CANNONDALE - GARMIN
71,Davide FORMOLO,Italy,TCG,23,53,2,+53,+53,TEAM CANNONDALE - GARMIN
72,Tom Jelte SLAGTER,Netherlands,TCG,26,53,2,+53,+53,TEAM CANNONDALE - GARMIN
73,Andre Fernando S. Martins CARDOSO,Portugal,TCG,31,53,2,+53,+53,TEAM CANNONDALE - GARMIN
74,Fabio SILVESTRE,Portugal,TFR,25,56,2,+56,+56,TREK FACTORY RACING
75,Daniele COLLI,Italy,NIP,33,57,2,+57,+57,NIPPO - VINI FANTINI
76,Damiano CUNEGO,Italy,NIP,34,57,2,+57,+57,NIPPO - VINI FANTINI
77,Pier Paolo DE NEGRI,Italy,NIP,29,57,2,+57,+57,NIPPO - VINI FANTINI
78,Jaroslaw MARYCZ,Poland,CCC,28,+1:00,2,+1:00,+1:00,CCC SPRANDI POLKOWICE
79,Davide APPOLLONIO,Italy,AND,26,+1:03,2,+1:03,+1:03,ANDRONI GIOCATTOLI - SIDERMEC
80,Franco PELLIZOTTI,Italy,AND,37,+1:03,2,+1:03,+1:03,ANDRONI GIOCATTOLI - SIDERMEC
81,Salvatore PUCCIO,Italy,SKY,26,+1:06,2,+1:06,+1:06,TEAM SKY
82,Ivan BASSO,Italy,TCS,38,+1:12,2,+1:12,+1:12,TINKOFF - SAXO
83,Boy VAN POPPEL,Netherlands,TFR,27,+1:15,2,+1:15,+1:15,TREK FACTORY RACING
84,Tobias LUDVIGSSON,Sweden,TGA,24,+1:16,2,+1:16,+1:16,TEAM GIANT - ALPECIN
85,Tanel KANGERT,Estonia,AST,28,+1:22,2,+1:22,+1:22,ASTANA PRO TEAM
86,Chad HAGA,United States,TGA,27,+1:24,2,+1:24,+1:24,TEAM GIANT - ALPECIN
87,Gianfranco ZILIOLI,Italy,AND,25,+1:26,2,+1:26,+1:26,ANDRONI GIOCATTOLI - SIDERMEC
88,Matteo BUSATO,Italy,STH,28,+1:27,2,+1:27,+1:27,SOUTHEAST
89,Nikias ARNDT,Germany,TGA,24,+1:28,2,+1:28,+1:28,TEAM GIANT - ALPECIN
90,Jesus HERRADA LOPEZ,Spain,MOV,25,+1:30,2,+1:30,+1:30,MOVISTAR TEAM
91,Ruben FERNANDEZ,Spain,MOV,24,+1:30,2,+1:30,+1:30,MOVISTAR TEAM
92,Sébastien REICHENBACH,Switzerland,IAM,26,+1:34,2,+1:34,+1:34,IAM CYCLING
93,Darwin ATAPUMA HURTADO,Colombia,BMC,27,+1:34,2,+1:34,+1:34,BMC RACING TEAM
94,Rick ZABEL,Germany,BMC,22,+1:34,2,+1:34,+1:34,BMC RACING TEAM
95,Murilo Antonio FISCHER,Brazil,FDJ,36,+1:35,2,+1:35,+1:35,FDJ
96,Sergey LAGUTIN,Russia,KAT,34,+1:36,2,+1:36,+1:36,TEAM KATUSHA
97,Silvan DILLIER,Switzerland,BMC,25,+1:46,2,+1:46,+1:46,BMC RACING TEAM
98,Edoardo ZARDINI,Italy,BAR,26,+1:46,2,+1:46,+1:46,BARDIANI CSF
99,Enrico BARBIN,Italy,BAR,25,+1:46,2,+1:46,+1:46,BARDIANI CSF
100,Stefano PIRAZZI,Italy,BAR,28,+1:46,2,+1:46,+1:46,BARDIANI CSF
101,Sonny COLBRELLI,Italy,BAR,25,+1:46,2,+1:46,+1:46,BARDIANI CSF
102,Simon GESCHKE,Germany,TGA,29,+1:47,2,+1:47,+1:47,TEAM GIANT - ALPECIN
103,Kristof VANDEWALLE,Belgium,TFR,30,+1:50,2,+1:50,+1:50,TREK FACTORY RACING
104,Greg HENDERSON,New Zealand,LTS,39,+1:50,2,+1:50,+1:50,LOTTO SOUDAL
105,Clement CHEVRIER,France,IAM,23,+1:52,2,+1:52,+1:52,IAM CYCLING
106,Sylwester SZMYD,Poland,CCC,37,+1:54,2,+1:54,+1:54,CCC SPRANDI POLKOWICE
107,Branislau SAMOILAU,Belarus,CCC,30,+1:54,2,+1:54,+1:54,CCC SPRANDI POLKOWICE
108,Domenico POZZOVIVO,Italy,ALM,33,+1:57,2,+1:57,+1:57,AG2R LA MONDIALE
109,Alessandro BISOLTI,Italy,NIP,30,+2:06,2,+2:06,+2:06,NIPPO - VINI FANTINI
110,Jan POLANC,Slovenia,LAM,23,+2:08,2,+2:08,+2:08,LAMPRE - MERIDA
111,Przemyslaw NIEMIEC,Poland,LAM,35,+2:08,2,+2:08,+2:08,LAMPRE - MERIDA
112,Manuele MORI,Italy,LAM,35,+2:08,2,+2:08,+2:08,LAMPRE - MERIDA
113,Diego ULISSI,Italy,LAM,26,+2:08,2,+2:08,+2:08,LAMPRE - MERIDA
114,Tsgabu Gebremaryam GRMAY,Ethiopia,LAM,24,+2:08,2,+2:08,+2:08,LAMPRE - MERIDA
115,Simone STORTONI,Italy,AND,30,+2:12,2,+2:12,+2:12,ANDRONI GIOCATTOLI - SIDERMEC
116,Mauro FINETTO,Italy,STH,30,+2:13,2,+2:13,+2:13,SOUTHEAST
117,Sam BEWLEY,New Zealand,OGE,28,+2:15,2,+2:15,+2:15,ORICA GREENEDGE
118,Hubert DUPONT,France,ALM,35,+2:16,2,+2:16,+2:16,AG2R LA MONDIALE
119,Roberto FERRARI,Italy,LAM,32,+2:23,2,+2:23,+2:23,LAMPRE - MERIDA
120,Maximiliano Ariel RICHEZE,Argentina,LAM,32,+2:32,2,+2:32,+2:32,LAMPRE - MERIDA
121,Lukasz OWSIAN,Poland,CCC,25,+2:38,2,+2:38,+2:38,CCC SPRANDI POLKOWICE
122,Brett LANCASTER,Australia,OGE,36,+2:46,2,+2:46,+2:46,ORICA GREENEDGE
123,Eugenio ALAFACI,Italy,TFR,25,+2:52,2,+2:52,+2:52,TREK FACTORY RACING
124,Adam HANSEN,Australia,LTS,34,+2:57,2,+2:57,+2:57,LOTTO SOUDAL
125,Petr VAKOC,Czech Republic,EQS,23,+3:07,2,+3:07,+3:07,ETIXX - QUICK STEP
126,Fumiyuki BEPPU,Japan,TFR,32,+3:20,2,+3:20,+3:20,TREK FACTORY RACING
127,Marco BANDIERA,Italy,AND,31,+3:22,2,+3:22,+3:22,ANDRONI GIOCATTOLI - SIDERMEC
128,Pavel KOCHETKOV,Russia,KAT,29,+3:22,2,+3:22,+3:22,TEAM KATUSHA
129,Matteo TOSATTO,Italy,TCS,41,+3:26,2,+3:26,+3:26,TINKOFF - SAXO
130,Sergio Miguel MOREIRA PAULINHO,Portugal,TCS,35,+3:33,2,+3:33,+3:33,TINKOFF - SAXO
131,Sylvain CHAVANEL,France,IAM,36,+3:40,2,+3:40,+3:40,IAM CYCLING
132,Sacha MODOLO,Italy,LAM,28,+3:46,2,+3:46,+3:46,LAMPRE - MERIDA
133,Fabio SABATINI,Italy,EQS,30,+3:49,2,+3:49,+3:49,ETIXX - QUICK STEP
134,Robert WAGNER,Germany,TLJ,32,+3:51,2,+3:51,+3:51,TEAM LOTTO NL - JUMBO
135,Nick VAN DER LIJKE,Netherlands,TLJ,24,+3:51,2,+3:51,+3:51,TEAM LOTTO NL - JUMBO
136,Luca CHIRICO,Italy,BAR,23,+3:52,2,+3:52,+3:52,BARDIANI CSF
137,Caleb FAIRLY,United States,TGA,28,+4:04,2,+4:04,+4:04,TEAM GIANT - ALPECIN
138,Janier Alexis ACEVEDO COLLE,Colombia,TCG,30,+4:08,2,+4:08,+4:08,TEAM CANNONDALE - GARMIN
139,Alessandro MALAGUTI,Italy,NIP,28,+4:12,2,+4:12,+4:12,NIPPO - VINI FANTINI
140,Riccardo STACCHIOTTI,Italy,NIP,24,+4:12,2,+4:12,+4:12,NIPPO - VINI FANTINI
141,Nathan BROWN,United States,TCG,24,+4:13,2,+4:13,+4:13,TEAM CANNONDALE - GARMIN
142,Julien BERARD,France,ALM,28,+4:14,2,+4:14,+4:14,AG2R LA MONDIALE
143,Luke DURBRIDGE,Australia,OGE,24,+4:15,2,+4:15,+4:15,ORICA GREENEDGE
144,Alan MARANGONI,Italy,TCG,31,+4:25,2,+4:25,+4:25,TEAM CANNONDALE - GARMIN
145,Calvin WATSON,Australia,TFR,22,+4:27,2,+4:27,+4:27,TREK FACTORY RACING
146,Gang XU,China,LAM,31,+4:30,2,+4:30,+4:30,LAMPRE - MERIDA
147,Arnaud COURTEILLE,France,FDJ,26,+4:36,2,+4:36,+4:36,FDJ
148,Elia FAVILLI,Italy,STH,26,+4:37,2,+4:37,+4:37,SOUTHEAST
149,Sander ARMEE,Belgium,LTS,30,+4:40,2,+4:40,+4:40,LOTTO SOUDAL
150,David DE LA CRUZ MELGAREJO,Spain,EQS,26,+4:42,2,+4:42,+4:42,ETIXX - QUICK STEP
151,Pieter WEENING,Netherlands,OGE,34,+4:43,2,+4:43,+4:43,ORICA GREENEDGE
152,Louis VERVAEKE,Belgium,LTS,22,+4:49,2,+4:49,+4:49,LOTTO SOUDAL
153,Christopher JUUL JENSEN,Denmark,TCS,26,+4:50,2,+4:50,+4:50,TINKOFF - SAXO
154,Andrey ZEITS,Kazakhstan,AST,29,+4:56,2,+4:56,+4:56,ASTANA PRO TEAM
155,Anthony ROUX,France,FDJ,28,+4:59,2,+4:59,+4:59,FDJ
156,Bernhard EISEL,Austria,SKY,34,+4:59,2,+4:59,+4:59,TEAM SKY
157,Juan Jose LOBATO DEL VALLE,Spain,MOV,27,+5:04,2,+5:04,+5:04,MOVISTAR TEAM
158,Maarten TJALLINGII,Netherlands,TLJ,38,+5:09,2,+5:09,+5:09,TEAM LOTTO NL - JUMBO
159,Rick FLENS,Netherlands,TLJ,32,+5:19,2,+5:19,+5:19,TEAM LOTTO NL - JUMBO
160,Rinaldo NOCENTINI,Italy,ALM,38,+5:31,2,+5:31,+5:31,AG2R LA MONDIALE
161,Matteo MONTAGUTI,Italy,ALM,31,+5:31,2,+5:31,+5:31,AG2R LA MONDIALE
162,Hugo HOULE,Canada,ALM,25,+5:31,2,+5:31,+5:31,AG2R LA MONDIALE
163,Cédric PINEAU,France,FDJ,30,+5:33,2,+5:33,+5:33,FDJ
164,Davide VILLELLA,Italy,TCG,24,+5:36,2,+5:36,+5:36,TEAM CANNONDALE - GARMIN
165,Oscar GATTO,Italy,AND,30,+5:36,2,+5:36,+5:36,ANDRONI GIOCATTOLI - SIDERMEC
166,Giacomo BERLATO,Italy,NIP,23,+5:40,2,+5:40,+5:40,NIPPO - VINI FANTINI
167,Jérôme PINEAU,France,IAM,35,+5:41,2,+5:41,+5:41,IAM CYCLING
168,Serghei TVETCOV,Romania,AND,27,+5:46,2,+5:46,+5:46,ANDRONI GIOCATTOLI - SIDERMEC
169,Thomas DANIELSON,United States,TCG,37,+5:51,2,+5:51,+5:51,TEAM CANNONDALE - GARMIN
170,Eduard Michael GROSU,Romania,NIP,23,+5:52,2,+5:52,+5:52,NIPPO - VINI FANTINI
171,Bert DE BACKER,Belgium,TGA,31,+5:53,2,+5:53,+5:53,TEAM GIANT - ALPECIN
172,Stefan KUENG,Switzerland,BMC,22,+6:41,2,+6:41,+6:41,BMC RACING TEAM
173,Anton VOROBYEV,Russia,KAT,25,+6:43,2,+6:43,+6:43,TEAM KATUSHA
174,Iljo KEISSE,Belgium,EQS,33,+6:43,2,+6:43,+6:43,ETIXX - QUICK STEP
175,Sergei CHERNETSKI,Russia,KAT,25,+6:46,2,+6:46,+6:46,TEAM KATUSHA
176,Tom STAMSNIJDER,Netherlands,TGA,30,+7:00,2,+7:00,+7:00,TEAM GIANT - ALPECIN
177,Cheng JI,China,TGA,28,+7:06,2,+7:06,+7:06,TEAM GIANT - ALPECIN
178,Eugert ZHUPA,Albania,STH,25,+7:09,2,+7:09,+7:09,SOUTHEAST
179,Bertjan LINDEMAN,Netherlands,TLJ,26,+7:23,2,+7:23,+7:23,TEAM LOTTO NL - JUMBO
180,Marco FRAPPORTI,Italy,AND,30,+7:51,2,+7:51,+7:51,ANDRONI GIOCATTOLI - SIDERMEC
181,Lars Ytting BAK,Denmark,LTS,35,+8:11,2,+8:11,+8:11,LOTTO SOUDAL
182,Nikolay MIHAYLOV,Bulgaria,CCC,27,+8:37,2,+8:37,+8:37,CCC SPRANDI POLKOWICE
183,Axel DOMONT,France,ALM,25,+9:02,2,+9:02,+9:02,AG2R LA MONDIALE
184,Maxim BELKOV,Russia,KAT,30,+10:44,2,+10:44,+10:44,TEAM KATUSHA
185,Nicola BOEM,Italy,BAR,26,+11:57,2,+11:57,+11:57,BARDIANI CSF
186,Heinrich HAUSSLER,Australia,IAM,31,+12:06,2,+12:06,+12:06,IAM CYCLING
187,Michael HEPBURN,Australia,OGE,24,+12:39,2,+12:39,+12:39,ORICA GREENEDGE
188,Dayer Uberney QUINTANA ROJAS,Colombia,MOV,23,+13:26,2,+13:26,+13:26,MOVISTAR TEAM
189,Marco COLEDAN,Italy,TFR,27,+13:27,2,+13:27,+13:27,TREK FACTORY RACING
190,Jussi VEIKKANEN,Finland,FDJ,34,+13:29,2,+13:29,+13:29,FDJ
191,Tiziano DALL'ANTONIA,Italy,AND,32,+13:42,2,+13:42,+13:42,ANDRONI GIOCATTOLI - SIDERMEC
192,Aleksejs SARAMOTINS,Latvia,IAM,33,+14:28,2,+14:28,+14:28,IAM CYCLING
193,Roger KLUGE,Germany,IAM,29,+14:37,2,+14:37,+14:37,IAM CYCLING
194,Matteo PELUCCHI,Italy,IAM,26,+16:48,2,+16:48,+16:48,IAM CYCLING
195,Manabu ISHIBASHI,Japan,NIP,23,+21:23,2,+21:23,+21:23,NIPPO - VINI FANTINI
1,Michael MATTHEWS,Australia,OGE,25,8:06:27,3,+0.3378125,+0,ORICA GREENEDGE
2,Simon CLARKE,Australia,OGE,29,6,3,+6,+6,ORICA GREENEDGE
3,Simon GERRANS,Australia,OGE,35,10,3,+10,+10,ORICA GREENEDGE
4,Jhoan Esteban CHAVES RUBIO,Colombia,OGE,25,10,3,+10,+10,ORICA GREENEDGE
5,Roman KREUZIGER,Czech Republic,TCS,29,17,3,+17,+17,TINKOFF - SAXO
6,Alberto CONTADOR VELASCO,Spain,TCS,33,17,3,+17,+17,TINKOFF - SAXO
7,Michael ROGERS,Australia,TCS,36,17,3,+17,+17,TINKOFF - SAXO
8,Paolo TIRALONGO,Italy,AST,38,23,3,+23,+23,ASTANA PRO TEAM
9,Fabio ARU,Italy,AST,25,23,3,+23,+23,ASTANA PRO TEAM
10,Diego ROSA,Italy,AST,26,23,3,+23,+23,ASTANA PRO TEAM
11,Luis Leon SANCHEZ GIL,Spain,AST,32,23,3,+23,+23,ASTANA PRO TEAM
12,Dario CATALDO,Italy,AST,30,23,3,+23,+23,ASTANA PRO TEAM
13,Mikel LANDA MEANA,Spain,AST,26,23,3,+23,+23,ASTANA PRO TEAM
14,Philippe GILBERT,Belgium,BMC,33,25,3,+25,+25,BMC RACING TEAM
15,Rigoberto URAN URAN,Colombia,EQS,28,29,3,+29,+29,ETIXX - QUICK STEP
16,Maxime BOUET,France,EQS,29,29,3,+29,+29,ETIXX - QUICK STEP
17,Jon IZAGUIRRE INSAUSTI,Spain,MOV,26,31,3,+31,+31,MOVISTAR TEAM
18,Andrey AMADOR BAKKAZAKOVA,Costa Rica,MOV,29,31,3,+31,+31,MOVISTAR TEAM
19,Giovanni VISCONTI,Italy,MOV,32,31,3,+31,+31,MOVISTAR TEAM
20,Benat INTXAUSTI ELORRIAGA,Spain,MOV,29,31,3,+31,+31,MOVISTAR TEAM
21,Fabio FELLINE,Italy,TFR,25,33,3,+33,+33,TREK FACTORY RACING
22,Damiano CARUSO,Italy,BMC,28,35,3,+35,+35,BMC RACING TEAM
23,Stef CLEMENT,Netherlands,IAM,33,35,3,+35,+35,IAM CYCLING
24,Brent BOOKWALTER,United States,BMC,31,35,3,+35,+35,BMC RACING TEAM
25,Amaël MOINARD,France,BMC,33,35,3,+35,+35,BMC RACING TEAM
26,Alexandre GENIEZ,France,FDJ,27,36,3,+36,+36,FDJ
27,Francis MOUREY,France,FDJ,35,36,3,+36,+36,FDJ
28,Kenny ELISSONDE,France,FDJ,24,36,3,+36,+36,FDJ
29,Luca PAOLINI,Italy,KAT,38,37,3,+37,+37,TEAM KATUSHA
30,Richie PORTE,Australia,SKY,30,37,3,+37,+37,TEAM SKY
31,Kanstantsin SIUTSOU,Belarus,SKY,33,37,3,+37,+37,TEAM SKY
32,Leopold KONIG,Czech Republic,SKY,28,37,3,+37,+37,TEAM SKY
33,Mikel NIEVE ITURALDE,Spain,SKY,31,37,3,+37,+37,TEAM SKY
34,Yury TROFIMOV,Russia,KAT,31,37,3,+37,+37,TEAM KATUSHA
35,Ilnur ZAKARIN,Russia,KAT,26,37,3,+37,+37,TEAM KATUSHA
36,Jurgen VAN DEN BROECK,Belgium,LTS,32,39,3,+39,+39,LOTTO SOUDAL
37,Maxime MONFORT,Belgium,LTS,32,39,3,+39,+39,LOTTO SOUDAL
38,Steven KRUIJSWIJK,Netherlands,TLJ,28,46,3,+46,+46,TEAM LOTTO NL - JUMBO
39,Enrico BATTAGLIN,Italy,BAR,26,47,3,+47,+47,BARDIANI CSF
40,Francesco Manuel BONGIORNO,Italy,BAR,25,47,3,+47,+47,BARDIANI CSF
41,Igor ANTON HERNANDEZ,Spain,MOV,32,50,3,+50,+50,MOVISTAR TEAM
42,Grega BOLE,Slovenia,CCC,30,55,3,+55,+55,CCC SPRANDI POLKOWICE
43,Maciej PATERSKI,Poland,CCC,29,55,3,+55,+55,CCC SPRANDI POLKOWICE
44,Carlos Alberto BETANCUR GOMEZ,Colombia,ALM,26,58,3,+58,+58,AG2R LA MONDIALE
45,Jonathan MONSALVE,Venezuela,STH,26,+1:02,3,+1:02,+1:02,SOUTHEAST
46,Francesco GAVAZZI,Italy,STH,31,+1:02,3,+1:02,+1:02,SOUTHEAST
47,Davide FORMOLO,Italy,TCG,23,+1:03,3,+1:03,+1:03,TEAM CANNONDALE - GARMIN
48,Andre Fernando S. Martins CARDOSO,Portugal,TCG,31,+1:03,3,+1:03,+1:03,TEAM CANNONDALE - GARMIN
49,Ryder HESJEDAL,Canada,TCG,35,+1:03,3,+1:03,+1:03,TEAM CANNONDALE - GARMIN
50,Tom Jelte SLAGTER,Netherlands,TCG,26,+1:03,3,+1:03,+1:03,TEAM CANNONDALE - GARMIN
51,Damiano CUNEGO,Italy,NIP,34,+1:07,3,+1:07,+1:07,NIPPO - VINI FANTINI
52,Ivan BASSO,Italy,TCS,38,+1:22,3,+1:22,+1:22,TINKOFF - SAXO
53,Tanel KANGERT,Estonia,AST,28,+1:32,3,+1:32,+1:32,ASTANA PRO TEAM
54,Jesus HERRADA LOPEZ,Spain,MOV,25,+1:40,3,+1:40,+1:40,MOVISTAR TEAM
55,Darwin ATAPUMA HURTADO,Colombia,BMC,27,+1:44,3,+1:44,+1:44,BMC RACING TEAM
56,Sébastien REICHENBACH,Switzerland,IAM,26,+1:44,3,+1:44,+1:44,IAM CYCLING
57,Sergey LAGUTIN,Russia,KAT,34,+1:46,3,+1:46,+1:46,TEAM KATUSHA
58,Silvan DILLIER,Switzerland,BMC,25,+1:54,3,+1:54,+1:54,BMC RACING TEAM
59,Stefano PIRAZZI,Italy,BAR,28,+1:56,3,+1:56,+1:56,BARDIANI CSF
60,Edoardo ZARDINI,Italy,BAR,26,+1:56,3,+1:56,+1:56,BARDIANI CSF
61,Branislau SAMOILAU,Belarus,CCC,30,+2:04,3,+2:04,+2:04,CCC SPRANDI POLKOWICE
62,Jan POLANC,Slovenia,LAM,23,+2:18,3,+2:18,+2:18,LAMPRE - MERIDA
63,Przemyslaw NIEMIEC,Poland,LAM,35,+2:18,3,+2:18,+2:18,LAMPRE - MERIDA
64,Tsgabu Gebremaryam GRMAY,Ethiopia,LAM,24,+2:18,3,+2:18,+2:18,LAMPRE - MERIDA
65,Diego ULISSI,Italy,LAM,26,+2:18,3,+2:18,+2:18,LAMPRE - MERIDA
66,Simone STORTONI,Italy,AND,30,+2:22,3,+2:22,+2:22,ANDRONI GIOCATTOLI - SIDERMEC
67,Mauro FINETTO,Italy,STH,30,+2:23,3,+2:23,+2:23,SOUTHEAST
68,Adam HANSEN,Australia,LTS,34,+3:07,3,+3:07,+3:07,LOTTO SOUDAL
69,Pavel KOCHETKOV,Russia,KAT,29,+3:32,3,+3:32,+3:32,TEAM KATUSHA
70,Manuele BOARO,Italy,TCS,28,+4:25,3,+4:25,+4:25,TINKOFF - SAXO
71,Elia FAVILLI,Italy,STH,26,+4:47,3,+4:47,+4:47,SOUTHEAST
