Rank,Name,Country,Stage,Gap,Team
1,Marcel KITTEL,Germany,1,+0,TEAM GIANT-SHIMANO
2,Peter SAGAN,Slovakia,1,+0,CANNONDALE
3,Ramunas NAVARDAUSKAS,Lithuania,1,+0,GARMIN
4,Bryan COQUARD,France,1,+0,TEAM EUROPCAR
5,Michael ROGERS,Australia,1,+0,TINKOFF - SAXO
6,Christopher FROOME,Great Britain,1,+0,TEAM SKY
7,Alexander KRISTOFF,Norway,1,+0,TEAM KATUSHA
8,Sep VANMARCKE,Belgium,1,+0,BELKIN
9,Jose Joaquin ROJAS GIL,Spain,1,+0,MOVISTAR TEAM
10,Michael ALBASINI,Switzerland,1,+0,ORICA GREENEDGE
11,Fabian CANCELLARA,Switzerland,1,+0,TREK FACTORY RACING
12,Paul VOSS,Germany,1,+0,TEAM NETAPP - ENDURA
13,Greg VAN AVERMAET,Belgium,1,+0,BMC RACING TEAM
14,Martin ELMIGER,Switzerland,1,+0,IAM CYCLING
15,Samuel DUMOULIN,France,1,+0,AG2R LA MONDIALE
16,Simon CLARKE,Australia,1,+0,ORICA GREENEDGE
17,Geraint THOMAS,Great Britain,1,+0,TEAM SKY
18,André GREIPEL,Germany,1,+0,LOTTO
19,Koen DE KORT,Netherlands,1,+0,TEAM GIANT-SHIMANO
20,Jurgen VAN DEN BROECK,Belgium,1,+0,LOTTO
21,Bauke MOLLEMA,Netherlands,1,+0,BELKIN
22,Alberto CONTADOR VELASCO,Spain,1,+0,TINKOFF - SAXO
23,Tiago MACHADO,Portugal,1,+0,TEAM NETAPP - ENDURA
24,Alejandro VALVERDE BELMONTE,Spain,1,+0,MOVISTAR TEAM
25,Janier Alexis ACEVEDO COLLE,Colombia,1,+0,GARMIN
26,Leopold KONIG,Czech Republic,1,+0,TEAM NETAPP - ENDURA
27,Sylvain CHAVANEL,France,1,+0,IAM CYCLING
28,Richie PORTE,Australia,1,+0,TEAM SKY
29,Jakob FUGLSANG,Denmark,1,+0,ASTANA PRO TEAM
30,Anthony DELAPLACE,France,1,+0,BRETAGNE-SECHE ENVIRONNEMENT
31,Rui Alberto FARIA DA COSTA,Portugal,1,+0,LAMPRE - MERIDA
32,Tejay VAN GARDEREN,United States,1,+0,BMC RACING TEAM
33,Haimar ZUBELDIA AGIRRE,Spain,1,+0,TREK FACTORY RACING
34,Vincenzo NIBALI,Italy,1,+0,ASTANA PRO TEAM
35,Jean-Christophe PERAUD,France,1,+0,AG2R LA MONDIALE
36,Romain BARDET,France,1,+0,AG2R LA MONDIALE
37,Armindo FONSECA,France,1,+0,BRETAGNE-SECHE ENVIRONNEMENT
38,Tanel KANGERT,Estonia,1,+0,ASTANA PRO TEAM
39,Steven KRUIJSWIJK,Netherlands,1,+0,BELKIN
40,Bram TANKINK,Netherlands,1,+0,BELKIN
41,Thibaut PINOT,France,1,+0,FDJ
42,Arthur VICHOT,France,1,+0,FDJ
43,Tom Jelte SLAGTER,Netherlands,1,+0,GARMIN
44,Andy SCHLECK,Luxembourg,1,+0,TREK FACTORY RACING
45,Peter VELITS,Slovakia,1,+0,BMC RACING TEAM
46,Nicolas ROCHE,Ireland,1,+0,TINKOFF - SAXO
47,Mikel NIEVE ITURALDE,Spain,1,+0,TEAM SKY
48,Jan BARTA,Czech Republic,1,+0,TEAM NETAPP - ENDURA
49,Jon IZAGUIRRE INSAUSTI,Spain,1,+0,MOVISTAR TEAM
50,Jérôme PINEAU,France,1,+0,IAM CYCLING
51,Danny VAN POPPEL,Netherlands,1,+0,TREK FACTORY RACING
52,Bartosz HUZARSKI,Poland,1,+0,TEAM NETAPP - ENDURA
53,Romain FEILLU,France,1,+0,BRETAGNE-SECHE ENVIRONNEMENT
54,Mathias FRANK,Switzerland,1,+0,IAM CYCLING
55,Brice FEILLU,France,1,+0,BRETAGNE-SECHE ENVIRONNEMENT
56,Jack BAUER,New Zealand,1,+0,GARMIN
57,Pierre ROLLAND,France,1,+0,TEAM EUROPCAR
58,Laurens TEN DAM,Netherlands,1,+0,BELKIN
59,Frank SCHLECK,Luxembourg,1,+0,TREK FACTORY RACING
60,Arnaud DEMARE,France,1,+0,FDJ
61,Simon YATES,Great Britain,1,+0,ORICA GREENEDGE
62,Lieuwe WESTRA,Netherlands,1,+0,ASTANA PRO TEAM
63,Nelson Filipe SANTOS SIMOES OLIVEIRA,Portugal,1,+0,LAMPRE - MERIDA
64,Christopher HORNER,United States,1,+0,LAMPRE - MERIDA
65,Cyril GAUTIER,France,1,+0,TEAM EUROPCAR
66,Michele SCARPONI,Italy,1,+0,ASTANA PRO TEAM
67,Darwin ATAPUMA HURTADO,Colombia,1,+0,BMC RACING TEAM
68,Ben GASTAUER,Luxembourg,1,+0,AG2R LA MONDIALE
69,Peter STETINA,United States,1,+0,BMC RACING TEAM
70,Grégory RAST,Switzerland,1,+0,TREK FACTORY RACING
71,Egor SILIN,Russia,1,+0,TEAM KATUSHA
72,Jose Rodolfo SERPA PEREZ,Colombia,1,+0,LAMPRE - MERIDA
73,Jesus HERRADA LOPEZ,Spain,1,+0,MOVISTAR TEAM
74,Markel IRIZAR ARANBURU,Spain,1,+0,TREK FACTORY RACING
75,Alexander PORSEV,Russia,1,+0,TEAM KATUSHA
76,Thomas VOECKLER,France,1,+0,TEAM EUROPCAR
77,Sébastien REICHENBACH,Switzerland,1,+0,IAM CYCLING
78,Yury TROFIMOV,Russia,1,+0,TEAM KATUSHA
79,Biel KADRI,France,1,+0,AG2R LA MONDIALE
80,Andriy GRIVKO,Ukraine,1,+0,ASTANA PRO TEAM
81,Amaël MOINARD,France,1,+0,BMC RACING TEAM
82,David LOPEZ GARCIA,Spain,1,+0,TEAM SKY
83,Matthew BUSCHE,United States,1,+0,TREK FACTORY RACING
84,Fabio SABATINI,Italy,1,+0,CANNONDALE
85,Tom DUMOULIN,Netherlands,1,+0,TEAM GIANT-SHIMANO
86,Rudy MOLARD,France,1,+0,"COFIDIS, SOLUTIONS CREDITS"
87,Rein TAARAMAE,Estonia,1,+0,"COFIDIS, SOLUTIONS CREDITS"
88,Tony MARTIN,Germany,1,+0,OMEGA PHARMA - QUICK-STEP
89,Daniel NAVARRO GARCIA,Spain,1,+0,"COFIDIS, SOLUTIONS CREDITS"
90,Yukiya ARASHIRO,Japan,1,+0,TEAM EUROPCAR
91,Jurgen ROELANDTS,Belgium,1,+0,LOTTO
92,John DEGENKOLB,Germany,1,+0,TEAM GIANT-SHIMANO
93,Maarten WYNANTS,Belgium,1,+0,BELKIN
94,Arnold JEANNESSON,France,1,+0,FDJ
95,Roy CURVERS,Netherlands,1,+0,TEAM GIANT-SHIMANO
96,Benjamin KING,United States,1,+0,GARMIN
97,Alexandre PICHOT,France,1,+0,TEAM EUROPCAR
98,Jean-Marc BIDEAU,France,1,+0,BRETAGNE-SECHE ENVIRONNEMENT
99,Luis Angel MATE MARDONES,Spain,1,+0,"COFIDIS, SOLUTIONS CREDITS"
100,Jérémy ROY,France,1,+0,FDJ
101,Egoitz GARCIA ECHEGUIBEL,Spain,1,+0,"COFIDIS, SOLUTIONS CREDITS"
102,Maxim IGLINSKY,Kazakhstan,1,+0,ASTANA PRO TEAM
103,John GADRET,France,1,+0,MOVISTAR TEAM
104,Vasil KIRYIENKA,Belarus,1,+0,TEAM SKY
105,Yohann GENE,France,1,+0,TEAM EUROPCAR
106,Michael SCHÄR,Switzerland,1,+0,BMC RACING TEAM
107,Bernhard EISEL,Austria,1,+0,TEAM SKY
108,Dmitriy GRUZDEV,Kazakhstan,1,+0,ASTANA PRO TEAM
109,Bart DE CLERCQ,Belgium,1,+0,LOTTO
110,Florian GUILLOU,France,1,+0,BRETAGNE-SECHE ENVIRONNEMENT
111,Jan BAKELANTS,Belgium,1,+0,OMEGA PHARMA - QUICK-STEP
112,Luca PAOLINI,Italy,1,+0,TEAM KATUSHA
113,Tony GALLOPIN,France,1,+0,LOTTO
114,Marcel SIEBERG,Germany,1,+0,LOTTO
115,Maciej BODNAR,Poland,1,+0,CANNONDALE
116,Nicolas EDET,France,1,+0,"COFIDIS, SOLUTIONS CREDITS"
117,Dries DEVENYNS,Belgium,1,+0,TEAM GIANT-SHIMANO
118,Reto HOLLENSTEIN,Switzerland,1,+0,IAM CYCLING
119,Cédric PINEAU,France,1,+0,FDJ
120,William BONNET,France,1,+0,FDJ
121,Marco MARCATO,Italy,1,+0,CANNONDALE
122,Alessandro VANOTTI,Italy,1,+0,ASTANA PRO TEAM
123,Matteo MONTAGUTI,Italy,1,+0,AG2R LA MONDIALE
124,Mark RENSHAW,Australia,1,+0,OMEGA PHARMA - QUICK-STEP
125,Rafael VALLS FERRI,Spain,1,+0,LAMPRE - MERIDA
126,Imanol ERVITI,Spain,1,+0,MOVISTAR TEAM
127,Ruben PLAZA MOLINA,Spain,1,+0,MOVISTAR TEAM
128,Jens VOIGT,Germany,1,+0,TREK FACTORY RACING
129,Xabier ZANDIO ECHAIDE,Spain,1,+0,TEAM SKY
130,Kristijan DURASEK,Croatia,1,+0,LAMPRE - MERIDA
131,Simon SPILAK,Slovenia,1,+0,TEAM KATUSHA
132,Alex HOWES,United States,1,+0,GARMIN
133,Benat INTXAUSTI ELORRIAGA,Spain,1,+0,MOVISTAR TEAM
134,Giovanni VISCONTI,Italy,1,+0,MOVISTAR TEAM
135,Kristijan KOREN,Slovenia,1,+0,CANNONDALE
136,Sergio Miguel MOREIRA PAULINHO,Portugal,1,+0,TINKOFF - SAXO
137,Matthieu LADAGNOUS,France,1,+0,FDJ
138,Arnaud GERARD,France,1,+0,BRETAGNE-SECHE ENVIRONNEMENT
139,José Joao PIMENTA COSTA MENDES,Portugal,1,+0,TEAM NETAPP - ENDURA
140,Mickael DELAGE,France,1,+0,FDJ
141,Christian MEIER,Canada,1,+0,ORICA GREENEDGE
142,Daniele BENNATI,Italy,1,+0,TINKOFF - SAXO
143,Florian VACHON,France,1,+0,BRETAGNE-SECHE ENVIRONNEMENT
144,Benoit JARRIER,France,1,+0,BRETAGNE-SECHE ENVIRONNEMENT
145,Stef CLEMENT,Netherlands,1,+0,BELKIN
146,Daniel OSS,Italy,1,+0,BMC RACING TEAM
147,Heinrich HAUSSLER,Australia,1,+0,IAM CYCLING
148,Andreas SCHILLINGER,Germany,1,+0,TEAM NETAPP - ENDURA
149,Perrig QUEMENEUR,France,1,+0,TEAM EUROPCAR
150,Marcel WYSS,Switzerland,1,+0,IAM CYCLING
151,Christophe RIBLON,France,1,+0,AG2R LA MONDIALE
152,Mikael CHEREL,France,1,+0,AG2R LA MONDIALE
153,Sébastien MINARD,France,1,+0,AG2R LA MONDIALE
154,Mathew HAYMAN,Australia,1,+0,ORICA GREENEDGE
155,Jesus HERNANDEZ BLAZQUEZ,Spain,1,+0,TINKOFF - SAXO
156,Matteo TOSATTO,Italy,1,+0,TINKOFF - SAXO
157,Thomas LEEZER,Netherlands,1,+0,BELKIN
158,Cyril LEMOINE,France,1,+0,"COFIDIS, SOLUTIONS CREDITS"
159,Joaquin RODRIGUEZ OLIVER,Spain,1,+0,TEAM KATUSHA
160,Jean Marc MARINO,France,1,+0,CANNONDALE
161,Michal GOLAS,Poland,1,+0,OMEGA PHARMA - QUICK-STEP
162,Sebastian LANGEVELD,Netherlands,1,+0,GARMIN
163,Svein TUFT,Canada,1,+0,ORICA GREENEDGE
164,Luke DURBRIDGE,Australia,1,+0,ORICA GREENEDGE
165,Jens KEUKELEIRE,Belgium,1,+0,ORICA GREENEDGE
166,Simon GERRANS,Australia,1,+0,ORICA GREENEDGE
167,Julien SIMON,France,1,+0,"COFIDIS, SOLUTIONS CREDITS"
168,Michal KWIATKOWSKI,Poland,1,+0,OMEGA PHARMA - QUICK-STEP
169,Kévin REZA,France,1,+0,TEAM EUROPCAR
170,Matteo TRENTIN,Italy,1,+0,OMEGA PHARMA - QUICK-STEP
171,Johan VAN SUMMEREN,Belgium,1,+0,GARMIN
172,Mark CAVENDISH,Great Britain,1,+0,OMEGA PHARMA - QUICK-STEP
173,Andrew TALANSKY,United States,1,+0,GARMIN
174,Lars BOOM,Netherlands,1,+20,BELKIN
175,Lars Ytting BAK,Denmark,1,+1:28,LOTTO
176,Danny PATE,United States,1,+1:30,TEAM SKY
177,Gatis SMUKULIS,Latvia,1,+1:30,TEAM KATUSHA
178,Rafal MAJKA,Poland,1,+1:30,TINKOFF - SAXO
179,Zakkari DEMPSTER,Australia,1,+1:30,TEAM NETAPP - ENDURA
180,Albert TIMMER,Netherlands,1,+1:50,TEAM GIANT-SHIMANO
181,Tom VEELERS,Netherlands,1,+1:50,TEAM GIANT-SHIMANO
182,Marcus BURGHARDT,Germany,1,+1:54,BMC RACING TEAM
183,Elia VIVIANI,Italy,1,+2:05,CANNONDALE
184,Alessandro DE MARCHI,Italy,1,+2:05,CANNONDALE
185,Michael MORKOV,Denmark,1,+2:15,TINKOFF - SAXO
186,Niki TERPSTRA,Netherlands,1,+2:22,OMEGA PHARMA - QUICK-STEP
187,Adrien PETIT,France,1,+2:25,"COFIDIS, SOLUTIONS CREDITS"
188,Adam HANSEN,Australia,1,+2:29,LOTTO
189,Greg HENDERSON,New Zealand,1,+2:29,LOTTO
190,Edward KING,United States,1,+2:29,CANNONDALE
191,Roger KLUGE,Germany,1,+2:39,IAM CYCLING
192,David DE LA CRUZ MELGAREJO,Spain,1,+3:11,TEAM NETAPP - ENDURA
193,Cheng JI,China,1,+3:37,TEAM GIANT-SHIMANO
194,Vladimir ISAICHEV,Russia,1,+3:47,TEAM KATUSHA
195,Davide CIMOLAI,Italy,1,+8:52,LAMPRE - MERIDA
196,Sacha MODOLO,Italy,1,+8:52,LAMPRE - MERIDA
197,Maximiliano Ariel RICHEZE,Argentina,1,+14:09,LAMPRE - MERIDA
198,Alessandro PETACCHI,Italy,1,+14:09,OMEGA PHARMA - QUICK-STEP
1,Vincenzo NIBALI,Italy,2,+0,ASTANA PRO TEAM
2,Peter SAGAN,Slovakia,2,+2,CANNONDALE
3,Greg VAN AVERMAET,Belgium,2,+2,BMC RACING TEAM
4,Michael ALBASINI,Switzerland,2,+2,ORICA GREENEDGE
5,Christopher FROOME,Great Britain,2,+2,TEAM SKY
6,Bauke MOLLEMA,Netherlands,2,+2,BELKIN
7,Jurgen VAN DEN BROECK,Belgium,2,+2,LOTTO
8,Alberto CONTADOR VELASCO,Spain,2,+2,TINKOFF - SAXO
9,Tejay VAN GARDEREN,United States,2,+2,BMC RACING TEAM
10,Jakob FUGLSANG,Denmark,2,+2,ASTANA PRO TEAM
11,Alejandro VALVERDE BELMONTE,Spain,2,+2,MOVISTAR TEAM
12,Tiago MACHADO,Portugal,2,+2,TEAM NETAPP - ENDURA
13,Rui Alberto FARIA DA COSTA,Portugal,2,+2,LAMPRE - MERIDA
14,Romain BARDET,France,2,+2,AG2R LA MONDIALE
15,Haimar ZUBELDIA AGIRRE,Spain,2,+2,TREK FACTORY RACING
16,Richie PORTE,Australia,2,+2,TEAM SKY
17,Jean-Christophe PERAUD,France,2,+2,AG2R LA MONDIALE
18,Mikel NIEVE ITURALDE,Spain,2,+2,TEAM SKY
19,Tony GALLOPIN,France,2,+2,LOTTO
20,Michal KWIATKOWSKI,Poland,2,+2,OMEGA PHARMA - QUICK-STEP
21,Andrew TALANSKY,United States,2,+2,GARMIN
22,Geraint THOMAS,Great Britain,2,+16,TEAM SKY
23,Leopold KONIG,Czech Republic,2,+16,TEAM NETAPP - ENDURA
24,Thibaut PINOT,France,2,+16,FDJ
25,Tanel KANGERT,Estonia,2,+16,ASTANA PRO TEAM
26,Nicolas ROCHE,Ireland,2,+16,TINKOFF - SAXO
27,Mathias FRANK,Switzerland,2,+16,IAM CYCLING
28,Pierre ROLLAND,France,2,+16,TEAM EUROPCAR
29,Frank SCHLECK,Luxembourg,2,+16,TREK FACTORY RACING
30,Christopher HORNER,United States,2,+16,LAMPRE - MERIDA
31,Laurens TEN DAM,Netherlands,2,+16,BELKIN
32,Darwin ATAPUMA HURTADO,Colombia,2,+16,BMC RACING TEAM
33,Yury TROFIMOV,Russia,2,+16,TEAM KATUSHA
34,Tom DUMOULIN,Netherlands,2,+16,TEAM GIANT-SHIMANO
35,Sébastien REICHENBACH,Switzerland,2,+16,IAM CYCLING
36,Fabian CANCELLARA,Switzerland,2,+35,TREK FACTORY RACING
37,Alexander KRISTOFF,Norway,2,+35,TEAM KATUSHA
38,Martin ELMIGER,Switzerland,2,+35,IAM CYCLING
39,Paul VOSS,Germany,2,+35,TEAM NETAPP - ENDURA
40,Arthur VICHOT,France,2,+35,FDJ
41,Peter VELITS,Slovakia,2,+35,BMC RACING TEAM
42,Cyril GAUTIER,France,2,+35,TEAM EUROPCAR
43,Michele SCARPONI,Italy,2,+35,ASTANA PRO TEAM
44,Egor SILIN,Russia,2,+35,TEAM KATUSHA
45,Rudy MOLARD,France,2,+35,"COFIDIS, SOLUTIONS CREDITS"
46,Daniel NAVARRO GARCIA,Spain,2,+35,"COFIDIS, SOLUTIONS CREDITS"
47,Jan BAKELANTS,Belgium,2,+35,OMEGA PHARMA - QUICK-STEP
48,Marco MARCATO,Italy,2,+35,CANNONDALE
49,Marcel WYSS,Switzerland,2,+56,IAM CYCLING
50,Bram TANKINK,Netherlands,2,+1:19,BELKIN
51,Andy SCHLECK,Luxembourg,2,+1:19,TREK FACTORY RACING
52,Brice FEILLU,France,2,+1:19,BRETAGNE-SECHE ENVIRONNEMENT
53,Kristijan DURASEK,Croatia,2,+1:19,LAMPRE - MERIDA
54,Daniel OSS,Italy,2,+1:19,BMC RACING TEAM
55,Janier Alexis ACEVEDO COLLE,Colombia,2,+1:45,GARMIN
56,Anthony DELAPLACE,France,2,+1:45,BRETAGNE-SECHE ENVIRONNEMENT
57,Steven KRUIJSWIJK,Netherlands,2,+1:45,BELKIN
58,Tom Jelte SLAGTER,Netherlands,2,+1:45,GARMIN
59,Jesus HERRADA LOPEZ,Spain,2,+1:45,MOVISTAR TEAM
60,Simon GERRANS,Australia,2,+1:45,ORICA GREENEDGE
61,Alessandro DE MARCHI,Italy,2,+2:21,CANNONDALE
62,Michael ROGERS,Australia,2,+2:34,TINKOFF - SAXO
63,Simon CLARKE,Australia,2,+2:42,ORICA GREENEDGE
64,Bartosz HUZARSKI,Poland,2,+2:42,TEAM NETAPP - ENDURA
65,Fabio SABATINI,Italy,2,+2:42,CANNONDALE
66,Andriy GRIVKO,Ukraine,2,+3:40,ASTANA PRO TEAM
67,Jens KEUKELEIRE,Belgium,2,+3:40,ORICA GREENEDGE
68,Simon YATES,Great Britain,2,+4:34,ORICA GREENEDGE
69,David LOPEZ GARCIA,Spain,2,+4:34,TEAM SKY
70,Simon SPILAK,Slovenia,2,+4:34,TEAM KATUSHA
71,Ben GASTAUER,Luxembourg,2,+5:46,AG2R LA MONDIALE
72,Arnold JEANNESSON,France,2,+5:46,FDJ
73,Peter STETINA,United States,2,+6:34,BMC RACING TEAM
74,Rafael VALLS FERRI,Spain,2,+6:34,LAMPRE - MERIDA
75,Yukiya ARASHIRO,Japan,2,+7:05,TEAM EUROPCAR
76,Sylvain CHAVANEL,France,2,+8:40,IAM CYCLING
77,Egoitz GARCIA ECHEGUIBEL,Spain,2,+8:40,"COFIDIS, SOLUTIONS CREDITS"
78,Jose Joaquin ROJAS GIL,Spain,2,+10:31,MOVISTAR TEAM
79,Samuel DUMOULIN,France,2,+10:31,AG2R LA MONDIALE
80,Jan BARTA,Czech Republic,2,+10:31,TEAM NETAPP - ENDURA
81,Jérôme PINEAU,France,2,+10:31,IAM CYCLING
82,Lieuwe WESTRA,Netherlands,2,+10:31,ASTANA PRO TEAM
83,Nelson Filipe SANTOS SIMOES OLIVEIRA,Portugal,2,+10:31,LAMPRE - MERIDA
84,Jurgen ROELANDTS,Belgium,2,+10:31,LOTTO
85,Jose Rodolfo SERPA PEREZ,Colombia,2,+10:31,LAMPRE - MERIDA
86,Grégory RAST,Switzerland,2,+10:31,TREK FACTORY RACING
87,Tony MARTIN,Germany,2,+10:31,OMEGA PHARMA - QUICK-STEP
88,Thomas VOECKLER,France,2,+10:31,TEAM EUROPCAR
89,Jean-Marc BIDEAU,France,2,+10:31,BRETAGNE-SECHE ENVIRONNEMENT
90,Benjamin KING,United States,2,+10:31,GARMIN
91,Amaël MOINARD,France,2,+10:31,BMC RACING TEAM
92,John DEGENKOLB,Germany,2,+10:31,TEAM GIANT-SHIMANO
93,Michael SCHÄR,Switzerland,2,+10:31,BMC RACING TEAM
94,Jérémy ROY,France,2,+10:31,FDJ
95,Ruben PLAZA MOLINA,Spain,2,+10:31,MOVISTAR TEAM
96,Imanol ERVITI,Spain,2,+10:31,MOVISTAR TEAM
97,Nicolas EDET,France,2,+10:31,"COFIDIS, SOLUTIONS CREDITS"
98,John GADRET,France,2,+10:31,MOVISTAR TEAM
99,Kristijan KOREN,Slovenia,2,+10:31,CANNONDALE
100,Giovanni VISCONTI,Italy,2,+10:31,MOVISTAR TEAM
101,Stef CLEMENT,Netherlands,2,+10:31,BELKIN
102,Benat INTXAUSTI ELORRIAGA,Spain,2,+10:31,MOVISTAR TEAM
103,Heinrich HAUSSLER,Australia,2,+10:31,IAM CYCLING
104,Michal GOLAS,Poland,2,+10:31,OMEGA PHARMA - QUICK-STEP
105,Matteo TRENTIN,Italy,2,+10:31,OMEGA PHARMA - QUICK-STEP
106,Julien SIMON,France,2,+10:31,"COFIDIS, SOLUTIONS CREDITS"
107,Kévin REZA,France,2,+10:31,TEAM EUROPCAR
108,Luis Angel MATE MARDONES,Spain,2,+12:03,"COFIDIS, SOLUTIONS CREDITS"
109,Marcus BURGHARDT,Germany,2,+12:25,BMC RACING TEAM
110,Adam HANSEN,Australia,2,+13:00,LOTTO
111,Bryan COQUARD,France,2,+14:48,TEAM EUROPCAR
112,Koen DE KORT,Netherlands,2,+14:48,TEAM GIANT-SHIMANO
113,Jon IZAGUIRRE INSAUSTI,Spain,2,+14:48,MOVISTAR TEAM
114,Markel IRIZAR ARANBURU,Spain,2,+14:48,TREK FACTORY RACING
115,Biel KADRI,France,2,+14:48,AG2R LA MONDIALE
116,Matthew BUSCHE,United States,2,+14:48,TREK FACTORY RACING
117,Alexandre PICHOT,France,2,+14:48,TEAM EUROPCAR
118,Maarten WYNANTS,Belgium,2,+14:48,BELKIN
119,Maxim IGLINSKY,Kazakhstan,2,+14:48,ASTANA PRO TEAM
120,Bart DE CLERCQ,Belgium,2,+14:48,LOTTO
121,Roy CURVERS,Netherlands,2,+14:48,TEAM GIANT-SHIMANO
122,Matteo MONTAGUTI,Italy,2,+14:48,AG2R LA MONDIALE
123,Vasil KIRYIENKA,Belarus,2,+14:48,TEAM SKY
124,Dmitriy GRUZDEV,Kazakhstan,2,+14:48,ASTANA PRO TEAM
125,Yohann GENE,France,2,+14:48,TEAM EUROPCAR
126,Florian GUILLOU,France,2,+14:48,BRETAGNE-SECHE ENVIRONNEMENT
127,Jens VOIGT,Germany,2,+14:48,TREK FACTORY RACING
128,Reto HOLLENSTEIN,Switzerland,2,+14:48,IAM CYCLING
129,Luca PAOLINI,Italy,2,+14:48,TEAM KATUSHA
130,Alex HOWES,United States,2,+14:48,GARMIN
131,Perrig QUEMENEUR,France,2,+14:48,TEAM EUROPCAR
132,Sébastien MINARD,France,2,+14:48,AG2R LA MONDIALE
133,Florian VACHON,France,2,+14:48,BRETAGNE-SECHE ENVIRONNEMENT
134,Sergio Miguel MOREIRA PAULINHO,Portugal,2,+14:48,TINKOFF - SAXO
135,Christophe RIBLON,France,2,+14:48,AG2R LA MONDIALE
136,Joaquin RODRIGUEZ OLIVER,Spain,2,+14:48,TEAM KATUSHA
137,Sebastian LANGEVELD,Netherlands,2,+14:48,GARMIN
138,Mikael CHEREL,France,2,+14:48,AG2R LA MONDIALE
139,Cyril LEMOINE,France,2,+14:48,"COFIDIS, SOLUTIONS CREDITS"
140,Johan VAN SUMMEREN,Belgium,2,+14:48,GARMIN
141,Lars BOOM,Netherlands,2,+15:08,BELKIN
142,Sep VANMARCKE,Belgium,2,+15:39,BELKIN
143,Rein TAARAMAE,Estonia,2,+15:39,"COFIDIS, SOLUTIONS CREDITS"
144,Maciej BODNAR,Poland,2,+15:39,CANNONDALE
145,Alessandro VANOTTI,Italy,2,+15:39,ASTANA PRO TEAM
146,Christian MEIER,Canada,2,+15:39,ORICA GREENEDGE
147,Xabier ZANDIO ECHAIDE,Spain,2,+15:39,TEAM SKY
148,Arnaud GERARD,France,2,+15:39,BRETAGNE-SECHE ENVIRONNEMENT
149,Matthieu LADAGNOUS,France,2,+15:39,FDJ
150,Daniele BENNATI,Italy,2,+15:39,TINKOFF - SAXO
151,Svein TUFT,Canada,2,+15:39,ORICA GREENEDGE
152,Mathew HAYMAN,Australia,2,+15:39,ORICA GREENEDGE
153,Thomas LEEZER,Netherlands,2,+15:39,BELKIN
154,Jesus HERNANDEZ BLAZQUEZ,Spain,2,+15:39,TINKOFF - SAXO
155,Matteo TOSATTO,Italy,2,+15:39,TINKOFF - SAXO
156,Luke DURBRIDGE,Australia,2,+15:39,ORICA GREENEDGE
157,Lars Ytting BAK,Denmark,2,+16:16,LOTTO
158,Gatis SMUKULIS,Latvia,2,+17:09,TEAM KATUSHA
159,Zakkari DEMPSTER,Australia,2,+17:09,TEAM NETAPP - ENDURA
160,Rafal MAJKA,Poland,2,+17:09,TINKOFF - SAXO
161,Edward KING,United States,2,+17:17,CANNONDALE
162,Michael MORKOV,Denmark,2,+17:54,TINKOFF - SAXO
163,David DE LA CRUZ MELGAREJO,Spain,2,+18:50,TEAM NETAPP - ENDURA
164,Marcel KITTEL,Germany,2,+19:50,TEAM GIANT-SHIMANO
165,Ramunas NAVARDAUSKAS,Lithuania,2,+19:50,GARMIN
166,André GREIPEL,Germany,2,+19:50,LOTTO
167,Danny VAN POPPEL,Netherlands,2,+19:50,TREK FACTORY RACING
168,Armindo FONSECA,France,2,+19:50,BRETAGNE-SECHE ENVIRONNEMENT
169,Romain FEILLU,France,2,+19:50,BRETAGNE-SECHE ENVIRONNEMENT
170,Jack BAUER,New Zealand,2,+19:50,GARMIN
171,Arnaud DEMARE,France,2,+19:50,FDJ
172,Alexander PORSEV,Russia,2,+19:50,TEAM KATUSHA
173,Marcel SIEBERG,Germany,2,+19:50,LOTTO
174,William BONNET,France,2,+19:50,FDJ
175,Cédric PINEAU,France,2,+19:50,FDJ
176,Mark RENSHAW,Australia,2,+19:50,OMEGA PHARMA - QUICK-STEP
177,Bernhard EISEL,Austria,2,+19:50,TEAM SKY
178,Dries DEVENYNS,Belgium,2,+19:50,TEAM GIANT-SHIMANO
179,José Joao PIMENTA COSTA MENDES,Portugal,2,+19:50,TEAM NETAPP - ENDURA
180,Andreas SCHILLINGER,Germany,2,+19:50,TEAM NETAPP - ENDURA
181,Mickael DELAGE,France,2,+19:50,FDJ
182,Benoit JARRIER,France,2,+19:50,BRETAGNE-SECHE ENVIRONNEMENT
183,Jean Marc MARINO,France,2,+19:50,CANNONDALE
184,Niki TERPSTRA,Netherlands,2,+20:55,OMEGA PHARMA - QUICK-STEP
185,Danny PATE,United States,2,+21:20,TEAM SKY
186,Albert TIMMER,Netherlands,2,+21:40,TEAM GIANT-SHIMANO
187,Tom VEELERS,Netherlands,2,+21:40,TEAM GIANT-SHIMANO
188,Elia VIVIANI,Italy,2,+21:55,CANNONDALE
189,Adrien PETIT,France,2,+22:15,"COFIDIS, SOLUTIONS CREDITS"
190,Greg HENDERSON,New Zealand,2,+22:19,LOTTO
191,Roger KLUGE,Germany,2,+22:29,IAM CYCLING
192,Cheng JI,China,2,+23:27,TEAM GIANT-SHIMANO
193,Vladimir ISAICHEV,Russia,2,+23:37,TEAM KATUSHA
194,Davide CIMOLAI,Italy,2,+28:42,LAMPRE - MERIDA
