Rank,Name,Country,Stage,Gap,Team
159,Nicola RUFFONI,Italy,5,+15:54,BARDIANI CSF
160,Nacer BOUHANNI,France,5,+15:59,FDJ
161,Roberto FERRARI,Italy,5,+16:07,LAMPRE - MERIDA
162,Nicola BOEM,Italy,5,+16:08,BARDIANI CSF
163,Edwin Alcibiades AVILA VANEGAS,Colombia,5,+16:10,COLOMBIA
164,Bert DE BACKER,Belgium,5,+16:10,TEAM GIANT-SHIMANO
165,Christopher SUTTON,Australia,5,+16:10,TEAM SKY
166,Evgeny PETROV,Russia,5,+16:11,TINKOFF - SAXO
167,Eugenio ALAFACI,Italy,5,+16:16,TREK FACTORY RACING
168,Tony HUREL,France,5,+16:35,TEAM EUROPCAR
169,Luka MEZGEC,Slovenia,5,+16:36,TEAM GIANT-SHIMANO
170,Andrea FEDI,Italy,5,+16:38,NERI SOTTOLI
171,Svein TUFT,Canada,5,+16:45,ORICA GREENEDGE
172,Iljo KEISSE,Belgium,5,+16:48,OMEGA PHARMA - QUICK-STEP
173,Marco BANDIERA,Italy,5,+16:49,ANDRONI GIOCATTOLI - SIDERMEC
174,Emanuele SELLA,Italy,5,+16:50,ANDRONI GIOCATTOLI - SIDERMEC
175,Marc GOOS,Netherlands,5,+16:53,BELKIN
176,Manuele MORI,Italy,5,+17:05,LAMPRE - MERIDA
177,Manuel BELLETTI,Italy,5,+17:15,ANDRONI GIOCATTOLI - SIDERMEC
178,Brent BOOKWALTER,United States,5,+17:17,BMC RACING TEAM
179,Daniele COLLI,Italy,5,+17:18,NERI SOTTOLI
180,Tyler FARRAR,United States,5,+18:12,GARMIN
181,Fabian WEGMANN,Germany,5,+18:27,GARMIN
182,Gert DOCKX,Belgium,5,+19:17,LOTTO
183,Sébastien CHAVANEL,France,5,+19:24,FDJ
184,Bernhard EISEL,Austria,5,+19:53,TEAM SKY
185,Kenny DE HAES,Belgium,5,+20:22,LOTTO
186,Giorgio CECCHINEL,Italy,5,+20:36,NERI SOTTOLI
187,Mitchell DOCKER,Australia,5,+22:22,ORICA GREENEDGE
188,Nathan HAAS,Australia,5,+23:41,GARMIN
189,Jetse BOL,Netherlands,5,+25:26,BELKIN
190,Andrey ZEITS,Kazakhstan,5,+26:16,ASTANA PRO TEAM
191,Cameron MEYER,Australia,5,+30:13,ORICA GREENEDGE
192,Arnaud COURTEILLE,France,5,+33:59,FDJ
193,Tom STAMSNIJDER,Netherlands,5,+35:53,TEAM GIANT-SHIMANO
194,Michael HEPBURN,Australia,5,+36:05,ORICA GREENEDGE
195,Ramon CARRETERO,Panama,5,+50:27,NERI SOTTOLI
1,Michael MATTHEWS,Australia,6,+0,ORICA GREENEDGE
2,Cadel EVANS,Australia,6,+21,BMC RACING TEAM
3,Rigoberto URAN URAN,Colombia,6,+1:18,OMEGA PHARMA - QUICK-STEP
4,Rafal MAJKA,Poland,6,+1:25,TINKOFF - SAXO
5,Steve MORABITO,Switzerland,6,+1:25,BMC RACING TEAM
6,Matteo RABOTTINI,Italy,6,+1:25,NERI SOTTOLI
7,Ivan SANTAROMITA,Italy,6,+1:47,ORICA GREENEDGE
8,Fabio ARU,Italy,6,+1:51,ASTANA PRO TEAM
9,Tim WELLENS,Belgium,6,+1:52,LOTTO
10,Ivan BASSO,Italy,6,+2:06,CANNONDALE
11,Nairo Alexander QUINTANA ROJAS,Colombia,6,+2:08,MOVISTAR TEAM
12,Wilco KELDERMAN,Netherlands,6,+2:11,BELKIN
13,Maxime BOUET,France,6,+2:11,AG2R LA MONDIALE
14,Domenico POZZOVIVO,Italy,6,+2:11,AG2R LA MONDIALE
15,Diego ULISSI,Italy,6,+2:22,LAMPRE - MERIDA
16,Robert KISERLOVSKI,Croatia,6,+2:24,TREK FACTORY RACING
17,Michele SCARPONI,Italy,6,+2:28,ASTANA PRO TEAM
18,Samuel SANCHEZ GONZALEZ,Spain,6,+2:34,BMC RACING TEAM
19,Dario CATALDO,Italy,6,+2:36,TEAM SKY
20,Gianluca BRAMBILLA,Italy,6,+2:46,OMEGA PHARMA - QUICK-STEP
21,Tobias LUDVIGSSON,Sweden,6,+2:47,TEAM GIANT-SHIMANO
22,Maxime MONFORT,Belgium,6,+2:48,LOTTO
23,Michael ROGERS,Australia,6,+2:50,TINKOFF - SAXO
24,Pierre ROLLAND,France,6,+3:01,TEAM EUROPCAR
25,Wouter POELS,Netherlands,6,+3:10,OMEGA PHARMA - QUICK-STEP
26,Damiano CUNEGO,Italy,6,+3:13,LAMPRE - MERIDA
27,Georg PREIDLER,Austria,6,+3:14,TEAM GIANT-SHIMANO
28,Fabio Andres DUARTE AREVALO,Colombia,6,+3:23,COLOMBIA
29,Mauro FINETTO,Italy,6,+3:28,NERI SOTTOLI
30,Alexis VUILLERMOZ,France,6,+3:28,AG2R LA MONDIALE
31,Alexandre GENIEZ,France,6,+3:28,FDJ
32,Przemyslaw NIEMIEC,Poland,6,+3:41,LAMPRE - MERIDA
33,Davide MALACARNE,Italy,6,+3:44,TEAM EUROPCAR
34,Diego ROSA,Italy,6,+3:45,ANDRONI GIOCATTOLI - SIDERMEC
35,Hubert DUPONT,France,6,+3:48,AG2R LA MONDIALE
36,José HERRADA LOPEZ,Spain,6,+3:48,MOVISTAR TEAM
37,Jarlinson PANTANO,Colombia,6,+3:50,COLOMBIA
38,Serge PAUWELS,Belgium,6,+4:05,OMEGA PHARMA - QUICK-STEP
39,Ryder HESJEDAL,Canada,6,+4:39,GARMIN
40,Pieter WEENING,Netherlands,6,+4:55,ORICA GREENEDGE
41,Francesco Manuel BONGIORNO,Italy,6,+5:00,BARDIANI CSF
42,Riccardo ZOIDL,Austria,6,+5:04,TREK FACTORY RACING
43,Franco PELLIZOTTI,Italy,6,+5:08,ANDRONI GIOCATTOLI - SIDERMEC
44,Francis MOUREY,France,6,+5:12,FDJ
45,Enrico BATTAGLIN,Italy,6,+5:24,BARDIANI CSF
46,Chris Anker SÖRENSEN,Denmark,6,+5:25,TINKOFF - SAXO
47,Kanstantsin SIUTSOU,Belarus,6,+5:43,TEAM SKY
48,Daniel MORENO FERNANDEZ,Spain,6,+5:46,TEAM KATUSHA
49,Pawel POLJANSKI,Poland,6,+6:13,TINKOFF - SAXO
50,Sebastian HENAO GOMEZ,Colombia,6,+6:15,TEAM SKY
51,Bjorn THURAU,Germany,6,+6:45,TEAM EUROPCAR
52,Pieter SERRY,Belgium,6,+6:54,OMEGA PHARMA - QUICK-STEP
53,Maxime MEDEREL,France,6,+7:14,TEAM EUROPCAR
54,Valerio AGNOLI,Italy,6,+7:26,ASTANA PRO TEAM
55,Oscar GATTO,Italy,6,+7:46,CANNONDALE
56,Luke DURBRIDGE,Australia,6,+7:49,ORICA GREENEDGE
57,Matteo MONTAGUTI,Italy,6,+8:22,AG2R LA MONDIALE
58,Daniel OSS,Italy,6,+9:24,BMC RACING TEAM
59,Sonny COLBRELLI,Italy,6,+9:29,BARDIANI CSF
60,Joaquin RODRIGUEZ OLIVER,Spain,6,+9:40,TEAM KATUSHA
61,Winner ANACONA GOMEZ,Colombia,6,+9:42,LAMPRE - MERIDA
62,Romain SICARD,France,6,+10:22,TEAM EUROPCAR
63,Johan LE BON,France,6,+10:50,FDJ
64,Andre Fernando S. Martins CARDOSO,Portugal,6,+11:30,GARMIN
65,Jonathan MONSALVE,Venezuela,6,+12:02,NERI SOTTOLI
66,Sander ARMEE,Belgium,6,+12:34,LOTTO
67,Axel DOMONT,France,6,+12:43,AG2R LA MONDIALE
68,Yonder GODOY,Venezuela,6,+12:52,ANDRONI GIOCATTOLI - SIDERMEC
69,Jackson RODRIGUEZ,Venezuela,6,+12:54,ANDRONI GIOCATTOLI - SIDERMEC
70,Vladimir GUSEV,Russia,6,+12:59,TEAM KATUSHA
71,Matteo BONO,Italy,6,+13:22,LAMPRE - MERIDA
72,Julien BERARD,France,6,+14:26,AG2R LA MONDIALE
73,Eros CAPECCHI,Italy,6,+14:52,MOVISTAR TEAM
74,Rodolfo Andres TORRES AGUDELO,Colombia,6,+14:58,COLOMBIA
75,Jan POLANC,Slovenia,6,+15:02,LAMPRE - MERIDA
76,Robinson Eduardo CHALAPUD GOMEZ,Colombia,6,+15:19,COLOMBIA
77,Yannick EIJSSEN,Belgium,6,+15:30,BMC RACING TEAM
78,Johnny HOOGERLAND,Netherlands,6,+15:32,ANDRONI GIOCATTOLI - SIDERMEC
79,Leonardo Fabio DUQUE,Colombia,6,+15:45,COLOMBIA
80,Nicolas ROCHE,Ireland,6,+15:55,TINKOFF - SAXO
81,Alessandro PETACCHI,Italy,6,+16:05,OMEGA PHARMA - QUICK-STEP
82,Steven KRUIJSWIJK,Netherlands,6,+16:33,BELKIN
83,Danilo WYSS,Switzerland,6,+16:35,BMC RACING TEAM
84,Thomas DEKKER,Netherlands,6,+16:51,GARMIN
85,Ivan ROVNY,Russia,6,+16:52,TINKOFF - SAXO
86,Simon GESCHKE,Germany,6,+16:54,TEAM GIANT-SHIMANO
87,Ben HERMANS,Belgium,6,+16:55,BMC RACING TEAM
88,Dylan VAN BAARLE,Netherlands,6,+17:12,GARMIN
89,Edoardo ZARDINI,Italy,6,+17:15,BARDIANI CSF
90,Thomas DE GENDT,Belgium,6,+17:16,OMEGA PHARMA - QUICK-STEP
91,Evgeny PETROV,Russia,6,+17:30,TINKOFF - SAXO
92,Paolo TIRALONGO,Italy,6,+17:36,ASTANA PRO TEAM
93,Simone PONZI,Italy,6,+17:46,NERI SOTTOLI
94,Moreno MOSER,Italy,6,+17:51,CANNONDALE
95,Philip DEIGNAN,Ireland,6,+17:59,TEAM SKY
96,Igor ANTON HERNANDEZ,Spain,6,+18:19,MOVISTAR TEAM
97,Lars Ytting BAK,Denmark,6,+18:20,LOTTO
98,Salvatore PUCCIO,Italy,6,+18:29,TEAM SKY
99,Miguel Angel RUBIANO CHAVEZ,Colombia,6,+18:42,COLOMBIA
100,Julien VERMOTE,Belgium,6,+18:44,OMEGA PHARMA - QUICK-STEP
101,Paolo LONGO BORGHINI,Italy,6,+18:47,CANNONDALE
102,Marc GOOS,Netherlands,6,+19:20,BELKIN
103,Dennis VANENDERT,Belgium,6,+19:31,LOTTO
104,Maarten TJALLINGII,Netherlands,6,+19:36,BELKIN
105,Jeffry Johan ROMERO CORREDOR,Colombia,6,+19:40,COLOMBIA
106,Julian David ARREDONDO MORENO,Colombia,6,+19:50,TREK FACTORY RACING
107,Adam HANSEN,Australia,6,+20:13,LOTTO
108,Carlos Julian QUINTERO,Colombia,6,+20:17,COLOMBIA
109,Edvald BOASSON HAGEN,Norway,6,+20:25,TEAM SKY
110,Jos VAN EMDEN,Netherlands,6,+20:27,BELKIN
111,Manuel QUINZIATO,Italy,6,+20:45,BMC RACING TEAM
112,Jussi VEIKKANEN,Finland,6,+20:55,FDJ
113,Gorka IZAGUIRRE INSAUSTI,Spain,6,+21:08,MOVISTAR TEAM
114,Yukiya ARASHIRO,Japan,6,+21:24,TEAM EUROPCAR
115,Patrick GRETSCH,Germany,6,+21:36,AG2R LA MONDIALE
116,Francisco José VENTOSO ALBERDI,Spain,6,+21:40,MOVISTAR TEAM
117,Fabio FELLINE,Italy,6,+21:47,TREK FACTORY RACING
118,Alberto LOSADA ALGUACIL,Spain,6,+22:09,TEAM KATUSHA
119,Enrico GASPAROTTO,Italy,6,+22:21,ASTANA PRO TEAM
120,Mikel LANDA MEANA,Spain,6,+22:21,ASTANA PRO TEAM
121,Fumiyuki BEPPU,Japan,6,+22:29,TREK FACTORY RACING
122,Laurent PICHON,France,6,+23:01,FDJ
123,Danilo HONDO,Germany,6,+23:02,TREK FACTORY RACING
124,Fabian WEGMANN,Germany,6,+23:02,GARMIN
125,Borut BOZIC,Slovenia,6,+23:11,ASTANA PRO TEAM
126,Albert TIMMER,Netherlands,6,+23:22,TEAM GIANT-SHIMANO
127,Mattia CATTANEO,Italy,6,+23:56,LAMPRE - MERIDA
128,Stefano PIRAZZI,Italy,6,+24:00,BARDIANI CSF
129,Luca PAOLINI,Italy,6,+24:03,TEAM KATUSHA
130,Marco CANOLA,Italy,6,+24:21,BARDIANI CSF
131,Tom VEELERS,Netherlands,6,+24:48,TEAM GIANT-SHIMANO
132,Manuele MORI,Italy,6,+24:58,LAMPRE - MERIDA
133,Alan MARANGONI,Italy,6,+25:14,CANNONDALE
134,Michel KOCH,Germany,6,+25:42,CANNONDALE
135,Davide APPOLLONIO,Italy,6,+25:44,AG2R LA MONDIALE
136,Edwin Alcibiades AVILA VANEGAS,Colombia,6,+25:52,COLOMBIA
137,Bert DE BACKER,Belgium,6,+26:02,TEAM GIANT-SHIMANO
138,Marco FRAPPORTI,Italy,6,+26:11,ANDRONI GIOCATTOLI - SIDERMEC
139,Angelo TULIK,France,6,+26:18,TEAM EUROPCAR
140,Christopher JUUL JENSEN,Denmark,6,+26:40,TINKOFF - SAXO
141,Nicola BOEM,Italy,6,+27:24,BARDIANI CSF
142,Adriano MALORI,Italy,6,+27:30,MOVISTAR TEAM
143,Tosh VAN DER SANDE,Belgium,6,+27:35,LOTTO
144,Eduard VORGANOV,Russia,6,+27:45,TEAM KATUSHA
145,Jay MCCARTHY,Australia,6,+27:51,TINKOFF - SAXO
146,Iljo KEISSE,Belgium,6,+28:04,OMEGA PHARMA - QUICK-STEP
147,Maxim BELKOV,Russia,6,+28:31,TEAM KATUSHA
148,Brent BOOKWALTER,United States,6,+28:33,BMC RACING TEAM
149,Enrico BARBIN,Italy,6,+28:47,BARDIANI CSF
150,Perrig QUEMENEUR,France,6,+28:47,TEAM EUROPCAR
151,Giacomo NIZZOLO,Italy,6,+29:02,TREK FACTORY RACING
152,Daniele RATTO,Italy,6,+29:13,CANNONDALE
153,Boy VAN POPPEL,Netherlands,6,+29:43,TREK FACTORY RACING
154,Martijn KEIZER,Netherlands,6,+29:56,BELKIN
155,Francesco CHICCHI,Italy,6,+30:00,NERI SOTTOLI
156,Gert DOCKX,Belgium,6,+30:33,LOTTO
157,David TANNER,Australia,6,+30:37,BELKIN
158,Murilo Antonio FISCHER,Brazil,6,+30:49,FDJ
159,Elia VIVIANI,Italy,6,+30:52,CANNONDALE
160,Nicola RUFFONI,Italy,6,+31:12,BARDIANI CSF
161,Nacer BOUHANNI,France,6,+31:17,FDJ
162,Roberto FERRARI,Italy,6,+31:25,LAMPRE - MERIDA
163,Eugenio ALAFACI,Italy,6,+31:34,TREK FACTORY RACING
164,Tony HUREL,France,6,+31:53,TEAM EUROPCAR
165,Andrea FEDI,Italy,6,+31:53,NERI SOTTOLI
166,Emanuele SELLA,Italy,6,+32:08,ANDRONI GIOCATTOLI - SIDERMEC
167,Manuel BELLETTI,Italy,6,+32:33,ANDRONI GIOCATTOLI - SIDERMEC
168,Daniele COLLI,Italy,6,+32:36,NERI SOTTOLI
169,Andrey AMADOR BAKKAZAKOVA,Costa Rica,6,+32:48,MOVISTAR TEAM
170,Tyler FARRAR,United States,6,+33:30,GARMIN
171,Andrey ZEITS,Kazakhstan,6,+33:59,ASTANA PRO TEAM
172,Bernhard EISEL,Austria,6,+34:05,TEAM SKY
173,Mitchell DOCKER,Australia,6,+34:38,ORICA GREENEDGE
174,Sébastien CHAVANEL,France,6,+34:42,FDJ
175,Christopher SUTTON,Australia,6,+36:00,TEAM SKY
176,Luka MEZGEC,Slovenia,6,+36:26,TEAM GIANT-SHIMANO
177,Jonathan CASTROVIEJO NICOLAS,Spain,6,+37:37,MOVISTAR TEAM
178,Brett LANCASTER,Australia,6,+37:45,ORICA GREENEDGE
179,Marco BANDIERA,Italy,6,+38:19,ANDRONI GIOCATTOLI - SIDERMEC
180,Ben SWIFT,Great Britain,6,+38:30,TEAM SKY
181,Rick FLENS,Netherlands,6,+38:44,BELKIN
182,Nathan HAAS,Australia,6,+38:59,GARMIN
183,Kenny DE HAES,Belgium,6,+40:12,LOTTO
184,Svein TUFT,Canada,6,+42:11,ORICA GREENEDGE
185,Jetse BOL,Netherlands,6,+43:44,BELKIN
186,Tom STAMSNIJDER,Netherlands,6,+47:09,TEAM GIANT-SHIMANO
187,Michael HEPBURN,Australia,6,+47:21,ORICA GREENEDGE
188,Arnaud COURTEILLE,France,6,+49:17,FDJ
189,Cameron MEYER,Australia,6,+50:03,ORICA GREENEDGE
190,Ramon CARRETERO,Panama,6,+1:04:39,NERI SOTTOLI
1,Michael MATTHEWS,Australia,7,+0,ORICA GREENEDGE
2,Cadel EVANS,Australia,7,+21,BMC RACING TEAM
3,Rigoberto URAN URAN,Colombia,7,+1:18,OMEGA PHARMA - QUICK-STEP
4,Rafal MAJKA,Poland,7,+1:25,TINKOFF - SAXO
5,Steve MORABITO,Switzerland,7,+1:25,BMC RACING TEAM
6,Matteo RABOTTINI,Italy,7,+1:25,NERI SOTTOLI
7,Ivan SANTAROMITA,Italy,7,+1:47,ORICA GREENEDGE
8,Fabio ARU,Italy,7,+1:51,ASTANA PRO TEAM
9,Tim WELLENS,Belgium,7,+1:52,LOTTO
10,Ivan BASSO,Italy,7,+2:06,CANNONDALE
11,Nairo Alexander QUINTANA ROJAS,Colombia,7,+2:08,MOVISTAR TEAM
12,Wilco KELDERMAN,Netherlands,7,+2:11,BELKIN
13,Maxime BOUET,France,7,+2:11,AG2R LA MONDIALE
14,Domenico POZZOVIVO,Italy,7,+2:11,AG2R LA MONDIALE
15,Diego ULISSI,Italy,7,+2:22,LAMPRE - MERIDA
16,Robert KISERLOVSKI,Croatia,7,+2:24,TREK FACTORY RACING
17,Michele SCARPONI,Italy,7,+2:28,ASTANA PRO TEAM
18,Samuel SANCHEZ GONZALEZ,Spain,7,+2:34,BMC RACING TEAM
19,Dario CATALDO,Italy,7,+2:36,TEAM SKY
20,Gianluca BRAMBILLA,Italy,7,+2:46,OMEGA PHARMA - QUICK-STEP
21,Tobias LUDVIGSSON,Sweden,7,+2:47,TEAM GIANT-SHIMANO
22,Maxime MONFORT,Belgium,7,+2:48,LOTTO
23,Michael ROGERS,Australia,7,+2:50,TINKOFF - SAXO
24,Pierre ROLLAND,France,7,+3:01,TEAM EUROPCAR
25,Wouter POELS,Netherlands,7,+3:10,OMEGA PHARMA - QUICK-STEP
26,Damiano CUNEGO,Italy,7,+3:13,LAMPRE - MERIDA
27,Georg PREIDLER,Austria,7,+3:14,TEAM GIANT-SHIMANO
28,Fabio Andres DUARTE AREVALO,Colombia,7,+3:23,COLOMBIA
29,Mauro FINETTO,Italy,7,+3:28,NERI SOTTOLI
30,Alexis VUILLERMOZ,France,7,+3:28,AG2R LA MONDIALE
31,Alexandre GENIEZ,France,7,+3:28,FDJ
32,Przemyslaw NIEMIEC,Poland,7,+3:41,LAMPRE - MERIDA
33,Davide MALACARNE,Italy,7,+3:44,TEAM EUROPCAR
34,Diego ROSA,Italy,7,+3:45,ANDRONI GIOCATTOLI - SIDERMEC
35,Hubert DUPONT,France,7,+3:48,AG2R LA MONDIALE
36,José HERRADA LOPEZ,Spain,7,+3:48,MOVISTAR TEAM
37,Jarlinson PANTANO,Colombia,7,+3:50,COLOMBIA
38,Serge PAUWELS,Belgium,7,+4:05,OMEGA PHARMA - QUICK-STEP
39,Ryder HESJEDAL,Canada,7,+4:39,GARMIN
40,Pieter WEENING,Netherlands,7,+4:55,ORICA GREENEDGE
41,Francesco Manuel BONGIORNO,Italy,7,+5:00,BARDIANI CSF
42,Riccardo ZOIDL,Austria,7,+5:04,TREK FACTORY RACING
43,Franco PELLIZOTTI,Italy,7,+5:08,ANDRONI GIOCATTOLI - SIDERMEC
44,Francis MOUREY,France,7,+5:12,FDJ
45,Enrico BATTAGLIN,Italy,7,+5:24,BARDIANI CSF
46,Chris Anker SÖRENSEN,Denmark,7,+5:25,TINKOFF - SAXO
47,Kanstantsin SIUTSOU,Belarus,7,+5:43,TEAM SKY
48,Pawel POLJANSKI,Poland,7,+6:13,TINKOFF - SAXO
49,Sebastian HENAO GOMEZ,Colombia,7,+6:15,TEAM SKY
50,Bjorn THURAU,Germany,7,+6:45,TEAM EUROPCAR
51,Pieter SERRY,Belgium,7,+6:54,OMEGA PHARMA - QUICK-STEP
52,Oscar GATTO,Italy,7,+7:46,CANNONDALE
53,Luke DURBRIDGE,Australia,7,+7:49,ORICA GREENEDGE
54,Matteo MONTAGUTI,Italy,7,+8:22,AG2R LA MONDIALE
55,Daniel MORENO FERNANDEZ,Spain,7,+9:11,TEAM KATUSHA
56,Daniel OSS,Italy,7,+9:24,BMC RACING TEAM
57,Sonny COLBRELLI,Italy,7,+9:29,BARDIANI CSF
58,Winner ANACONA GOMEZ,Colombia,7,+9:42,LAMPRE - MERIDA
59,Romain SICARD,France,7,+10:22,TEAM EUROPCAR
60,Johan LE BON,France,7,+10:50,FDJ
61,Valerio AGNOLI,Italy,7,+10:51,ASTANA PRO TEAM
62,Andre Fernando S. Martins CARDOSO,Portugal,7,+11:30,GARMIN
63,Jonathan MONSALVE,Venezuela,7,+12:02,NERI SOTTOLI
64,Sander ARMEE,Belgium,7,+12:34,LOTTO
65,Axel DOMONT,France,7,+12:43,AG2R LA MONDIALE
66,Yonder GODOY,Venezuela,7,+12:52,ANDRONI GIOCATTOLI - SIDERMEC
67,Jackson RODRIGUEZ,Venezuela,7,+12:54,ANDRONI GIOCATTOLI - SIDERMEC
68,Vladimir GUSEV,Russia,7,+12:59,TEAM KATUSHA
69,Matteo BONO,Italy,7,+13:22,LAMPRE - MERIDA
70,Julien BERARD,France,7,+14:26,AG2R LA MONDIALE
71,Eros CAPECCHI,Italy,7,+14:52,MOVISTAR TEAM
72,Rodolfo Andres TORRES AGUDELO,Colombia,7,+14:58,COLOMBIA
73,Jan POLANC,Slovenia,7,+15:02,LAMPRE - MERIDA
74,Robinson Eduardo CHALAPUD GOMEZ,Colombia,7,+15:16,COLOMBIA
75,Yannick EIJSSEN,Belgium,7,+15:30,BMC RACING TEAM
76,Johnny HOOGERLAND,Netherlands,7,+15:32,ANDRONI GIOCATTOLI - SIDERMEC
77,Leonardo Fabio DUQUE,Colombia,7,+15:45,COLOMBIA
78,Nicolas ROCHE,Ireland,7,+15:55,TINKOFF - SAXO
79,Alessandro PETACCHI,Italy,7,+16:05,OMEGA PHARMA - QUICK-STEP
80,Danilo WYSS,Switzerland,7,+16:35,BMC RACING TEAM
81,Thomas DEKKER,Netherlands,7,+16:51,GARMIN
82,Ivan ROVNY,Russia,7,+16:52,TINKOFF - SAXO
83,Ben HERMANS,Belgium,7,+16:55,BMC RACING TEAM
84,Dylan VAN BAARLE,Netherlands,7,+17:12,GARMIN
85,Thomas DE GENDT,Belgium,7,+17:16,OMEGA PHARMA - QUICK-STEP
86,Evgeny PETROV,Russia,7,+17:30,TINKOFF - SAXO
87,Paolo TIRALONGO,Italy,7,+17:36,ASTANA PRO TEAM
88,Simone PONZI,Italy,7,+17:46,NERI SOTTOLI
89,Philip DEIGNAN,Ireland,7,+17:59,TEAM SKY
90,Lars Ytting BAK,Denmark,7,+18:20,LOTTO
91,Salvatore PUCCIO,Italy,7,+18:29,TEAM SKY
92,Miguel Angel RUBIANO CHAVEZ,Colombia,7,+18:42,COLOMBIA
93,Julien VERMOTE,Belgium,7,+18:44,OMEGA PHARMA - QUICK-STEP
94,Paolo LONGO BORGHINI,Italy,7,+18:47,CANNONDALE
95,Steven KRUIJSWIJK,Netherlands,7,+18:58,BELKIN
96,Marc GOOS,Netherlands,7,+19:20,BELKIN
97,Dennis VANENDERT,Belgium,7,+19:31,LOTTO
98,Maarten TJALLINGII,Netherlands,7,+19:36,BELKIN
99,Julian David ARREDONDO MORENO,Colombia,7,+19:50,TREK FACTORY RACING
100,Adam HANSEN,Australia,7,+20:13,LOTTO
101,Carlos Julian QUINTERO,Colombia,7,+20:17,COLOMBIA
102,Simon GESCHKE,Germany,7,+20:19,TEAM GIANT-SHIMANO
103,Edvald BOASSON HAGEN,Norway,7,+20:25,TEAM SKY
104,Jos VAN EMDEN,Netherlands,7,+20:27,BELKIN
105,Manuel QUINZIATO,Italy,7,+20:45,BMC RACING TEAM
106,Yukiya ARASHIRO,Japan,7,+21:24,TEAM EUROPCAR
107,Patrick GRETSCH,Germany,7,+21:36,AG2R LA MONDIALE
108,Francisco José VENTOSO ALBERDI,Spain,7,+21:40,MOVISTAR TEAM
109,Fabio FELLINE,Italy,7,+21:47,TREK FACTORY RACING
110,Igor ANTON HERNANDEZ,Spain,7,+21:48,MOVISTAR TEAM
111,Moreno MOSER,Italy,7,+22:12,CANNONDALE
112,Enrico GASPAROTTO,Italy,7,+22:21,ASTANA PRO TEAM
113,Mikel LANDA MEANA,Spain,7,+22:21,ASTANA PRO TEAM
114,Fumiyuki BEPPU,Japan,7,+22:29,TREK FACTORY RACING
115,Edoardo ZARDINI,Italy,7,+22:41,BARDIANI CSF
116,Danilo HONDO,Germany,7,+23:02,TREK FACTORY RACING
117,Fabian WEGMANN,Germany,7,+23:02,GARMIN
118,Borut BOZIC,Slovenia,7,+23:11,ASTANA PRO TEAM
119,Albert TIMMER,Netherlands,7,+23:22,TEAM GIANT-SHIMANO
120,Mattia CATTANEO,Italy,7,+23:56,LAMPRE - MERIDA
121,Luca PAOLINI,Italy,7,+24:03,TEAM KATUSHA
122,Jussi VEIKKANEN,Finland,7,+24:20,FDJ
123,Marco CANOLA,Italy,7,+24:21,BARDIANI CSF
124,Gorka IZAGUIRRE INSAUSTI,Spain,7,+24:37,MOVISTAR TEAM
125,Tom VEELERS,Netherlands,7,+24:48,TEAM GIANT-SHIMANO
126,Manuele MORI,Italy,7,+24:58,LAMPRE - MERIDA
127,Alan MARANGONI,Italy,7,+25:14,CANNONDALE
128,Alberto LOSADA ALGUACIL,Spain,7,+25:34,TEAM KATUSHA
129,Davide APPOLLONIO,Italy,7,+25:44,AG2R LA MONDIALE
130,Edwin Alcibiades AVILA VANEGAS,Colombia,7,+25:52,COLOMBIA
131,Bert DE BACKER,Belgium,7,+26:02,TEAM GIANT-SHIMANO
132,Marco FRAPPORTI,Italy,7,+26:11,ANDRONI GIOCATTOLI - SIDERMEC
133,Angelo TULIK,France,7,+26:18,TEAM EUROPCAR
134,Laurent PICHON,France,7,+26:26,FDJ
135,Nicola BOEM,Italy,7,+27:22,BARDIANI CSF
136,Adriano MALORI,Italy,7,+27:30,MOVISTAR TEAM
137,Tosh VAN DER SANDE,Belgium,7,+27:35,LOTTO
138,Eduard VORGANOV,Russia,7,+27:45,TEAM KATUSHA
139,Jay MCCARTHY,Australia,7,+27:51,TINKOFF - SAXO
140,Iljo KEISSE,Belgium,7,+28:04,OMEGA PHARMA - QUICK-STEP
141,Maxim BELKOV,Russia,7,+28:31,TEAM KATUSHA
142,Brent BOOKWALTER,United States,7,+28:33,BMC RACING TEAM
143,Perrig QUEMENEUR,France,7,+28:47,TEAM EUROPCAR
144,Enrico BARBIN,Italy,7,+28:47,BARDIANI CSF
145,Giacomo NIZZOLO,Italy,7,+28:56,TREK FACTORY RACING
146,Daniele RATTO,Italy,7,+29:13,CANNONDALE
147,Stefano PIRAZZI,Italy,7,+29:26,BARDIANI CSF
148,Boy VAN POPPEL,Netherlands,7,+29:43,TREK FACTORY RACING
149,Martijn KEIZER,Netherlands,7,+29:56,BELKIN
150,Francesco CHICCHI,Italy,7,+30:00,NERI SOTTOLI
151,Christopher JUUL JENSEN,Denmark,7,+30:09,TINKOFF - SAXO
152,David TANNER,Australia,7,+30:37,BELKIN
153,Murilo Antonio FISCHER,Brazil,7,+30:49,FDJ
154,Elia VIVIANI,Italy,7,+30:52,CANNONDALE
155,Nacer BOUHANNI,France,7,+31:07,FDJ
156,Roberto FERRARI,Italy,7,+31:25,LAMPRE - MERIDA
157,Tony HUREL,France,7,+31:53,TEAM EUROPCAR
158,Manuel BELLETTI,Italy,7,+32:33,ANDRONI GIOCATTOLI - SIDERMEC
