Rank,Name,Country,Stage,Gap,Team
55,Vladimir GUSEV,Russia,16,+1:47:21,TEAM KATUSHA
56,Julien BERARD,France,16,+1:50:28,AG2R LA MONDIALE
57,Eduard VORGANOV,Russia,16,+1:51:38,TEAM KATUSHA
58,Valerio AGNOLI,Italy,16,+1:55:58,ASTANA PRO TEAM
59,Lars Ytting BAK,Denmark,16,+1:56:48,LOTTO
60,Jonathan MONSALVE,Venezuela,16,+1:58:10,NERI SOTTOLI
61,Jonathan CASTROVIEJO NICOLAS,Spain,16,+1:59:59,MOVISTAR TEAM
62,Mattia CATTANEO,Italy,16,+2:00:05,LAMPRE - MERIDA
63,Axel DOMONT,France,16,+2:00:28,AG2R LA MONDIALE
64,Leonardo Fabio DUQUE,Colombia,16,+2:02:43,COLOMBIA
65,Winner ANACONA GOMEZ,Colombia,16,+2:04:17,LAMPRE - MERIDA
66,Julian David ARREDONDO MORENO,Colombia,16,+2:04:22,TREK FACTORY RACING
67,Ben HERMANS,Belgium,16,+2:04:27,BMC RACING TEAM
68,Francesco Manuel BONGIORNO,Italy,16,+2:06:37,BARDIANI CSF
69,Edoardo ZARDINI,Italy,16,+2:07:16,BARDIANI CSF
70,Martijn KEIZER,Netherlands,16,+2:07:46,BELKIN
71,Robinson Eduardo CHALAPUD GOMEZ,Colombia,16,+2:08:01,COLOMBIA
72,Emanuele SELLA,Italy,16,+2:10:32,ANDRONI GIOCATTOLI - SIDERMEC
73,Diego ROSA,Italy,16,+2:11:21,ANDRONI GIOCATTOLI - SIDERMEC
74,Perrig QUEMENEUR,France,16,+2:11:38,TEAM EUROPCAR
75,Rodolfo Andres TORRES AGUDELO,Colombia,16,+2:12:05,COLOMBIA
76,Brent BOOKWALTER,United States,16,+2:12:38,BMC RACING TEAM
77,Adam HANSEN,Australia,16,+2:12:40,LOTTO
78,Eros CAPECCHI,Italy,16,+2:14:16,MOVISTAR TEAM
79,Matteo BONO,Italy,16,+2:14:26,LAMPRE - MERIDA
80,Pieter SERRY,Belgium,16,+2:14:44,OMEGA PHARMA - QUICK-STEP
81,Gorka IZAGUIRRE INSAUSTI,Spain,16,+2:14:52,MOVISTAR TEAM
82,Yonder GODOY,Venezuela,16,+2:16:34,ANDRONI GIOCATTOLI - SIDERMEC
83,Jackson RODRIGUEZ,Venezuela,16,+2:17:00,ANDRONI GIOCATTOLI - SIDERMEC
84,Simon GESCHKE,Germany,16,+2:18:55,TEAM GIANT-SHIMANO
85,Stefano PIRAZZI,Italy,16,+2:21:45,BARDIANI CSF
86,Tim WELLENS,Belgium,16,+2:21:53,LOTTO
87,Danilo WYSS,Switzerland,16,+2:22:35,BMC RACING TEAM
88,Fumiyuki BEPPU,Japan,16,+2:23:37,TREK FACTORY RACING
89,Thomas DE GENDT,Belgium,16,+2:23:51,OMEGA PHARMA - QUICK-STEP
90,Albert TIMMER,Netherlands,16,+2:25:46,TEAM GIANT-SHIMANO
91,Johan LE BON,France,16,+2:27:01,FDJ
92,Miguel Angel RUBIANO CHAVEZ,Colombia,16,+2:28:13,COLOMBIA
93,Julien VERMOTE,Belgium,16,+2:31:07,OMEGA PHARMA - QUICK-STEP
94,Maarten TJALLINGII,Netherlands,16,+2:33:01,BELKIN
95,Sonny COLBRELLI,Italy,16,+2:34:19,BARDIANI CSF
96,Paolo LONGO BORGHINI,Italy,16,+2:35:00,CANNONDALE
97,Tosh VAN DER SANDE,Belgium,16,+2:35:01,LOTTO
98,Salvatore PUCCIO,Italy,16,+2:38:30,TEAM SKY
99,Patrick GRETSCH,Germany,16,+2:39:58,AG2R LA MONDIALE
100,Maxim BELKOV,Russia,16,+2:41:06,TEAM KATUSHA
101,Fabio FELLINE,Italy,16,+2:41:31,TREK FACTORY RACING
102,Enrico GASPAROTTO,Italy,16,+2:45:10,ASTANA PRO TEAM
103,Johnny HOOGERLAND,Netherlands,16,+2:47:15,ANDRONI GIOCATTOLI - SIDERMEC
104,Andrey ZEITS,Kazakhstan,16,+2:48:39,ASTANA PRO TEAM
105,Luca PAOLINI,Italy,16,+2:48:55,TEAM KATUSHA
106,Jay MCCARTHY,Australia,16,+2:49:42,TINKOFF - SAXO
107,Danilo HONDO,Germany,16,+2:49:46,TREK FACTORY RACING
108,Jussi VEIKKANEN,Finland,16,+2:50:23,FDJ
109,Simone PONZI,Italy,16,+2:51:02,NERI SOTTOLI
110,Carlos Julian QUINTERO,Colombia,16,+2:52:11,COLOMBIA
111,Marco FRAPPORTI,Italy,16,+2:54:42,ANDRONI GIOCATTOLI - SIDERMEC
112,Adriano MALORI,Italy,16,+2:55:23,MOVISTAR TEAM
113,Nathan HAAS,Australia,16,+2:55:37,GARMIN
114,Manuel QUINZIATO,Italy,16,+2:56:14,BMC RACING TEAM
115,Christopher JUUL JENSEN,Denmark,16,+2:57:37,TINKOFF - SAXO
116,Ben SWIFT,Great Britain,16,+2:59:30,TEAM SKY
117,Andrey AMADOR BAKKAZAKOVA,Costa Rica,16,+2:59:31,MOVISTAR TEAM
118,Enrico BARBIN,Italy,16,+2:59:39,BARDIANI CSF
119,Manuele MORI,Italy,16,+3:01:27,LAMPRE - MERIDA
120,Oscar GATTO,Italy,16,+3:02:20,CANNONDALE
121,Moreno MOSER,Italy,16,+3:03:08,CANNONDALE
122,Daniel OSS,Italy,16,+3:03:11,BMC RACING TEAM
123,Angelo TULIK,France,16,+3:03:16,TEAM EUROPCAR
124,Francisco José VENTOSO ALBERDI,Spain,16,+3:03:41,MOVISTAR TEAM
125,Jos VAN EMDEN,Netherlands,16,+3:04:59,BELKIN
126,Gert DOCKX,Belgium,16,+3:08:09,LOTTO
127,Borut BOZIC,Slovenia,16,+3:08:15,ASTANA PRO TEAM
128,David TANNER,Australia,16,+3:08:26,BELKIN
129,Marco CANOLA,Italy,16,+3:09:15,BARDIANI CSF
130,Daniele RATTO,Italy,16,+3:09:56,CANNONDALE
131,Yukiya ARASHIRO,Japan,16,+3:15:02,TEAM EUROPCAR
132,Bert DE BACKER,Belgium,16,+3:16:29,TEAM GIANT-SHIMANO
133,Boy VAN POPPEL,Netherlands,16,+3:16:43,TREK FACTORY RACING
134,Murilo Antonio FISCHER,Brazil,16,+3:20:06,FDJ
135,Nicola BOEM,Italy,16,+3:20:41,BARDIANI CSF
136,Rick FLENS,Netherlands,16,+3:21:28,BELKIN
137,Laurent PICHON,France,16,+3:22:25,FDJ
138,Tony HUREL,France,16,+3:23:04,TEAM EUROPCAR
139,Nacer BOUHANNI,France,16,+3:23:34,FDJ
140,Alan MARANGONI,Italy,16,+3:26:27,CANNONDALE
141,Iljo KEISSE,Belgium,16,+3:26:48,OMEGA PHARMA - QUICK-STEP
142,Tom VEELERS,Netherlands,16,+3:28:22,TEAM GIANT-SHIMANO
143,Giacomo NIZZOLO,Italy,16,+3:28:33,TREK FACTORY RACING
144,Roberto FERRARI,Italy,16,+3:29:07,LAMPRE - MERIDA
145,Bernhard EISEL,Austria,16,+3:30:35,TEAM SKY
146,Jeffry Johan ROMERO CORREDOR,Colombia,16,+3:31:08,COLOMBIA
147,Elia VIVIANI,Italy,16,+3:32:36,CANNONDALE
148,Luka MEZGEC,Slovenia,16,+3:32:47,TEAM GIANT-SHIMANO
149,Sébastien CHAVANEL,France,16,+3:33:01,FDJ
150,Tyler FARRAR,United States,16,+3:33:07,GARMIN
151,Andrea FEDI,Italy,16,+3:34:10,NERI SOTTOLI
152,Marco BANDIERA,Italy,16,+3:35:16,ANDRONI GIOCATTOLI - SIDERMEC
153,Eugenio ALAFACI,Italy,16,+3:35:53,TREK FACTORY RACING
154,Michel KOCH,Germany,16,+3:40:22,CANNONDALE
155,Tom STAMSNIJDER,Netherlands,16,+3:44:06,TEAM GIANT-SHIMANO
156,Christopher SUTTON,Australia,16,+3:49:31,TEAM SKY
157,Kenny DE HAES,Belgium,16,+3:55:36,LOTTO
158,Svein TUFT,Canada,16,+3:57:04,ORICA GREENEDGE
159,Michael HEPBURN,Australia,16,+3:57:19,ORICA GREENEDGE
160,Jetse BOL,Netherlands,16,+4:07:53,BELKIN
1,Nairo Alexander QUINTANA ROJAS,Colombia,17,+0,MOVISTAR TEAM
2,Rigoberto URAN URAN,Colombia,17,+1:41,OMEGA PHARMA - QUICK-STEP
3,Cadel EVANS,Australia,17,+3:21,BMC RACING TEAM
4,Pierre ROLLAND,France,17,+3:26,TEAM EUROPCAR
5,Rafal MAJKA,Poland,17,+3:28,TINKOFF - SAXO
6,Fabio ARU,Italy,17,+3:34,ASTANA PRO TEAM
7,Domenico POZZOVIVO,Italy,17,+3:49,AG2R LA MONDIALE
8,Wilco KELDERMAN,Netherlands,17,+4:06,BELKIN
9,Ryder HESJEDAL,Canada,17,+4:16,GARMIN
10,Robert KISERLOVSKI,Croatia,17,+8:02,TREK FACTORY RACING
11,Alexis VUILLERMOZ,France,17,+14:20,AG2R LA MONDIALE
12,Alexandre GENIEZ,France,17,+17:40,FDJ
13,Ivan BASSO,Italy,17,+22:28,CANNONDALE
14,Maxime MONFORT,Belgium,17,+22:35,LOTTO
15,Matteo RABOTTINI,Italy,17,+24:14,NERI SOTTOLI
16,Hubert DUPONT,France,17,+26:37,AG2R LA MONDIALE
17,Franco PELLIZOTTI,Italy,17,+28:30,ANDRONI GIOCATTOLI - SIDERMEC
18,Damiano CUNEGO,Italy,17,+33:47,LAMPRE - MERIDA
19,Michael ROGERS,Australia,17,+35:00,TINKOFF - SAXO
20,José HERRADA LOPEZ,Spain,17,+39:04,MOVISTAR TEAM
21,Andre Fernando S. Martins CARDOSO,Portugal,17,+39:04,GARMIN
22,Steve MORABITO,Switzerland,17,+40:29,BMC RACING TEAM
23,Sebastian HENAO GOMEZ,Colombia,17,+44:55,TEAM SKY
24,Wouter POELS,Netherlands,17,+48:09,OMEGA PHARMA - QUICK-STEP
25,Samuel SANCHEZ GONZALEZ,Spain,17,+48:58,BMC RACING TEAM
26,Gianluca BRAMBILLA,Italy,17,+50:10,OMEGA PHARMA - QUICK-STEP
27,Jarlinson PANTANO,Colombia,17,+50:35,COLOMBIA
28,Fabio Andres DUARTE AREVALO,Colombia,17,+56:23,COLOMBIA
29,Georg PREIDLER,Austria,17,+57:19,TEAM GIANT-SHIMANO
30,Serge PAUWELS,Belgium,17,+58:21,OMEGA PHARMA - QUICK-STEP
31,Mikel LANDA MEANA,Spain,17,+1:01:28,ASTANA PRO TEAM
32,Dario CATALDO,Italy,17,+1:03:44,TEAM SKY
33,Nicolas ROCHE,Ireland,17,+1:03:49,TINKOFF - SAXO
34,Francis MOUREY,France,17,+1:04:31,FDJ
35,Diego ULISSI,Italy,17,+1:07:56,LAMPRE - MERIDA
36,Davide MALACARNE,Italy,17,+1:09:36,TEAM EUROPCAR
37,Maxime BOUET,France,17,+1:09:38,AG2R LA MONDIALE
38,Matteo MONTAGUTI,Italy,17,+1:10:05,AG2R LA MONDIALE
39,Alberto LOSADA ALGUACIL,Spain,17,+1:13:57,TEAM KATUSHA
40,Marc GOOS,Netherlands,17,+1:14:19,BELKIN
41,Jan POLANC,Slovenia,17,+1:19:36,LAMPRE - MERIDA
42,Philip DEIGNAN,Ireland,17,+1:20:36,TEAM SKY
43,Przemyslaw NIEMIEC,Poland,17,+1:21:17,LAMPRE - MERIDA
44,Igor ANTON HERNANDEZ,Spain,17,+1:21:43,MOVISTAR TEAM
45,Daniel MORENO FERNANDEZ,Spain,17,+1:24:15,TEAM KATUSHA
46,Paolo TIRALONGO,Italy,17,+1:25:07,ASTANA PRO TEAM
47,Evgeny PETROV,Russia,17,+1:29:10,TINKOFF - SAXO
48,Ivan SANTAROMITA,Italy,17,+1:33:35,ORICA GREENEDGE
49,Sander ARMEE,Belgium,17,+1:34:55,LOTTO
50,Ivan ROVNY,Russia,17,+1:36:06,TINKOFF - SAXO
51,Riccardo ZOIDL,Austria,17,+1:38:24,TREK FACTORY RACING
52,Pawel POLJANSKI,Poland,17,+1:40:22,TINKOFF - SAXO
53,Lars Ytting BAK,Denmark,17,+1:41:40,LOTTO
54,Enrico BATTAGLIN,Italy,17,+1:41:48,BARDIANI CSF
55,Eduard VORGANOV,Russia,17,+1:45:00,TEAM KATUSHA
56,Romain SICARD,France,17,+1:45:51,TEAM EUROPCAR
57,Vladimir GUSEV,Russia,17,+1:47:21,TEAM KATUSHA
58,Julien BERARD,France,17,+1:50:28,AG2R LA MONDIALE
59,Valerio AGNOLI,Italy,17,+1:55:58,ASTANA PRO TEAM
60,Jonathan MONSALVE,Venezuela,17,+1:58:10,NERI SOTTOLI
61,Matteo BONO,Italy,17,+1:59:18,LAMPRE - MERIDA
62,Jonathan CASTROVIEJO NICOLAS,Spain,17,+1:59:59,MOVISTAR TEAM
63,Mattia CATTANEO,Italy,17,+2:00:05,LAMPRE - MERIDA
64,Axel DOMONT,France,17,+2:00:28,AG2R LA MONDIALE
65,Leonardo Fabio DUQUE,Colombia,17,+2:02:43,COLOMBIA
66,Simon GESCHKE,Germany,17,+2:03:47,TEAM GIANT-SHIMANO
67,Winner ANACONA GOMEZ,Colombia,17,+2:04:17,LAMPRE - MERIDA
68,Julian David ARREDONDO MORENO,Colombia,17,+2:04:22,TREK FACTORY RACING
69,Ben HERMANS,Belgium,17,+2:04:27,BMC RACING TEAM
70,Stefano PIRAZZI,Italy,17,+2:05:59,BARDIANI CSF
71,Tim WELLENS,Belgium,17,+2:06:08,LOTTO
72,Francesco Manuel BONGIORNO,Italy,17,+2:06:37,BARDIANI CSF
73,Edoardo ZARDINI,Italy,17,+2:07:16,BARDIANI CSF
74,Martijn KEIZER,Netherlands,17,+2:07:46,BELKIN
75,Robinson Eduardo CHALAPUD GOMEZ,Colombia,17,+2:08:01,COLOMBIA
76,Thomas DE GENDT,Belgium,17,+2:08:14,OMEGA PHARMA - QUICK-STEP
77,Emanuele SELLA,Italy,17,+2:10:32,ANDRONI GIOCATTOLI - SIDERMEC
78,Diego ROSA,Italy,17,+2:11:21,ANDRONI GIOCATTOLI - SIDERMEC
79,Perrig QUEMENEUR,France,17,+2:11:38,TEAM EUROPCAR
80,Johan LE BON,France,17,+2:11:53,FDJ
81,Rodolfo Andres TORRES AGUDELO,Colombia,17,+2:12:05,COLOMBIA
82,Brent BOOKWALTER,United States,17,+2:12:38,BMC RACING TEAM
83,Adam HANSEN,Australia,17,+2:12:40,LOTTO
84,Eros CAPECCHI,Italy,17,+2:14:16,MOVISTAR TEAM
85,Pieter SERRY,Belgium,17,+2:14:44,OMEGA PHARMA - QUICK-STEP
86,Gorka IZAGUIRRE INSAUSTI,Spain,17,+2:14:52,MOVISTAR TEAM
87,Yonder GODOY,Venezuela,17,+2:16:34,ANDRONI GIOCATTOLI - SIDERMEC
88,Jackson RODRIGUEZ,Venezuela,17,+2:17:00,ANDRONI GIOCATTOLI - SIDERMEC
89,Danilo WYSS,Switzerland,17,+2:22:35,BMC RACING TEAM
90,Fumiyuki BEPPU,Japan,17,+2:23:37,TREK FACTORY RACING
91,Albert TIMMER,Netherlands,17,+2:25:46,TEAM GIANT-SHIMANO
92,Fabio FELLINE,Italy,17,+2:26:23,TREK FACTORY RACING
93,Miguel Angel RUBIANO CHAVEZ,Colombia,17,+2:28:13,COLOMBIA
94,Enrico GASPAROTTO,Italy,17,+2:30:02,ASTANA PRO TEAM
95,Julien VERMOTE,Belgium,17,+2:31:07,OMEGA PHARMA - QUICK-STEP
96,Maarten TJALLINGII,Netherlands,17,+2:33:01,BELKIN
97,Jay MCCARTHY,Australia,17,+2:34:02,TINKOFF - SAXO
98,Sonny COLBRELLI,Italy,17,+2:34:19,BARDIANI CSF
99,Paolo LONGO BORGHINI,Italy,17,+2:35:00,CANNONDALE
100,Tosh VAN DER SANDE,Belgium,17,+2:35:01,LOTTO
101,Jussi VEIKKANEN,Finland,17,+2:35:15,FDJ
102,Salvatore PUCCIO,Italy,17,+2:38:30,TEAM SKY
103,Marco FRAPPORTI,Italy,17,+2:39:34,ANDRONI GIOCATTOLI - SIDERMEC
104,Patrick GRETSCH,Germany,17,+2:39:58,AG2R LA MONDIALE
105,Maxim BELKOV,Russia,17,+2:41:06,TEAM KATUSHA
106,Oscar GATTO,Italy,17,+2:47:12,CANNONDALE
107,Johnny HOOGERLAND,Netherlands,17,+2:47:15,ANDRONI GIOCATTOLI - SIDERMEC
108,Daniel OSS,Italy,17,+2:48:03,BMC RACING TEAM
109,Andrey ZEITS,Kazakhstan,17,+2:48:39,ASTANA PRO TEAM
110,Luca PAOLINI,Italy,17,+2:48:55,TEAM KATUSHA
111,Danilo HONDO,Germany,17,+2:49:46,TREK FACTORY RACING
112,Jos VAN EMDEN,Netherlands,17,+2:49:51,BELKIN
113,Simone PONZI,Italy,17,+2:51:02,NERI SOTTOLI
114,Carlos Julian QUINTERO,Colombia,17,+2:52:11,COLOMBIA
115,Marco CANOLA,Italy,17,+2:54:07,BARDIANI CSF
116,Adriano MALORI,Italy,17,+2:55:23,MOVISTAR TEAM
117,Nathan HAAS,Australia,17,+2:55:37,GARMIN
118,Manuel QUINZIATO,Italy,17,+2:56:14,BMC RACING TEAM
119,Christopher JUUL JENSEN,Denmark,17,+2:57:37,TINKOFF - SAXO
120,Ben SWIFT,Great Britain,17,+2:59:30,TEAM SKY
121,Andrey AMADOR BAKKAZAKOVA,Costa Rica,17,+2:59:31,MOVISTAR TEAM
122,Enrico BARBIN,Italy,17,+2:59:39,BARDIANI CSF
123,Manuele MORI,Italy,17,+3:01:27,LAMPRE - MERIDA
124,Moreno MOSER,Italy,17,+3:03:08,CANNONDALE
125,Angelo TULIK,France,17,+3:03:16,TEAM EUROPCAR
126,Francisco José VENTOSO ALBERDI,Spain,17,+3:03:41,MOVISTAR TEAM
127,Nicola BOEM,Italy,17,+3:05:33,BARDIANI CSF
128,Gert DOCKX,Belgium,17,+3:08:09,LOTTO
129,Borut BOZIC,Slovenia,17,+3:08:15,ASTANA PRO TEAM
130,David TANNER,Australia,17,+3:08:26,BELKIN
131,Daniele RATTO,Italy,17,+3:09:56,CANNONDALE
132,Yukiya ARASHIRO,Japan,17,+3:15:02,TEAM EUROPCAR
133,Bert DE BACKER,Belgium,17,+3:16:29,TEAM GIANT-SHIMANO
134,Boy VAN POPPEL,Netherlands,17,+3:16:43,TREK FACTORY RACING
135,Murilo Antonio FISCHER,Brazil,17,+3:20:35,FDJ
136,Rick FLENS,Netherlands,17,+3:21:28,BELKIN
137,Laurent PICHON,France,17,+3:22:25,FDJ
138,Tony HUREL,France,17,+3:23:04,TEAM EUROPCAR
139,Nacer BOUHANNI,France,17,+3:23:34,FDJ
140,Alan MARANGONI,Italy,17,+3:26:27,CANNONDALE
141,Iljo KEISSE,Belgium,17,+3:26:48,OMEGA PHARMA - QUICK-STEP
142,Tom VEELERS,Netherlands,17,+3:28:22,TEAM GIANT-SHIMANO
143,Giacomo NIZZOLO,Italy,17,+3:28:33,TREK FACTORY RACING
144,Roberto FERRARI,Italy,17,+3:29:07,LAMPRE - MERIDA
145,Bernhard EISEL,Austria,17,+3:30:35,TEAM SKY
146,Jeffry Johan ROMERO CORREDOR,Colombia,17,+3:31:08,COLOMBIA
147,Elia VIVIANI,Italy,17,+3:32:36,CANNONDALE
148,Luka MEZGEC,Slovenia,17,+3:32:47,TEAM GIANT-SHIMANO
149,Sébastien CHAVANEL,France,17,+3:33:01,FDJ
150,Tyler FARRAR,United States,17,+3:33:07,GARMIN
151,Andrea FEDI,Italy,17,+3:34:10,NERI SOTTOLI
152,Marco BANDIERA,Italy,17,+3:35:45,ANDRONI GIOCATTOLI - SIDERMEC
153,Eugenio ALAFACI,Italy,17,+3:35:53,TREK FACTORY RACING
154,Michel KOCH,Germany,17,+3:40:22,CANNONDALE
155,Tom STAMSNIJDER,Netherlands,17,+3:44:06,TEAM GIANT-SHIMANO
156,Christopher SUTTON,Australia,17,+3:49:31,TEAM SKY
157,Kenny DE HAES,Belgium,17,+3:55:36,LOTTO
158,Svein TUFT,Canada,17,+3:57:04,ORICA GREENEDGE
159,Michael HEPBURN,Australia,17,+3:57:19,ORICA GREENEDGE
160,Jetse BOL,Netherlands,17,+4:07:53,BELKIN
1,Nairo Alexander QUINTANA ROJAS,Colombia,18,+0,MOVISTAR TEAM
2,Rigoberto URAN URAN,Colombia,18,+1:41,OMEGA PHARMA - QUICK-STEP
3,Pierre ROLLAND,France,18,+3:29,TEAM EUROPCAR
4,Fabio ARU,Italy,18,+3:31,ASTANA PRO TEAM
5,Rafal MAJKA,Poland,18,+3:31,TINKOFF - SAXO
6,Domenico POZZOVIVO,Italy,18,+3:52,AG2R LA MONDIALE
7,Ryder HESJEDAL,Canada,18,+4:32,GARMIN
8,Wilco KELDERMAN,Netherlands,18,+4:37,BELKIN
9,Cadel EVANS,Australia,18,+4:59,BMC RACING TEAM
10,Robert KISERLOVSKI,Croatia,18,+8:33,TREK FACTORY RACING
11,Alexis VUILLERMOZ,France,18,+15:58,AG2R LA MONDIALE
12,Alexandre GENIEZ,France,18,+19:18,FDJ
13,Ivan BASSO,Italy,18,+21:25,CANNONDALE
14,Maxime MONFORT,Belgium,18,+25:16,LOTTO
15,Franco PELLIZOTTI,Italy,18,+27:04,ANDRONI GIOCATTOLI - SIDERMEC
16,Hubert DUPONT,France,18,+28:15,AG2R LA MONDIALE
17,Matteo RABOTTINI,Italy,18,+29:53,NERI SOTTOLI
18,Damiano CUNEGO,Italy,18,+39:18,LAMPRE - MERIDA
19,Andre Fernando S. Martins CARDOSO,Portugal,18,+40:42,GARMIN
20,Michael ROGERS,Australia,18,+41:38,TINKOFF - SAXO
21,Steve MORABITO,Switzerland,18,+44:56,BMC RACING TEAM
22,José HERRADA LOPEZ,Spain,18,+47:24,MOVISTAR TEAM
23,Wouter POELS,Netherlands,18,+49:11,OMEGA PHARMA - QUICK-STEP
24,Sebastian HENAO GOMEZ,Colombia,18,+49:22,TEAM SKY
25,Samuel SANCHEZ GONZALEZ,Spain,18,+51:42,BMC RACING TEAM
26,Fabio Andres DUARTE AREVALO,Colombia,18,+53:48,COLOMBIA
27,Gianluca BRAMBILLA,Italy,18,+56:40,OMEGA PHARMA - QUICK-STEP
28,Serge PAUWELS,Belgium,18,+1:00:26,OMEGA PHARMA - QUICK-STEP
29,Jarlinson PANTANO,Colombia,18,+1:01:24,COLOMBIA
30,Georg PREIDLER,Austria,18,+1:01:39,TEAM GIANT-SHIMANO
31,Dario CATALDO,Italy,18,+1:02:57,TEAM SKY
32,Nicolas ROCHE,Ireland,18,+1:07:18,TINKOFF - SAXO
33,Mikel LANDA MEANA,Spain,18,+1:08:06,ASTANA PRO TEAM
34,Francis MOUREY,France,18,+1:08:35,FDJ
35,Alberto LOSADA ALGUACIL,Spain,18,+1:14:05,TEAM KATUSHA
36,Marc GOOS,Netherlands,18,+1:17:00,BELKIN
37,Philip DEIGNAN,Ireland,18,+1:18:23,TEAM SKY
38,Davide MALACARNE,Italy,18,+1:22:48,TEAM EUROPCAR
39,Jan POLANC,Slovenia,18,+1:23:37,LAMPRE - MERIDA
40,Maxime BOUET,France,18,+1:24:48,AG2R LA MONDIALE
41,Igor ANTON HERNANDEZ,Spain,18,+1:25:38,MOVISTAR TEAM
42,Daniel MORENO FERNANDEZ,Spain,18,+1:31:44,TEAM KATUSHA
43,Matteo MONTAGUTI,Italy,18,+1:31:52,AG2R LA MONDIALE
44,Przemyslaw NIEMIEC,Poland,18,+1:36:27,LAMPRE - MERIDA
45,Sander ARMEE,Belgium,18,+1:37:36,LOTTO
46,Paolo TIRALONGO,Italy,18,+1:38:19,ASTANA PRO TEAM
47,Ivan ROVNY,Russia,18,+1:38:27,TINKOFF - SAXO
48,Riccardo ZOIDL,Austria,18,+1:40:02,TREK FACTORY RACING
49,Evgeny PETROV,Russia,18,+1:42:22,TINKOFF - SAXO
50,Romain SICARD,France,18,+1:49:24,TEAM EUROPCAR
51,Pawel POLJANSKI,Poland,18,+1:53:34,TINKOFF - SAXO
52,Lars Ytting BAK,Denmark,18,+1:54:52,LOTTO
53,Enrico BATTAGLIN,Italy,18,+1:56:58,BARDIANI CSF
54,Eduard VORGANOV,Russia,18,+1:58:12,TEAM KATUSHA
55,Julian David ARREDONDO MORENO,Colombia,18,+2:01:26,TREK FACTORY RACING
56,Jonathan CASTROVIEJO NICOLAS,Spain,18,+2:01:37,MOVISTAR TEAM
57,Vladimir GUSEV,Russia,18,+2:03:57,TEAM KATUSHA
58,Edoardo ZARDINI,Italy,18,+2:05:54,BARDIANI CSF
59,Tim WELLENS,Belgium,18,+2:06:27,LOTTO
60,Thomas DE GENDT,Belgium,18,+2:07:05,OMEGA PHARMA - QUICK-STEP
61,Martijn KEIZER,Netherlands,18,+2:11:23,BELKIN
62,Julien BERARD,France,18,+2:12:15,AG2R LA MONDIALE
63,Emanuele SELLA,Italy,18,+2:12:54,ANDRONI GIOCATTOLI - SIDERMEC
64,Winner ANACONA GOMEZ,Colombia,18,+2:15:06,LAMPRE - MERIDA
65,Axel DOMONT,France,18,+2:15:38,AG2R LA MONDIALE
66,Valerio AGNOLI,Italy,18,+2:17:45,ASTANA PRO TEAM
67,Ben HERMANS,Belgium,18,+2:19:37,BMC RACING TEAM
68,Francesco Manuel BONGIORNO,Italy,18,+2:19:49,BARDIANI CSF
69,Jonathan MONSALVE,Venezuela,18,+2:19:57,NERI SOTTOLI
70,Matteo BONO,Italy,18,+2:21:05,LAMPRE - MERIDA
71,Mattia CATTANEO,Italy,18,+2:22:43,LAMPRE - MERIDA
72,Leonardo Fabio DUQUE,Colombia,18,+2:24:30,COLOMBIA
73,Simon GESCHKE,Germany,18,+2:25:34,TEAM GIANT-SHIMANO
74,Brent BOOKWALTER,United States,18,+2:25:50,BMC RACING TEAM
75,Adam HANSEN,Australia,18,+2:25:52,LOTTO
76,Yonder GODOY,Venezuela,18,+2:27:23,ANDRONI GIOCATTOLI - SIDERMEC
77,Eros CAPECCHI,Italy,18,+2:27:28,MOVISTAR TEAM
78,Pieter SERRY,Belgium,18,+2:29:54,OMEGA PHARMA - QUICK-STEP
79,Perrig QUEMENEUR,France,18,+2:33:25,TEAM EUROPCAR
80,Rodolfo Andres TORRES AGUDELO,Colombia,18,+2:33:52,COLOMBIA
81,Stefano PIRAZZI,Italy,18,+2:35:11,BARDIANI CSF
82,Robinson Eduardo CHALAPUD GOMEZ,Colombia,18,+2:37:13,COLOMBIA
83,Fumiyuki BEPPU,Japan,18,+2:38:47,TREK FACTORY RACING
84,Jackson RODRIGUEZ,Venezuela,18,+2:38:47,ANDRONI GIOCATTOLI - SIDERMEC
85,Johan LE BON,France,18,+2:41:05,FDJ
86,Gorka IZAGUIRRE INSAUSTI,Spain,18,+2:44:04,MOVISTAR TEAM
87,Danilo WYSS,Switzerland,18,+2:44:22,BMC RACING TEAM
88,Julien VERMOTE,Belgium,18,+2:46:17,OMEGA PHARMA - QUICK-STEP
89,Albert TIMMER,Netherlands,18,+2:47:33,TEAM GIANT-SHIMANO
90,Paolo LONGO BORGHINI,Italy,18,+2:50:10,CANNONDALE
91,Jay MCCARTHY,Australia,18,+2:51:44,TINKOFF - SAXO
92,Maarten TJALLINGII,Netherlands,18,+2:54:48,BELKIN
93,Fabio FELLINE,Italy,18,+2:55:35,TREK FACTORY RACING
94,Sonny COLBRELLI,Italy,18,+2:56:06,BARDIANI CSF
95,Tosh VAN DER SANDE,Belgium,18,+2:56:48,LOTTO
96,Miguel Angel RUBIANO CHAVEZ,Colombia,18,+2:57:25,COLOMBIA
97,Enrico GASPAROTTO,Italy,18,+2:59:14,ASTANA PRO TEAM
98,Salvatore PUCCIO,Italy,18,+3:00:17,TEAM SKY
99,Patrick GRETSCH,Germany,18,+3:01:45,AG2R LA MONDIALE
100,Maxim BELKOV,Russia,18,+3:02:53,TEAM KATUSHA
