latitude,longitude,altitude (m),distance (km),distance_interval (m),StageNum,TotalDistance
42.808911,-2.906228,524.8,12.549,15.49,14,2080.65613
42.797153,-2.918012,565.6,16.584,19.15,14,2084.69163
42.793378,-2.953032,716.6,19.56,5.78,14,2087.66734
42.802517,-3.006952,553.8,24.805,14.76,14,2092.91272
42.818417,-3.047622,530,29.677,11.86,14,2097.78441
42.844724,-3.085806,558.2,34.241,10.32,14,2102.34893
42.851636,-3.133663,592.4,38.589,10.24,14,2106.69636
42.873991,-3.172499,634.8,42.994,12.48,14,2111.10147
42.901711,-3.198254,684.4,46.941,12.17,14,2115.04857
42.92019,-3.231578,790,50.598,8.73,14,2118.70533
42.924501,-3.254984,868,53.264,14.87,14,2121.37118
42.923537,-3.301438,625.2,58.663,15.74,14,2126.77006
42.926994,-3.329769,672.2,61.993,4.44,14,2130.10047
42.944026,-3.344734,723.8,64.29,12.57,14,2132.39797
42.966975,-3.386959,653.2,68.606,12.78,14,2136.71401
42.969003,-3.430589,630.8,72.96,10.87,14,2141.06764
42.94179,-3.467163,612.8,77.416,12.31,14,2145.52366
42.946044,-3.483284,612.8,81.436,10.9,14,2149.54355
42.973644,-3.480729,663.8,84.565,14.47,14,2152.67281
43.008718,-3.482296,655.6,88.709,10.38,14,2156.81664
43.040521,-3.483768,691,92.316,7.44,14,2160.42307
43.066447,-3.50543,709.6,95.932,10.19,14,2164.03985
43.076212,-3.55121,767.6,99.927,12.16,14,2168.03453
43.104462,-3.572184,792.4,103.721,12.94,14,2171.82884
43.118309,-3.598614,840.4,106.741,7.11,14,2174.84833
43.123356,-3.622717,927,109.222,8.87,14,2177.32977
43.120396,-3.653439,1000.4,111.987,8.65,14,2180.09444
43.109913,-3.682624,1041.2,114.72,6.5,14,2182.82811
43.114563,-3.701566,1140.2,116.917,6.33,14,2185.02446
43.122104,-3.7147,879.8,121.598,15.31,14,2189.70577
43.136912,-3.739311,584.8,126.768,15.07,14,2194.87544
43.157608,-3.786788,357.8,131.76,13.11,14,2199.8675
43.166113,-3.834511,296.6,136.128,13.35,14,2204.2363
43.169011,-3.87991,237.6,140.675,12.99,14,2208.78329
43.157433,-3.896251,297.8,143.872,8.95,14,2211.9801
43.127073,-3.901361,334.2,147.399,10.23,14,2215.50666
43.09633,-3.899734,410.6,150.962,6.62,14,2219.07042
43.085327,-3.893734,564,152.67,4.28,14,2220.77799
43.072463,-3.887314,710.4,154.352,3.86,14,2222.46043
43.061078,-3.886496,858.6,155.851,3.85,14,2223.95913
43.050713,-3.881029,1011,157.282,6,14,2225.39024
43.034657,-3.884729,859.6,162.292,9.81,14,2230.40038
43.036847,-3.925638,856.4,165.922,14.7,14,2234.02975
43.025542,-3.962568,896.4,169.605,7.93,14,2237.71276
43.0157,-4.010375,869.8,173.852,14.47,14,2241.95979
43.006372,-4.062505,864.6,178.39,11.18,14,2246.4975
43.006633,-4.106637,871,182.183,9.02,14,2250.29073
43.000096,-4.151496,874.8,186.303,11.33,14,2254.4111
43.017685,-4.190331,913.6,190.114,7.31,14,2258.22125
43.021376,-4.233993,952.2,193.897,10.03,14,2262.00507
43.012669,-4.275981,1025.2,197.526,8.2,14,2265.63376
43.010827,-4.295132,1142.2,200.338,6.44,14,2268.44577
43.007218,-4.298888,1278.2,202.484,6.24,14,2270.59175
43.014378,-4.322767,1427.4,204.861,6.32,14,2272.96816
43.022639,-4.343606,1575,207.212,6.97,14,2275.31985
43.040156,-4.366202,1707.6,210.112,6.57,14,2278.21931
43.041556,-4.390415,1849.4,212.34,7.81,14,2280.4473
43.045412,-4.393512,1987.8,213.867,6.04,14,2281.97475
43.39485,-4.343362,62.8,1.966,4.47,15,2284.02628
43.3898,-4.377224,19.6,5.195,5.23,15,2287.25434
43.388318,-4.406667,32.2,8.688,9.13,15,2290.74796
43.373604,-4.46242,2.6,13.737,17.4,15,2295.79701
43.377258,-4.52085,9.2,18.877,11.32,15,2300.93647
43.386811,-4.575568,30.4,23.626,18.04,15,2305.68603
43.392907,-4.632061,45.6,28.607,13.52,15,2310.6664
43.398489,-4.695718,16,33.938,20.55,15,2315.99753
43.403899,-4.750418,53.6,38.76,16.54,15,2320.81946
43.425025,-4.773092,21.8,42.969,11.31,15,2325.02823
43.425324,-4.81451,28.6,46.379,10.2,15,2328.43823
43.426043,-4.860923,30.8,50.445,12.65,15,2332.50466
43.442026,-4.89385,34,54.844,12.47,15,2336.90312
43.435644,-4.941779,52.2,58.987,14.35,15,2341.04666
43.441123,-4.991105,71.2,63.283,8.05,15,2345.34213
43.456345,-5.040532,29,67.7,14.48,15,2349.75908
43.463766,-5.078373,42.8,71.514,6.24,15,2353.5733
43.452917,-5.111147,120.6,74.582,5.1,15,2356.64166
43.445845,-5.136674,165,76.998,20.53,15,2359.05718
43.427891,-5.15608,188.4,80.001,6.18,15,2362.06071
43.417612,-5.170471,286.4,81.945,9,15,2364.00457
43.390264,-5.185125,35.4,86.841,9.95,15,2368.90022
43.374442,-5.150198,48.2,90.491,10.05,15,2372.54992
43.350561,-5.132408,69,94.241,8.35,15,2376.30055
43.349438,-5.092676,85.8,97.555,10.02,15,2379.61455
43.352724,-5.064147,123.4,100.709,7.25,15,2382.76854
43.366397,-5.051306,177.4,103.38,6.27,15,2385.43962
43.374618,-5.039251,290.6,105.337,4.82,15,2387.3964
43.38917,-5.025334,282.2,108.104,5.97,15,2390.16313
43.392995,-5.012538,409.6,109.94,4.96,15,2391.99942
43.401941,-5.003914,413.8,112.63,5.37,15,2394.68973
43.407918,-4.994547,469.8,114.827,13.36,15,2396.88663
43.417999,-4.950108,249.4,119.71,8.96,15,2401.76955
43.440942,-4.925028,50,123.914,14.53,15,2405.97366
43.441831,-4.876495,4.6,127.956,12.22,15,2410.01538
43.419157,-4.871175,43.4,131.997,11.68,15,2414.05715
43.395709,-4.912176,56.6,136.718,12.09,15,2418.77783
43.366322,-4.912366,143,140.603,11.21,15,2422.66277
43.347514,-4.911386,290.4,143.075,7.61,15,2425.13474
43.3337,-4.904982,419.2,145.793,10.77,15,2427.85307
43.315321,-4.862948,202.2,151.477,20.03,15,2433.53669
43.299389,-4.817741,153.2,156.48,7.57,15,2438.53962
43.266522,-4.831742,206,160.823,10.98,15,2442.88267
43.256376,-4.81454,348,163.349,4.63,15,2445.40875
43.262422,-4.794981,518,165.156,3.93,15,2447.2158
43.262756,-4.776501,656.2,167.087,7.84,15,2449.14722
43.246221,-4.76008,803,169.664,7.43,15,2451.72383
43.230564,-4.752338,946.6,172.084,2.93,15,2454.14356
43.232046,-4.739481,1080.8,173.333,2.36,15,2455.39309
43.516256,-6.541232,40.6,0.281,10.27,16,2456.63081
43.501969,-6.539625,183.8,2.664,4.97,16,2459.01359
43.490545,-6.536658,281.8,5.444,7.98,16,2461.79414
43.47427,-6.541595,383.6,8.416,7.88,16,2464.76612
43.45919,-6.539445,459.6,11.474,7.88,16,2467.82349
43.448473,-6.541877,535.8,14.298,9.03,16,2470.6477
43.421148,-6.532669,298.2,19.057,6.2,16,2475.40684
43.404356,-6.543004,209,22.561,18.71,16,2478.91078
43.39075,-6.536763,319.4,24.929,5.14,16,2481.27918
43.385879,-6.529591,432.8,26.952,5.88,16,2483.30185
43.374276,-6.514313,357.2,30.885,14.53,16,2487.23431
43.371702,-6.505806,372.6,34.11,6.77,16,2490.46003
43.357922,-6.495968,483.4,36.082,4.68,16,2492.43201
43.347639,-6.490839,600.2,37.884,4.96,16,2494.23374
43.340992,-6.470118,692,40.129,5.09,16,2496.47911
43.333579,-6.464424,778.6,42.393,9.42,16,2498.7427
43.33834,-6.420864,646.6,47,11.86,16,2503.34924
43.339096,-6.394272,654,50.509,13.89,16,2506.85847
43.360954,-6.376632,699.6,53.517,9.28,16,2509.86667
43.387605,-6.346128,653.2,57.585,11.98,16,2513.93482
43.409909,-6.314301,640.2,61.429,10.41,16,2517.77864
43.415401,-6.279052,406.2,66.711,16.45,16,2523.06107
43.406417,-6.228103,141.4,72.402,13.47,16,2528.75147
43.408371,-6.178383,77,76.72,11.41,16,2533.07019
43.415192,-6.14418,78,80.274,4.94,16,2536.62443
43.406896,-6.13853,198.2,81.98,5.41,16,2538.33017
43.402479,-6.127352,317.6,83.713,5.47,16,2540.06275
43.388058,-6.09566,154.8,88.059,14.25,16,2544.40873
43.398959,-6.049427,50,92.573,9.7,16,2548.92262
43.39248,-6.016957,70.4,95.988,7.8,16,2552.33831
43.375505,-5.997227,132.8,99.057,7.79,16,2555.40707
43.359651,-5.972756,134.4,102.693,15.82,16,2559.04256
43.331182,-5.988084,111.6,107.166,11.36,16,2563.51607
43.301582,-5.98767,154,110.965,8.04,16,2567.31525
43.274656,-5.994887,183.4,114.591,10.3,16,2570.94054
43.282115,-5.984714,295.2,116.111,13.45,16,2572.46105
43.289611,-5.972593,431.4,117.462,2.47,16,2573.81248
43.299969,-5.939993,378.4,120.576,17.14,16,2576.92554
43.30786,-5.906778,135,125.509,7.66,16,2581.85876
43.307249,-5.874624,140,128.897,12.1,16,2585.24699
43.28393,-5.868232,163.8,132.845,9.2,16,2589.19485
43.263236,-5.868891,227.6,135.962,7.98,16,2592.31229
43.241902,-5.874696,329.6,138.552,7.86,16,2594.90195
43.224253,-5.879075,399.2,141.3,4.37,16,2597.64974
43.223093,-5.869964,513.8,143.101,4.5,16,2599.45121
43.209172,-5.869241,629.8,144.871,6.43,16,2601.22141
43.201092,-5.858757,732.8,147.05,5.44,16,2603.39983
43.181839,-5.846396,487.2,150.875,13.61,16,2607.22489
43.154281,-5.836188,344.2,155.276,6.06,16,2611.626
43.154268,-5.856538,508.4,157.16,4.3,16,2613.5099
43.156101,-5.869497,677.8,158.599,4.09,16,2614.94928
43.159652,-5.882613,840,160.083,4.1,16,2616.43313
43.160697,-5.894864,993,161.445,2.9,16,2617.79539
43.150852,-5.899474,1131.8,163.199,8.03,16,2619.5493
43.152815,-5.931624,740.6,168.796,20.51,16,2625.14609
43.160826,-5.974446,453.4,174.197,12.57,16,2630.54714
43.172439,-5.984963,530.2,176.691,4.93,16,2633.04055
43.173165,-5.976957,679.4,178.108,3.17,16,2634.45765
43.176615,-5.968883,821.4,179.46,3.58,16,2635.81003
43.179903,-5.96531,961.2,180.677,3.42,16,2637.02684
43.18293,-5.955891,1101,181.887,2.77,16,2638.23685
42.340135,-3.683948,857.6,1.954,15.9,17,2640.76863
42.335388,-3.632276,907.2,6.366,9.8,17,2645.18084
42.310161,-3.618096,980.4,9.835,11.09,17,2648.64941
42.289498,-3.629504,951.4,14.074,18.41,17,2652.88893
42.31274,-3.679414,877,19.344,14.12,17,2658.15862
42.332992,-3.715609,849.8,24.093,12.61,17,2662.90739
42.347848,-3.725402,855,28.725,14.53,17,2667.53893
42.35091,-3.699335,895,32.849,5.89,17,2671.66373
42.343876,-3.718394,849.2,36.758,14.8,17,2675.57225
41.676857,-3.835192,780.2,3.218,16.29,18,2680.48607
41.664903,-3.773003,788.4,8.632,15.12,18,2685.90034
41.665363,-3.711862,794.6,13.78,16.24,18,2691.0476
41.633949,-3.689383,813.8,18.723,14.62,18,2695.99039
41.603675,-3.650279,842.8,23.496,11.55,18,2700.76408
41.583498,-3.615126,913.4,27.537,15.15,18,2704.80465
41.563588,-3.56969,975.2,32.349,12.91,18,2709.61723
41.536372,-3.534269,992.6,37.097,14.91,18,2714.36499
41.512763,-3.499099,1011.4,41.642,15.72,18,2718.90951
41.4796,-3.506199,922.4,47.214,12.86,18,2724.48207
41.460546,-3.468583,931.2,51.698,11.42,18,2728.96592
41.453109,-3.432187,944,54.883,10.87,18,2732.15094
41.437754,-3.394405,970,58.703,11.09,18,2735.97111
41.411041,-3.36888,986.6,62.59,14.14,18,2739.85847
41.379324,-3.35734,1003.6,66.335,9.26,18,2743.60273
41.357982,-3.328689,1042.2,69.811,9.25,18,2747.07892
41.34099,-3.297361,1087.6,73.351,9.33,18,2750.61936
41.328102,-3.264029,1178.2,76.636,8.02,18,2753.90391
41.310186,-3.246751,1262.4,79.384,15.21,18,2756.652
41.299341,-3.218059,1382.2,82.383,5.29,18,2759.65141
41.278411,-3.213754,1340,86.775,10.7,18,2764.04269
41.241574,-3.210584,1301,91.241,12.46,18,2768.5091
41.222388,-3.183435,1351.2,94.695,9.6,18,2771.96292
41.203588,-3.187421,1449.2,97.299,9.33,18,2774.56729
41.181208,-3.182687,1477.2,100.134,17.41,18,2777.40186
41.157403,-3.176767,1363,105.308,16.52,18,2782.57578
41.145531,-3.152119,1340.4,109.301,8.23,18,2786.56896
41.127219,-3.172586,1264,114.11,15.86,18,2791.37855
41.13068,-3.196408,1113,118.635,5.3,18,2795.90331
41.127619,-3.212753,1230,120.811,7.01,18,2798.07901
41.12536,-3.22988,1179.6,124.501,15.51,18,2801.7691
41.11082,-3.20931,1261.2,127.61,16.58,18,2804.87844
41.080319,-3.201109,1239.2,131.484,17.01,18,2808.75209
41.080634,-3.221046,1193,134.619,5.07,18,2811.88668
41.057967,-3.220421,1206,137.836,17.51,18,2815.10395
41.034617,-3.216528,1026,142.891,5.1,18,2820.15837
41.012439,-3.249003,1041,146.698,13.32,18,2823.96549
41.027177,-3.271753,1042.8,150.294,14.06,18,2827.56149
41.041187,-3.284777,1019.8,154.218,6.31,18,2831.48606
41.065036,-3.294913,1062.8,157.971,10.96,18,2835.23866
41.093012,-3.308667,1122.2,161.877,11.82,18,2839.14554
41.119831,-3.310562,1191.6,165.245,10.03,18,2842.51277
41.126919,-3.334945,1229.2,168.257,6.82,18,2845.52508
41.127405,-3.352916,1355.8,170.736,13.55,18,2848.00381
41.154883,-3.359572,1329.4,174.591,5.98,18,2851.85932
41.177118,-3.367212,1374.4,177.975,15.48,18,2855.24247
41.176891,-3.394949,1289.8,182.45,9.22,18,2859.71843
41.175029,-3.386381,1424,184.973,6.7,18,2862.24089
41.190224,-3.401,1556.4,187.272,5.56,18,2864.53949
41.204939,-3.404997,1678.4,189.611,6.11,18,2866.87911
41.225179,-3.41301,1528.4,193.968,18.7,18,2871.23643
41.243857,-3.45566,1284.8,199.438,6.46,18,2876.70597
41.260076,-4.915203,730.2,0.82,15.28,19,2881.68889
41.216798,-4.92131,753,5.654,13.28,19,2886.52306
41.176275,-4.935815,762.8,10.354,10.57,19,2891.22317
41.153865,-4.920013,780.8,13.33,9.33,19,2894.19866
41.13145,-4.896753,778.4,16.726,10.14,19,2897.5948
41.108929,-4.869513,782.2,20.257,10.42,19,2901.12592
41.085004,-4.840849,810,23.922,8.87,19,2904.79068
41.069131,-4.80936,852,27.329,11.01,19,2908.19856
41.066589,-4.761355,845.6,31.481,12.9,19,2912.35
41.059113,-4.72062,826.6,35.585,11.11,19,2916.45435
41.02417,-4.713365,837.8,39.562,13,19,2920.4309
40.984661,-4.709844,851,43.987,12.29,19,2924.85628
40.947754,-4.715616,864.2,48.288,12.34,19,2929.15682
40.911493,-4.726036,881.8,52.754,14.74,19,2933.62277
40.870909,-4.722193,893.8,57.454,12.72,19,2938.32277
40.834646,-4.733406,919.6,61.741,13.19,19,2942.61013
40.812167,-4.755142,943.6,64.964,13.22,19,2945.8334
40.78687,-4.758611,1022.2,67.963,6.01,19,2948.83167
40.762989,-4.744988,1116.2,71.11,11.79,19,2951.97877
40.733794,-4.739345,1153.2,74.86,5.4,19,2955.72866
40.700368,-4.734299,1173.6,78.826,10.07,19,2959.69462
40.66423,-4.718251,1106.4,83.502,14.48,19,2964.37057
40.655795,-4.68698,1122.2,87.043,11.09,19,2967.91187
40.633292,-4.645326,1093.4,91.404,9.54,19,2972.27259
40.623299,-4.62039,1189.4,93.82,7.17,19,2974.68935
40.619388,-4.593747,1275.2,96.212,5.82,19,2977.08076
40.609684,-4.564508,1315.4,99.109,6.95,19,2979.97837
40.61081,-4.525743,1370.4,102.59,6.53,19,2983.45874
40.611023,-4.497735,1367,106.577,7.67,19,2987.44664
40.576363,-4.496624,1352.4,110.622,10.34,19,2991.49087
40.533215,-4.518793,1202.8,115.818,7.76,19,2996.68727
40.501005,-4.521058,1192.4,119.559,9.82,19,3000.42873
40.472943,-4.497962,1099.6,123.786,11.81,19,3004.65526
40.46019,-4.475238,924.4,128.598,12.99,19,3009.46752
40.446058,-4.476229,749,133.868,12.44,19,3014.73775
40.421845,-4.495862,682,137.764,1.86,19,3018.6333
40.419395,-4.515198,748.8,140.396,5.6,19,3021.26487
40.428441,-4.537722,755.6,144.115,11.73,19,3024.98465
40.441992,-4.561496,760,148.293,19.09,19,3029.16258
40.452752,-4.595976,832.4,151.56,9.15,19,3032.42913
40.465633,-4.624881,923.6,154.676,11.16,19,3035.54513
40.478436,-4.647565,1035,157.386,8.79,19,3038.25492
40.490661,-4.6727,1164.2,160.33,8.06,19,3041.19987
40.510446,-4.671036,1301.4,162.917,7.35,19,3043.78608
40.53458,-4.661542,1357.8,166.674,17.04,19,3047.54323
40.588969,-4.677041,1184,173.373,17.77,19,3054.24236
40.639625,-4.694317,1071.8,179.292,14.77,19,3060.16121
40.658704,-4.700318,1110.8,183.073,5.74,19,3063.94261
40.624711,-4.111267,940,2.075,15.85,20,3067.37651
40.666363,-4.089255,943.4,7.139,16.65,20,3072.44018
40.700256,-4.083213,999,11.478,11.42,20,3076.77946
40.729237,-4.071438,1127.2,14.899,9.64,20,3080.19984
40.7364,-4.043419,1158.6,19.057,10.97,20,3084.35837
40.73587,-4.022314,1290.6,21.65,6.06,20,3086.95163
40.751145,-4.017304,1435,23.89,5.78,20,3089.19117
40.763056,-4.012039,1577.2,25.75,5.34,20,3091.05096
40.776731,-4.005165,1711.6,27.454,5.81,20,3092.75487
40.794267,-3.995142,1805.8,30.085,15.03,20,3095.38625
40.815851,-3.967859,1795.4,34.773,11.11,20,3100.07459
40.831907,-3.924724,1498.2,40.565,17.27,20,3105.8662
40.860267,-3.885318,1232.4,46.516,12.53,20,3111.81696
40.904047,-3.879422,1155.2,51.886,8.73,20,3117.18757
40.887342,-3.847923,1180.6,55.813,6.02,20,3121.11399
40.882328,-3.841741,1318,57.803,5.8,20,3123.10413
40.873468,-3.844551,1452,60.096,6.19,20,3125.39714
40.857803,-3.844736,1574.4,62.285,4.45,20,3127.58592
40.8428,-3.838842,1673,64.447,5.79,20,3129.74837
40.829702,-3.826877,1712,67.041,18.88,20,3132.3422
40.818358,-3.782251,1216.2,74.055,20.56,20,3139.35577
40.788423,-3.776935,1037,79.585,11.77,20,3144.88572
40.745928,-3.784082,919.6,84.755,13.99,20,3150.05605
40.734314,-3.765475,954.8,88.935,13.25,20,3154.23678
40.728945,-3.749011,1025.8,91.638,4.63,20,3156.93973
40.721911,-3.747221,1052.6,94.639,12.4,20,3159.94032
40.758629,-3.716165,892.4,100.344,17.67,20,3165.64542
40.786364,-3.681604,849.4,105.188,13.04,20,3170.48943
40.791731,-3.713094,881.6,108.881,9.6,20,3174.18277
40.794195,-3.747431,955,112.006,8,20,3177.30696
40.801969,-3.76917,1072.8,114.309,5.89,20,3179.61023
40.813135,-3.777066,1175.6,116.843,7.7,20,3182.14429
40.821843,-3.788128,1314.2,119,6.66,20,3184.30153
40.836644,-3.801738,1461,121.148,5.56,20,3186.44928
40.834184,-3.812529,1611.2,123.136,4.9,20,3188.43788
40.828295,-3.831979,1756,125.094,6.78,20,3190.39509
40.8694,-3.845553,1486.2,131.071,17.3,20,3196.37283
40.892298,-3.857599,1159.8,136.876,10.09,20,3202.17771
40.895443,-3.880275,1153.8,140.822,11.58,20,3206.12338
40.869921,-3.883932,1216.4,144.046,10.2,20,3209.34749
40.845598,-3.888632,1309.4,146.857,6.13,20,3212.15871
40.835822,-3.912497,1419,149.575,7.12,20,3214.87687
40.831289,-3.932298,1559,151.78,6.16,20,3217.08198
40.82575,-3.945671,1689,153.826,4.69,20,3219.12796
40.819993,-3.966672,1806.4,156.266,12.99,20,3221.56752
40.794049,-3.98724,1811.2,160.529,11.11,20,3225.83065
40.760318,-4.013608,1555,166.09,24.01,20,3231.39195
40.738796,-4.046199,1175.6,172.865,13.98,20,3238.16611
40.473382,-3.40432,570.2,1.704,7.22,21,3240.9262
40.468202,-3.429074,588.6,3.928,4.75,21,3243.15061
40.461756,-3.45226,576.8,6.337,7.73,21,3245.55959
40.455504,-3.482421,578.4,9.03,7.53,21,3248.25279
40.440141,-3.496456,568.6,11.8,7.5,21,3251.02248
40.427154,-3.517744,553.2,14.231,7.34,21,3253.453
40.432595,-3.539417,578,16.821,6.59,21,3256.04365
40.428141,-3.560058,600.4,18.799,9.01,21,3258.02083
40.419956,-3.561457,607.8,21.736,9.81,21,3260.95791
40.408743,-3.566216,636.2,24.518,9.15,21,3263.74043
40.384195,-3.587618,617.2,27.842,9.98,21,3267.06392
40.386952,-3.607392,647.8,30.81,9.99,21,3270.03175
40.395136,-3.641148,672.2,33.829,8.66,21,3273.05087
40.406404,-3.685973,618.8,38.147,12.05,21,3277.36897
40.420227,-3.705024,647.6,42.286,9.73,21,3281.50798
40.419415,-3.698334,639,47.273,12.01,21,3286.49537
40.42472,-3.690587,641,51.83,5.98,21,3291.0518
40.416032,-3.693577,622.8,56.45,11.81,21,3295.67203
40.412184,-3.693235,617.2,61.001,15.49,21,3300.22271
40.420029,-3.70143,645,65.166,13.29,21,3304.38796
40.419422,-3.698469,636,69.852,10.27,21,3309.07424
40.423918,-3.690771,633.4,74.308,12.46,21,3313.53013
40.414692,-3.693377,617.2,78.895,12.32,21,3318.11731
40.413805,-3.693896,613.6,83.404,16.54,21,3322.62626
40.420131,-3.70347,644.2,87.588,12.93,21,3326.81049
40.419556,-3.698851,635.6,92.478,12.85,21,3331.70084
