Rank,Name,Country,Stage,Gap,Team
1,Jonathan CASTROVIEJO NICOLAS,Spain,1,+0,MOVISTAR TEAM
2,Alejandro VALVERDE BELMONTE,Spain,1,+0,MOVISTAR TEAM
3,Andrey AMADOR BAKKAZAKOVA,Costa Rica,1,+0,MOVISTAR TEAM
4,Imanol ERVITI,Spain,1,+0,MOVISTAR TEAM
5,Javier MORENO BAZAN,Spain,1,+0,MOVISTAR TEAM
6,Nairo Alexander QUINTANA ROJAS,Colombia,1,+0,MOVISTAR TEAM
7,Gorka IZAGUIRRE INSAUSTI,Spain,1,+0,MOVISTAR TEAM
8,Adriano MALORI,Italy,1,+4,MOVISTAR TEAM
9,José HERRADA LOPEZ,Spain,1,+6,MOVISTAR TEAM
10,Damiano CARUSO,Italy,1,+6,CANNONDALE
11,Peter SAGAN,Slovakia,1,+6,CANNONDALE
12,Alessandro DE MARCHI,Italy,1,+6,CANNONDALE
13,Maciej BODNAR,Poland,1,+6,CANNONDALE
14,Oscar GATTO,Italy,1,+6,CANNONDALE
15,Michael MATTHEWS,Australia,1,+6,ORICA GREENEDGE
16,Simon CLARKE,Australia,1,+6,ORICA GREENEDGE
17,Adam YATES,Great Britain,1,+6,ORICA GREENEDGE
18,Ivan SANTAROMITA,Italy,1,+6,ORICA GREENEDGE
19,Jhoan Esteban CHAVES RUBIO,Colombia,1,+6,ORICA GREENEDGE
20,Fabian CANCELLARA,Switzerland,1,+9,TREK FACTORY RACING
21,Haimar ZUBELDIA AGIRRE,Spain,1,+9,TREK FACTORY RACING
22,Fabio FELLINE,Italy,1,+9,TREK FACTORY RACING
23,Bob JUNGELS,Luxembourg,1,+9,TREK FACTORY RACING
24,Jesse SERGENT,New Zealand,1,+9,TREK FACTORY RACING
25,Julian David ARREDONDO MORENO,Colombia,1,+9,TREK FACTORY RACING
26,Jasper STUYVEN,Belgium,1,+9,TREK FACTORY RACING
27,George BENNETT,New Zealand,1,+9,CANNONDALE
28,Gianluca BRAMBILLA,Italy,1,+11,OMEGA PHARMA - QUICK-STEP
29,Pieter SERRY,Belgium,1,+11,OMEGA PHARMA - QUICK-STEP
30,Rigoberto URAN URAN,Colombia,1,+11,OMEGA PHARMA - QUICK-STEP
31,Tom BOONEN,Belgium,1,+11,OMEGA PHARMA - QUICK-STEP
32,Tony MARTIN,Germany,1,+11,OMEGA PHARMA - QUICK-STEP
33,Wouter POELS,Netherlands,1,+11,OMEGA PHARMA - QUICK-STEP
34,Carlos VERONA QUINTANILLA,Spain,1,+11,OMEGA PHARMA - QUICK-STEP
35,Nikolas MAES,Belgium,1,+12,OMEGA PHARMA - QUICK-STEP
36,Chad HAGA,United States,1,+16,TEAM GIANT-SHIMANO
37,John DEGENKOLB,Germany,1,+16,TEAM GIANT-SHIMANO
38,Tobias LUDVIGSSON,Sweden,1,+16,TEAM GIANT-SHIMANO
39,Koen DE KORT,Netherlands,1,+16,TEAM GIANT-SHIMANO
40,Lawson CRADDOCK,United States,1,+16,TEAM GIANT-SHIMANO
41,Warren BARGUIL,France,1,+19,TEAM GIANT-SHIMANO
42,Daniele BENNATI,Italy,1,+19,TINKOFF - SAXO
43,Michael Valgren ANDERSEN,Denmark,1,+19,TINKOFF - SAXO
44,Chris Anker SÖRENSEN,Denmark,1,+19,TINKOFF - SAXO
45,Alberto CONTADOR VELASCO,Spain,1,+19,TINKOFF - SAXO
46,Ivan ROVNY,Russia,1,+19,TINKOFF - SAXO
47,Oliver ZAUGG,Switzerland,1,+19,TINKOFF - SAXO
48,Sergio Miguel MOREIRA PAULINHO,Portugal,1,+19,TINKOFF - SAXO
49,Robert GESINK,Netherlands,1,+19,BELKIN
50,Wilco KELDERMAN,Netherlands,1,+19,BELKIN
51,Paul MARTENS,Germany,1,+19,BELKIN
52,Stef CLEMENT,Netherlands,1,+19,BELKIN
53,Maarten TJALLINGII,Netherlands,1,+19,BELKIN
54,Mitchell DOCKER,Australia,1,+21,ORICA GREENEDGE
55,Danilo WYSS,Switzerland,1,+21,BMC RACING TEAM
56,Philippe GILBERT,Belgium,1,+21,BMC RACING TEAM
57,Samuel SANCHEZ GONZALEZ,Spain,1,+21,BMC RACING TEAM
58,Cadel EVANS,Australia,1,+21,BMC RACING TEAM
59,Manuel QUINZIATO,Italy,1,+21,BMC RACING TEAM
60,Rohan DENNIS,Australia,1,+21,BMC RACING TEAM
61,Dominik NERZ,Germany,1,+21,BMC RACING TEAM
62,Steve MORABITO,Switzerland,1,+21,BMC RACING TEAM
63,Winner ANACONA GOMEZ,Colombia,1,+25,LAMPRE - MERIDA
64,Filippo POZZATO,Italy,1,+25,LAMPRE - MERIDA
65,Elia FAVILLI,Italy,1,+25,LAMPRE - MERIDA
66,Valerio CONTI,Italy,1,+25,LAMPRE - MERIDA
67,Przemyslaw NIEMIEC,Poland,1,+25,LAMPRE - MERIDA
68,Jose Rodolfo SERPA PEREZ,Colombia,1,+25,LAMPRE - MERIDA
69,Maximiliano Ariel RICHEZE,Argentina,1,+25,LAMPRE - MERIDA
70,Martin VELITS,Slovakia,1,+26,OMEGA PHARMA - QUICK-STEP
71,Vasil KIRYIENKA,Belarus,1,+27,TEAM SKY
72,Christopher FROOME,Great Britain,1,+27,TEAM SKY
73,Philip DEIGNAN,Ireland,1,+27,TEAM SKY
74,Peter KENNAUGH,Great Britain,1,+27,TEAM SKY
75,Mikel NIEVE ITURALDE,Spain,1,+27,TEAM SKY
76,Daniel TEKLEHAIMANOT,Eritrea,1,+29,MTN - QHUBEKA
77,Merhawi KUDUS GHEBREMEDHIN,Eritrea,1,+29,MTN - QHUBEKA
78,Sergio PARDILLA BELLON,Spain,1,+29,MTN - QHUBEKA
79,Jacques JANSE VAN RENSBURG,South Africa,1,+29,MTN - QHUBEKA
80,Gerald CIOLEK,Germany,1,+29,MTN - QHUBEKA
81,Kristian SBARAGLI,Italy,1,+29,MTN - QHUBEKA
82,Matteo TOSATTO,Italy,1,+29,TINKOFF - SAXO
83,Paolo TIRALONGO,Italy,1,+30,ASTANA PRO TEAM
84,Andrea GUARDINI,Italy,1,+30,ASTANA PRO TEAM
85,Alexey LUTSENKO,Kazakhstan,1,+30,ASTANA PRO TEAM
86,Fabio ARU,Italy,1,+30,ASTANA PRO TEAM
87,Jacopo GUARNIERI,Italy,1,+30,ASTANA PRO TEAM
88,Tanel KANGERT,Estonia,1,+30,ASTANA PRO TEAM
89,Andrey ZEITS,Kazakhstan,1,+30,ASTANA PRO TEAM
90,Daniil FOMINYKH,Kazakhstan,1,+30,ASTANA PRO TEAM
91,Mikel LANDA MEANA,Spain,1,+30,ASTANA PRO TEAM
92,Jurgen VAN DEN BROECK,Belgium,1,+30,LOTTO
93,Maxime MONFORT,Belgium,1,+30,LOTTO
94,Adam HANSEN,Australia,1,+30,LOTTO
95,Jens DEBUSSCHERE,Belgium,1,+30,LOTTO
96,Vegard BREEN,Norway,1,+30,LOTTO
97,Guillaume BOIVIN,Canada,1,+31,CANNONDALE
98,Maxime BOUET,France,1,+33,AG2R LA MONDIALE
99,Rinaldo NOCENTINI,Italy,1,+33,AG2R LA MONDIALE
100,Lloyd MONDORY,France,1,+33,AG2R LA MONDIALE
101,Carlos Alberto BETANCUR GOMEZ,Colombia,1,+33,AG2R LA MONDIALE
102,Hubert DUPONT,France,1,+33,AG2R LA MONDIALE
103,Sébastien TURGOT,France,1,+33,AG2R LA MONDIALE
104,Yauheni HUTAROVICH,Belarus,1,+33,AG2R LA MONDIALE
105,Damien GAUDIN,France,1,+33,AG2R LA MONDIALE
106,Dario CATALDO,Italy,1,+33,TEAM SKY
107,Alexandr KOLOBNEV,Russia,1,+38,TEAM KATUSHA
108,Sergei CHERNETSKI,Russia,1,+38,TEAM KATUSHA
109,Joaquin RODRIGUEZ OLIVER,Spain,1,+38,TEAM KATUSHA
110,Daniel MORENO FERNANDEZ,Spain,1,+38,TEAM KATUSHA
111,Yury TROFIMOV,Russia,1,+38,TEAM KATUSHA
112,Matthias KRIZEK,Austria,1,+38,CANNONDALE
113,Aleksejs SARAMOTINS,Latvia,1,+40,IAM CYCLING
114,Pirmin LANG,Switzerland,1,+40,IAM CYCLING
115,Johann TSCHOPP,Switzerland,1,+40,IAM CYCLING
116,Marcel AREGGER,Switzerland,1,+40,IAM CYCLING
117,Vicente REYNES MIMO,Spain,1,+40,IAM CYCLING
118,Ryder HESJEDAL,Canada,1,+41,GARMIN
119,Nathan HAAS,Australia,1,+41,GARMIN
120,Koldo FERNANDEZ,Spain,1,+41,GARMIN
121,Daniel MARTIN,Ireland,1,+41,GARMIN
122,Andre Fernando S. Martins CARDOSO,Portugal,1,+41,GARMIN
123,Andrew TALANSKY,United States,1,+41,GARMIN
124,Patrick GRETSCH,Germany,1,+43,AG2R LA MONDIALE
125,Johannes FRÖHLINGER,Germany,1,+43,TEAM GIANT-SHIMANO
126,Ramon SINKELDAM,Netherlands,1,+43,TEAM GIANT-SHIMANO
127,Brett LANCASTER,Australia,1,+45,ORICA GREENEDGE
128,Murilo Antonio FISCHER,Brazil,1,+45,FDJ
129,Johan LE BON,France,1,+45,FDJ
130,Cédric PINEAU,France,1,+45,FDJ
131,Geoffrey SOUPE,France,1,+45,FDJ
132,Anthony ROUX,France,1,+45,FDJ
133,Nacer BOUHANNI,France,1,+45,FDJ
134,Kenny ELISSONDE,France,1,+45,FDJ
135,Jonathan FUMEAUX,Switzerland,1,+46,IAM CYCLING
136,Nathan BROWN,United States,1,+48,GARMIN
137,Pello BILBAO LOPEZ DE ARMENTIA,Spain,1,+48,CAJA RURAL-SEGUROS RGA
138,Luis Leon SANCHEZ GIL,Spain,1,+48,CAJA RURAL-SEGUROS RGA
139,Amets TXURRUKA,Spain,1,+48,CAJA RURAL-SEGUROS RGA
140,Antonio PIEDRA PEREZ,Spain,1,+48,CAJA RURAL-SEGUROS RGA
141,Javier Francisco ARAMENDIA LORENTE,Spain,1,+48,CAJA RURAL-SEGUROS RGA
142,David ARROYO DURAN,Spain,1,+48,CAJA RURAL-SEGUROS RGA
143,Luis MAS BONET,Spain,1,+48,CAJA RURAL-SEGUROS RGA
144,Karol DOMAGALSKI,Poland,1,+48,CAJA RURAL-SEGUROS RGA
145,Cameron MEYER,Australia,1,+48,ORICA GREENEDGE
146,Paolo LONGO BORGHINI,Italy,1,+50,CANNONDALE
147,Greg HENDERSON,New Zealand,1,+50,LOTTO
148,Romain HARDY,France,1,+51,"COFIDIS, SOLUTIONS CREDITS"
149,Jerome COPPEL,France,1,+51,"COFIDIS, SOLUTIONS CREDITS"
150,Luis Angel MATE MARDONES,Spain,1,+51,"COFIDIS, SOLUTIONS CREDITS"
151,Romain ZINGLE,Belgium,1,+51,"COFIDIS, SOLUTIONS CREDITS"
152,Daniel NAVARRO GARCIA,Spain,1,+51,"COFIDIS, SOLUTIONS CREDITS"
153,Yohan BAGOT,France,1,+51,"COFIDIS, SOLUTIONS CREDITS"
154,Christophe LE MEVEL,France,1,+51,"COFIDIS, SOLUTIONS CREDITS"
155,Lawrence WARBASSE,United States,1,+52,BMC RACING TEAM
156,Jaco VENTER,South Africa,1,+53,MTN - QHUBEKA
157,Bart DE CLERCQ,Belgium,1,+56,LOTTO
158,Christian KNEES,Germany,1,+57,TEAM SKY
159,Kristof VANDEWALLE,Belgium,1,+59,TREK FACTORY RACING
160,Jay Robert THOMSON,South Africa,1,+1:01,MTN - QHUBEKA
161,Louis MEINTJES,South Africa,1,+1:01,MTN - QHUBEKA
162,Romain SICARD,France,1,+1:03,TEAM EUROPCAR
163,Bryan NAULLEAU,France,1,+1:03,TEAM EUROPCAR
164,Yannick MARTINEZ,France,1,+1:03,TEAM EUROPCAR
165,Natnael BERHANE,Eritrea,1,+1:03,TEAM EUROPCAR
166,Jimmy ENGOULVENT,France,1,+1:03,TEAM EUROPCAR
167,Dan CRAVEN,Namibia,1,+1:03,TEAM EUROPCAR
168,Jerome COUSIN,France,1,+1:03,TEAM EUROPCAR
169,Maxime MEDEREL,France,1,+1:03,TEAM EUROPCAR
170,Matteo PELUCCHI,Italy,1,+1:03,IAM CYCLING
171,Yaroslav POPOVYCH,Ukraine,1,+1:05,TREK FACTORY RACING
172,Johan VAN SUMMEREN,Belgium,1,+1:07,GARMIN
173,David MILLAR,Great Britain,1,+1:07,GARMIN
174,Alberto LOSADA ALGUACIL,Spain,1,+1:07,TEAM KATUSHA
175,Guillaume LEVARLET,France,1,+1:08,"COFIDIS, SOLUTIONS CREDITS"
176,Gert JOEAAR,Estonia,1,+1:12,"COFIDIS, SOLUTIONS CREDITS"
177,Eduard VORGANOV,Russia,1,+1:13,TEAM KATUSHA
178,Sam BEWLEY,New Zealand,1,+1:17,ORICA GREENEDGE
179,Vincent JEROME,France,1,+1:18,TEAM EUROPCAR
180,Kanstantsin SIUTSOU,Belarus,1,+1:20,TEAM SKY
181,Luke ROWE,Great Britain,1,+1:20,TEAM SKY
182,Damiano CUNEGO,Italy,1,+1:21,LAMPRE - MERIDA
183,Dmitry KOZONTCHUK,Russia,1,+1:23,TEAM KATUSHA
184,Laurens TEN DAM,Netherlands,1,+1:26,BELKIN
185,Roberto FERRARI,Italy,1,+1:28,LAMPRE - MERIDA
186,Pim LIGTHART,Netherlands,1,+1:33,LOTTO
187,Thibaut PINOT,France,1,+1:34,FDJ
188,Nikias ARNDT,Germany,1,+1:35,TEAM GIANT-SHIMANO
189,Laurent MANGEL,France,1,+1:46,FDJ
190,Moreno HOFLAND,Netherlands,1,+1:49,BELKIN
191,Martijn KEIZER,Netherlands,1,+1:49,BELKIN
192,Sander ARMEE,Belgium,1,+1:58,LOTTO
193,Jesus HERNANDEZ BLAZQUEZ,Spain,1,+2:00,TINKOFF - SAXO
194,Sébastien HINAULT,France,1,+2:07,IAM CYCLING
195,Francesco LASCA,Italy,1,+2:10,CAJA RURAL-SEGUROS RGA
196,Robert WAGNER,Germany,1,+2:16,BELKIN
197,Giampaolo CARUSO,Italy,1,+2:17,TEAM KATUSHA
198,Dominic KLEMME,Germany,1,+2:18,IAM CYCLING
1,Alejandro VALVERDE BELMONTE,Spain,2,+0,MOVISTAR TEAM
2,Nairo Alexander QUINTANA ROJAS,Colombia,2,+0,MOVISTAR TEAM
3,Andrey AMADOR BAKKAZAKOVA,Costa Rica,2,+0,MOVISTAR TEAM
4,Jonathan CASTROVIEJO NICOLAS,Spain,2,+0,MOVISTAR TEAM
5,Imanol ERVITI,Spain,2,+0,MOVISTAR TEAM
6,Gorka IZAGUIRRE INSAUSTI,Spain,2,+0,MOVISTAR TEAM
7,Oscar GATTO,Italy,2,+6,CANNONDALE
8,Michael MATTHEWS,Australia,2,+6,ORICA GREENEDGE
9,Damiano CARUSO,Italy,2,+6,CANNONDALE
10,Maciej BODNAR,Poland,2,+6,CANNONDALE
11,Adam YATES,Great Britain,2,+6,ORICA GREENEDGE
12,Peter SAGAN,Slovakia,2,+6,CANNONDALE
13,Jhoan Esteban CHAVES RUBIO,Colombia,2,+6,ORICA GREENEDGE
14,Ivan SANTAROMITA,Italy,2,+6,ORICA GREENEDGE
15,Alessandro DE MARCHI,Italy,2,+6,CANNONDALE
16,Jasper STUYVEN,Belgium,2,+9,TREK FACTORY RACING
17,George BENNETT,New Zealand,2,+9,CANNONDALE
18,Fabian CANCELLARA,Switzerland,2,+9,TREK FACTORY RACING
19,Haimar ZUBELDIA AGIRRE,Spain,2,+9,TREK FACTORY RACING
20,Julian David ARREDONDO MORENO,Colombia,2,+9,TREK FACTORY RACING
21,Jesse SERGENT,New Zealand,2,+9,TREK FACTORY RACING
22,Bob JUNGELS,Luxembourg,2,+9,TREK FACTORY RACING
23,John DEGENKOLB,Germany,2,+10,TEAM GIANT-SHIMANO
24,Tom BOONEN,Belgium,2,+11,OMEGA PHARMA - QUICK-STEP
25,Rigoberto URAN URAN,Colombia,2,+11,OMEGA PHARMA - QUICK-STEP
26,Wouter POELS,Netherlands,2,+11,OMEGA PHARMA - QUICK-STEP
27,Carlos VERONA QUINTANILLA,Spain,2,+11,OMEGA PHARMA - QUICK-STEP
28,Tony MARTIN,Germany,2,+11,OMEGA PHARMA - QUICK-STEP
29,Gianluca BRAMBILLA,Italy,2,+11,OMEGA PHARMA - QUICK-STEP
30,Pieter SERRY,Belgium,2,+11,OMEGA PHARMA - QUICK-STEP
31,Nikolas MAES,Belgium,2,+12,OMEGA PHARMA - QUICK-STEP
32,Tobias LUDVIGSSON,Sweden,2,+16,TEAM GIANT-SHIMANO
33,Koen DE KORT,Netherlands,2,+16,TEAM GIANT-SHIMANO
34,Alberto CONTADOR VELASCO,Spain,2,+19,TINKOFF - SAXO
35,Wilco KELDERMAN,Netherlands,2,+19,BELKIN
36,Warren BARGUIL,France,2,+19,TEAM GIANT-SHIMANO
37,Robert GESINK,Netherlands,2,+19,BELKIN
38,Ivan ROVNY,Russia,2,+19,TINKOFF - SAXO
39,Oliver ZAUGG,Switzerland,2,+19,TINKOFF - SAXO
40,Sergio Miguel MOREIRA PAULINHO,Portugal,2,+19,TINKOFF - SAXO
41,Samuel SANCHEZ GONZALEZ,Spain,2,+21,BMC RACING TEAM
42,Dominik NERZ,Germany,2,+21,BMC RACING TEAM
43,Steve MORABITO,Switzerland,2,+21,BMC RACING TEAM
44,Cadel EVANS,Australia,2,+21,BMC RACING TEAM
45,Danilo WYSS,Switzerland,2,+21,BMC RACING TEAM
46,Maximiliano Ariel RICHEZE,Argentina,2,+25,LAMPRE - MERIDA
47,Winner ANACONA GOMEZ,Colombia,2,+25,LAMPRE - MERIDA
48,Przemyslaw NIEMIEC,Poland,2,+25,LAMPRE - MERIDA
49,Jose Rodolfo SERPA PEREZ,Colombia,2,+25,LAMPRE - MERIDA
50,Jacques JANSE VAN RENSBURG,South Africa,2,+25,MTN - QHUBEKA
51,Martin VELITS,Slovakia,2,+26,OMEGA PHARMA - QUICK-STEP
52,Christopher FROOME,Great Britain,2,+27,TEAM SKY
53,Mikel NIEVE ITURALDE,Spain,2,+27,TEAM SKY
54,Peter KENNAUGH,Great Britain,2,+27,TEAM SKY
55,Philip DEIGNAN,Ireland,2,+27,TEAM SKY
56,José HERRADA LOPEZ,Spain,2,+28,MOVISTAR TEAM
57,Gerald CIOLEK,Germany,2,+29,MTN - QHUBEKA
58,Daniel TEKLEHAIMANOT,Eritrea,2,+29,MTN - QHUBEKA
59,Sergio PARDILLA BELLON,Spain,2,+29,MTN - QHUBEKA
60,Merhawi KUDUS GHEBREMEDHIN,Eritrea,2,+29,MTN - QHUBEKA
61,Jacopo GUARNIERI,Italy,2,+30,ASTANA PRO TEAM
62,Fabio ARU,Italy,2,+30,ASTANA PRO TEAM
63,Maxime MONFORT,Belgium,2,+30,LOTTO
64,Tanel KANGERT,Estonia,2,+30,ASTANA PRO TEAM
65,Jurgen VAN DEN BROECK,Belgium,2,+30,LOTTO
66,Mikel LANDA MEANA,Spain,2,+30,ASTANA PRO TEAM
67,Alexey LUTSENKO,Kazakhstan,2,+30,ASTANA PRO TEAM
68,Guillaume BOIVIN,Canada,2,+31,CANNONDALE
69,Yauheni HUTAROVICH,Belarus,2,+33,AG2R LA MONDIALE
70,Lloyd MONDORY,France,2,+33,AG2R LA MONDIALE
71,Sébastien TURGOT,France,2,+33,AG2R LA MONDIALE
72,Maxime BOUET,France,2,+33,AG2R LA MONDIALE
73,Hubert DUPONT,France,2,+33,AG2R LA MONDIALE
74,Damien GAUDIN,France,2,+33,AG2R LA MONDIALE
75,Nacer BOUHANNI,France,2,+35,FDJ
76,Alexandr KOLOBNEV,Russia,2,+38,TEAM KATUSHA
77,Joaquin RODRIGUEZ OLIVER,Spain,2,+38,TEAM KATUSHA
78,Daniel MORENO FERNANDEZ,Spain,2,+38,TEAM KATUSHA
79,Matthias KRIZEK,Austria,2,+38,CANNONDALE
80,Lawson CRADDOCK,United States,2,+38,TEAM GIANT-SHIMANO
81,Vicente REYNES MIMO,Spain,2,+40,IAM CYCLING
82,Johann TSCHOPP,Switzerland,2,+40,IAM CYCLING
83,Daniel MARTIN,Ireland,2,+41,GARMIN
84,Koldo FERNANDEZ,Spain,2,+41,GARMIN
85,Andrew TALANSKY,United States,2,+41,GARMIN
86,Andre Fernando S. Martins CARDOSO,Portugal,2,+41,GARMIN
87,Ryder HESJEDAL,Canada,2,+41,GARMIN
88,Chris Anker SÖRENSEN,Denmark,2,+41,TINKOFF - SAXO
89,Valerio CONTI,Italy,2,+42,LAMPRE - MERIDA
90,Patrick GRETSCH,Germany,2,+43,AG2R LA MONDIALE
91,Philippe GILBERT,Belgium,2,+43,BMC RACING TEAM
92,Mitchell DOCKER,Australia,2,+43,ORICA GREENEDGE
93,Geoffrey SOUPE,France,2,+45,FDJ
94,Murilo Antonio FISCHER,Brazil,2,+45,FDJ
95,Kenny ELISSONDE,France,2,+45,FDJ
96,Anthony ROUX,France,2,+45,FDJ
97,Johan LE BON,France,2,+45,FDJ
98,Filippo POZZATO,Italy,2,+47,LAMPRE - MERIDA
99,Elia FAVILLI,Italy,2,+47,LAMPRE - MERIDA
100,David ARROYO DURAN,Spain,2,+48,CAJA RURAL-SEGUROS RGA
101,Amets TXURRUKA,Spain,2,+48,CAJA RURAL-SEGUROS RGA
102,Luis Leon SANCHEZ GIL,Spain,2,+48,CAJA RURAL-SEGUROS RGA
103,Karol DOMAGALSKI,Poland,2,+48,CAJA RURAL-SEGUROS RGA
104,Luis MAS BONET,Spain,2,+48,CAJA RURAL-SEGUROS RGA
105,Adriano MALORI,Italy,2,+48,MOVISTAR TEAM
106,Romain HARDY,France,2,+49,"COFIDIS, SOLUTIONS CREDITS"
107,Greg HENDERSON,New Zealand,2,+50,LOTTO
108,Romain ZINGLE,Belgium,2,+51,"COFIDIS, SOLUTIONS CREDITS"
109,Daniel NAVARRO GARCIA,Spain,2,+51,"COFIDIS, SOLUTIONS CREDITS"
110,Christophe LE MEVEL,France,2,+51,"COFIDIS, SOLUTIONS CREDITS"
111,Jerome COPPEL,France,2,+51,"COFIDIS, SOLUTIONS CREDITS"
112,Luis Angel MATE MARDONES,Spain,2,+51,"COFIDIS, SOLUTIONS CREDITS"
113,Yohan BAGOT,France,2,+51,"COFIDIS, SOLUTIONS CREDITS"
114,Kristian SBARAGLI,Italy,2,+51,MTN - QHUBEKA
115,Paolo TIRALONGO,Italy,2,+52,ASTANA PRO TEAM
116,Adam HANSEN,Australia,2,+52,LOTTO
117,Chad HAGA,United States,2,+54,TEAM GIANT-SHIMANO
118,Bart DE CLERCQ,Belgium,2,+56,LOTTO
119,Michael Valgren ANDERSEN,Denmark,2,+57,TINKOFF - SAXO
120,Javier MORENO BAZAN,Spain,2,+57,MOVISTAR TEAM
121,Manuel QUINZIATO,Italy,2,+59,BMC RACING TEAM
122,Rohan DENNIS,Australia,2,+59,BMC RACING TEAM
123,Sergei CHERNETSKI,Russia,2,+1:00,TEAM KATUSHA
124,Yury TROFIMOV,Russia,2,+1:00,TEAM KATUSHA
125,Matteo PELUCCHI,Italy,2,+1:03,IAM CYCLING
126,Yannick MARTINEZ,France,2,+1:03,TEAM EUROPCAR
127,Romain SICARD,France,2,+1:03,TEAM EUROPCAR
128,Jimmy ENGOULVENT,France,2,+1:03,TEAM EUROPCAR
129,Natnael BERHANE,Eritrea,2,+1:03,TEAM EUROPCAR
130,Dan CRAVEN,Namibia,2,+1:03,TEAM EUROPCAR
131,Maxime MEDEREL,France,2,+1:03,TEAM EUROPCAR
132,Nathan HAAS,Australia,2,+1:03,GARMIN
133,Jens DEBUSSCHERE,Belgium,2,+1:03,LOTTO
134,Johan VAN SUMMEREN,Belgium,2,+1:07,GARMIN
135,Alberto LOSADA ALGUACIL,Spain,2,+1:07,TEAM KATUSHA
136,Guillaume LEVARLET,France,2,+1:08,"COFIDIS, SOLUTIONS CREDITS"
137,Jonathan FUMEAUX,Switzerland,2,+1:08,IAM CYCLING
138,Daniele BENNATI,Italy,2,+1:09,TINKOFF - SAXO
139,Antonio PIEDRA PEREZ,Spain,2,+1:10,CAJA RURAL-SEGUROS RGA
140,Pello BILBAO LOPEZ DE ARMENTIA,Spain,2,+1:10,CAJA RURAL-SEGUROS RGA
141,Nathan BROWN,United States,2,+1:10,GARMIN
142,Simon CLARKE,Australia,2,+1:10,ORICA GREENEDGE
143,Rinaldo NOCENTINI,Italy,2,+1:11,AG2R LA MONDIALE
144,Dario CATALDO,Italy,2,+1:11,TEAM SKY
145,Gert JOEAAR,Estonia,2,+1:12,"COFIDIS, SOLUTIONS CREDITS"
146,Paolo LONGO BORGHINI,Italy,2,+1:12,CANNONDALE
147,Eduard VORGANOV,Russia,2,+1:13,TEAM KATUSHA
148,Lawrence WARBASSE,United States,2,+1:14,BMC RACING TEAM
149,Vegard BREEN,Norway,2,+1:14,LOTTO
150,Paul MARTENS,Germany,2,+1:20,BELKIN
151,Damiano CUNEGO,Italy,2,+1:21,LAMPRE - MERIDA
152,Dmitry KOZONTCHUK,Russia,2,+1:23,TEAM KATUSHA
153,Jay Robert THOMSON,South Africa,2,+1:23,MTN - QHUBEKA
154,Louis MEINTJES,South Africa,2,+1:23,MTN - QHUBEKA
155,Roberto FERRARI,Italy,2,+1:24,LAMPRE - MERIDA
156,Vasil KIRYIENKA,Belarus,2,+1:24,TEAM SKY
157,Bryan NAULLEAU,France,2,+1:25,TEAM EUROPCAR
158,Matteo TOSATTO,Italy,2,+1:26,TINKOFF - SAXO
159,Fabio FELLINE,Italy,2,+1:26,TREK FACTORY RACING
160,Maarten TJALLINGII,Netherlands,2,+1:27,BELKIN
161,Andrea GUARDINI,Italy,2,+1:28,ASTANA PRO TEAM
162,Laurens TEN DAM,Netherlands,2,+1:31,BELKIN
163,Pim LIGTHART,Netherlands,2,+1:33,LOTTO
164,Aleksejs SARAMOTINS,Latvia,2,+1:35,IAM CYCLING
165,Kanstantsin SIUTSOU,Belarus,2,+1:42,TEAM SKY
166,Cédric PINEAU,France,2,+1:42,FDJ
167,Brett LANCASTER,Australia,2,+1:42,ORICA GREENEDGE
168,Marcel AREGGER,Switzerland,2,+1:44,IAM CYCLING
169,David MILLAR,Great Britain,2,+1:45,GARMIN
170,Johannes FRÖHLINGER,Germany,2,+1:45,TEAM GIANT-SHIMANO
171,Daniil FOMINYKH,Kazakhstan,2,+1:47,ASTANA PRO TEAM
172,Carlos Alberto BETANCUR GOMEZ,Colombia,2,+1:48,AG2R LA MONDIALE
173,Moreno HOFLAND,Netherlands,2,+1:49,BELKIN
174,Martijn KEIZER,Netherlands,2,+1:49,BELKIN
175,Sander ARMEE,Belgium,2,+1:58,LOTTO
176,Yaroslav POPOVYCH,Ukraine,2,+1:59,TREK FACTORY RACING
177,Andrey ZEITS,Kazakhstan,2,+1:59,ASTANA PRO TEAM
178,Jesus HERNANDEZ BLAZQUEZ,Spain,2,+2:00,TINKOFF - SAXO
179,Ramon SINKELDAM,Netherlands,2,+2:00,TEAM GIANT-SHIMANO
180,Sébastien HINAULT,France,2,+2:07,IAM CYCLING
181,Cameron MEYER,Australia,2,+2:09,ORICA GREENEDGE
182,Francesco LASCA,Italy,2,+2:10,CAJA RURAL-SEGUROS RGA
183,Christian KNEES,Germany,2,+2:12,TEAM SKY
184,Kristof VANDEWALLE,Belgium,2,+2:16,TREK FACTORY RACING
185,Giampaolo CARUSO,Italy,2,+2:17,TEAM KATUSHA
186,Jerome COUSIN,France,2,+2:20,TEAM EUROPCAR
187,Sam BEWLEY,New Zealand,2,+2:21,ORICA GREENEDGE
188,Pirmin LANG,Switzerland,2,+2:22,IAM CYCLING
189,Nikias ARNDT,Germany,2,+2:27,TEAM GIANT-SHIMANO
190,Vincent JEROME,France,2,+2:35,TEAM EUROPCAR
191,Luke ROWE,Great Britain,2,+2:37,TEAM SKY
192,Thibaut PINOT,France,2,+2:51,FDJ
