Rank,Name,Country,Stage,Gap,Team
1,Alberto CONTADOR VELASCO,Spain,17,+0,TINKOFF - SAXO
2,Alejandro VALVERDE BELMONTE,Spain,17,+1:36,MOVISTAR TEAM
3,Christopher FROOME,Great Britain,17,+1:39,TEAM SKY
4,Joaquin RODRIGUEZ OLIVER,Spain,17,+2:29,TEAM KATUSHA
5,Fabio ARU,Italy,17,+3:38,ASTANA PRO TEAM
6,Daniel MARTIN,Ireland,17,+6:17,GARMIN
7,Robert GESINK,Netherlands,17,+6:43,BELKIN
8,Samuel SANCHEZ GONZALEZ,Spain,17,+6:55,BMC RACING TEAM
9,Warren BARGUIL,France,17,+8:37,TEAM GIANT-SHIMANO
10,Damiano CARUSO,Italy,17,+9:10,CANNONDALE
11,Daniel NAVARRO GARCIA,Spain,17,+9:24,"COFIDIS, SOLUTIONS CREDITS"
12,Daniel MORENO FERNANDEZ,Spain,17,+12:14,TEAM KATUSHA
13,Mikel NIEVE ITURALDE,Spain,17,+13:16,TEAM SKY
14,Romain SICARD,France,17,+17:16,TEAM EUROPCAR
15,Wilco KELDERMAN,Netherlands,17,+17:54,BELKIN
16,Maxime MONFORT,Belgium,17,+19:59,LOTTO
17,Giampaolo CARUSO,Italy,17,+20:56,TEAM KATUSHA
18,Sergio PARDILLA BELLON,Spain,17,+21:58,MTN - QHUBEKA
19,Winner ANACONA GOMEZ,Colombia,17,+23:10,LAMPRE - MERIDA
20,Luis Angel MATE MARDONES,Spain,17,+28:53,"COFIDIS, SOLUTIONS CREDITS"
21,Dominik NERZ,Germany,17,+30:52,BMC RACING TEAM
22,David ARROYO DURAN,Spain,17,+35:44,CAJA RURAL-SEGUROS RGA
23,Christophe LE MEVEL,France,17,+41:54,"COFIDIS, SOLUTIONS CREDITS"
24,Oliver ZAUGG,Switzerland,17,+44:18,TINKOFF - SAXO
25,Ryder HESJEDAL,Canada,17,+46:42,GARMIN
26,Mikel LANDA MEANA,Spain,17,+47:33,ASTANA PRO TEAM
27,Jesus HERNANDEZ BLAZQUEZ,Spain,17,+48:09,TINKOFF - SAXO
28,Przemyslaw NIEMIEC,Poland,17,+51:10,LAMPRE - MERIDA
29,Jhoan Esteban CHAVES RUBIO,Colombia,17,+52:44,ORICA GREENEDGE
30,Andre Fernando S. Martins CARDOSO,Portugal,17,+52:52,GARMIN
31,José HERRADA LOPEZ,Spain,17,+55:38,MOVISTAR TEAM
32,Wouter POELS,Netherlands,17,+59:36,OMEGA PHARMA - QUICK-STEP
33,Gorka IZAGUIRRE INSAUSTI,Spain,17,+1:04:59,MOVISTAR TEAM
34,Chris Anker SÖRENSEN,Denmark,17,+1:05:02,TINKOFF - SAXO
35,Andrey AMADOR BAKKAZAKOVA,Costa Rica,17,+1:13:01,MOVISTAR TEAM
36,Pieter SERRY,Belgium,17,+1:14:39,OMEGA PHARMA - QUICK-STEP
37,Jerome COPPEL,France,17,+1:15:55,"COFIDIS, SOLUTIONS CREDITS"
38,Alexandr KOLOBNEV,Russia,17,+1:17:40,TEAM KATUSHA
39,Philippe GILBERT,Belgium,17,+1:18:41,BMC RACING TEAM
40,Paolo TIRALONGO,Italy,17,+1:19:06,ASTANA PRO TEAM
41,Laurens TEN DAM,Netherlands,17,+1:20:20,BELKIN
42,Danilo WYSS,Switzerland,17,+1:22:02,BMC RACING TEAM
43,Amets TXURRUKA,Spain,17,+1:23:24,CAJA RURAL-SEGUROS RGA
44,Bart DE CLERCQ,Belgium,17,+1:23:55,LOTTO
45,Philip DEIGNAN,Ireland,17,+1:25:18,TEAM SKY
46,Maxime MEDEREL,France,17,+1:28:45,TEAM EUROPCAR
47,Adam HANSEN,Australia,17,+1:28:56,LOTTO
48,Alberto LOSADA ALGUACIL,Spain,17,+1:31:45,TEAM KATUSHA
49,Daniel TEKLEHAIMANOT,Eritrea,17,+1:33:44,MTN - QHUBEKA
50,Kanstantsin SIUTSOU,Belarus,17,+1:34:31,TEAM SKY
51,Guillaume LEVARLET,France,17,+1:37:12,"COFIDIS, SOLUTIONS CREDITS"
52,Eduard VORGANOV,Russia,17,+1:39:34,TEAM KATUSHA
53,Luis Leon SANCHEZ GIL,Spain,17,+1:40:46,CAJA RURAL-SEGUROS RGA
54,Andrew TALANSKY,United States,17,+1:41:46,GARMIN
55,Cadel EVANS,Australia,17,+1:42:01,BMC RACING TEAM
56,Andrey ZEITS,Kazakhstan,17,+1:45:31,ASTANA PRO TEAM
57,Louis MEINTJES,South Africa,17,+1:46:03,MTN - QHUBEKA
58,Hubert DUPONT,France,17,+1:48:47,AG2R LA MONDIALE
59,Manuel QUINZIATO,Italy,17,+1:48:50,BMC RACING TEAM
60,Paul MARTENS,Germany,17,+1:49:18,BELKIN
61,Tobias LUDVIGSSON,Sweden,17,+1:52:42,TEAM GIANT-SHIMANO
62,Vicente REYNES MIMO,Spain,17,+1:53:34,IAM CYCLING
63,Sergio Miguel MOREIRA PAULINHO,Portugal,17,+1:54:37,TINKOFF - SAXO
64,Alessandro DE MARCHI,Italy,17,+1:58:13,CANNONDALE
65,Imanol ERVITI,Spain,17,+1:59:25,MOVISTAR TEAM
66,Pello BILBAO LOPEZ DE ARMENTIA,Spain,17,+2:01:16,CAJA RURAL-SEGUROS RGA
67,Jacques JANSE VAN RENSBURG,South Africa,17,+2:02:12,MTN - QHUBEKA
68,Chad HAGA,United States,17,+2:02:32,TEAM GIANT-SHIMANO
69,Jonathan CASTROVIEJO NICOLAS,Spain,17,+2:03:14,MOVISTAR TEAM
70,Bob JUNGELS,Luxembourg,17,+2:05:34,TREK FACTORY RACING
71,Lawrence WARBASSE,United States,17,+2:06:41,BMC RACING TEAM
72,Carlos VERONA QUINTANILLA,Spain,17,+2:08:50,OMEGA PHARMA - QUICK-STEP
73,Romain HARDY,France,17,+2:08:54,"COFIDIS, SOLUTIONS CREDITS"
74,Dario CATALDO,Italy,17,+2:09:18,TEAM SKY
75,Johan LE BON,France,17,+2:11:31,FDJ
76,Rohan DENNIS,Australia,17,+2:11:42,BMC RACING TEAM
77,Simon CLARKE,Australia,17,+2:11:46,ORICA GREENEDGE
78,Peter KENNAUGH,Great Britain,17,+2:12:10,TEAM SKY
79,Stef CLEMENT,Netherlands,17,+2:12:35,BELKIN
80,Michael MATTHEWS,Australia,17,+2:13:57,ORICA GREENEDGE
81,Cédric PINEAU,France,17,+2:17:11,FDJ
82,Yannick MARTINEZ,France,17,+2:17:53,TEAM EUROPCAR
83,Koen DE KORT,Netherlands,17,+2:18:05,TEAM GIANT-SHIMANO
84,Kristof VANDEWALLE,Belgium,17,+2:19:51,TREK FACTORY RACING
85,Tom BOONEN,Belgium,17,+2:20:22,OMEGA PHARMA - QUICK-STEP
86,Romain ZINGLE,Belgium,17,+2:20:33,"COFIDIS, SOLUTIONS CREDITS"
87,Javier MORENO BAZAN,Spain,17,+2:20:43,MOVISTAR TEAM
88,Nathan BROWN,United States,17,+2:20:59,GARMIN
89,Koldo FERNANDEZ,Spain,17,+2:21:06,GARMIN
90,Martijn KEIZER,Netherlands,17,+2:21:25,BELKIN
91,Jerome COUSIN,France,17,+2:21:42,TEAM EUROPCAR
92,Adam YATES,Great Britain,17,+2:22:18,ORICA GREENEDGE
93,Jasper STUYVEN,Belgium,17,+2:25:48,TREK FACTORY RACING
94,Jose Rodolfo SERPA PEREZ,Colombia,17,+2:27:13,LAMPRE - MERIDA
95,Damiano CUNEGO,Italy,17,+2:27:23,LAMPRE - MERIDA
96,George BENNETT,New Zealand,17,+2:28:01,CANNONDALE
97,Yury TROFIMOV,Russia,17,+2:30:22,TEAM KATUSHA
98,Filippo POZZATO,Italy,17,+2:31:19,LAMPRE - MERIDA
99,Johannes FRÖHLINGER,Germany,17,+2:35:27,TEAM GIANT-SHIMANO
100,Merhawi KUDUS GHEBREMEDHIN,Eritrea,17,+2:39:16,MTN - QHUBEKA
101,Fabio FELLINE,Italy,17,+2:41:47,TREK FACTORY RACING
102,Fabian CANCELLARA,Switzerland,17,+2:41:53,TREK FACTORY RACING
103,Javier Francisco ARAMENDIA LORENTE,Spain,17,+2:42:01,CAJA RURAL-SEGUROS RGA
104,Elia FAVILLI,Italy,17,+2:42:30,LAMPRE - MERIDA
105,Dmitry KOZONTCHUK,Russia,17,+2:42:34,TEAM KATUSHA
106,Daniele BENNATI,Italy,17,+2:42:37,TINKOFF - SAXO
107,Kristian SBARAGLI,Italy,17,+2:43:13,MTN - QHUBEKA
108,Paolo LONGO BORGHINI,Italy,17,+2:43:30,CANNONDALE
109,Vincent JEROME,France,17,+2:43:43,TEAM EUROPCAR
110,Jens DEBUSSCHERE,Belgium,17,+2:44:33,LOTTO
111,Nikias ARNDT,Germany,17,+2:45:04,TEAM GIANT-SHIMANO
112,Antonio PIEDRA PEREZ,Spain,17,+2:45:04,CAJA RURAL-SEGUROS RGA
113,Sander ARMEE,Belgium,17,+2:45:40,LOTTO
114,Valerio CONTI,Italy,17,+2:46:15,LAMPRE - MERIDA
115,Vasil KIRYIENKA,Belarus,17,+2:46:54,TEAM SKY
116,Adriano MALORI,Italy,17,+2:47:53,MOVISTAR TEAM
117,Rinaldo NOCENTINI,Italy,17,+2:48:20,AG2R LA MONDIALE
118,Alexey LUTSENKO,Kazakhstan,17,+2:49:07,ASTANA PRO TEAM
119,Sébastien HINAULT,France,17,+2:49:13,IAM CYCLING
120,Geoffrey SOUPE,France,17,+2:49:19,FDJ
121,Yohan BAGOT,France,17,+2:50:06,"COFIDIS, SOLUTIONS CREDITS"
122,Matteo TOSATTO,Italy,17,+2:50:50,TINKOFF - SAXO
123,Nikolas MAES,Belgium,17,+2:52:00,OMEGA PHARMA - QUICK-STEP
124,Maciej BODNAR,Poland,17,+2:55:50,CANNONDALE
125,Yaroslav POPOVYCH,Ukraine,17,+2:57:28,TREK FACTORY RACING
126,Marcel AREGGER,Switzerland,17,+2:58:51,IAM CYCLING
127,Johan VAN SUMMEREN,Belgium,17,+2:59:01,GARMIN
128,Karol DOMAGALSKI,Poland,17,+2:59:09,CAJA RURAL-SEGUROS RGA
129,John DEGENKOLB,Germany,17,+3:00:22,TEAM GIANT-SHIMANO
130,Luis MAS BONET,Spain,17,+3:01:08,CAJA RURAL-SEGUROS RGA
131,Sergei CHERNETSKI,Russia,17,+3:01:38,TEAM KATUSHA
132,Jaco VENTER,South Africa,17,+3:03:11,MTN - QHUBEKA
133,Cameron MEYER,Australia,17,+3:05:31,ORICA GREENEDGE
134,Michael Valgren ANDERSEN,Denmark,17,+3:05:35,TINKOFF - SAXO
135,Matthias KRIZEK,Austria,17,+3:05:47,CANNONDALE
136,Vegard BREEN,Norway,17,+3:10:22,LOTTO
137,Pim LIGTHART,Netherlands,17,+3:12:26,LOTTO
138,Damien GAUDIN,France,17,+3:12:32,AG2R LA MONDIALE
139,Patrick GRETSCH,Germany,17,+3:12:48,AG2R LA MONDIALE
140,Jesse SERGENT,New Zealand,17,+3:14:08,TREK FACTORY RACING
141,Greg HENDERSON,New Zealand,17,+3:15:58,LOTTO
142,Sam BEWLEY,New Zealand,17,+3:16:37,ORICA GREENEDGE
143,Martin VELITS,Slovakia,17,+3:19:06,OMEGA PHARMA - QUICK-STEP
144,Ramon SINKELDAM,Netherlands,17,+3:19:51,TEAM GIANT-SHIMANO
145,Yauheni HUTAROVICH,Belarus,17,+3:22:46,AG2R LA MONDIALE
146,Gerald CIOLEK,Germany,17,+3:24:00,MTN - QHUBEKA
147,David MILLAR,Great Britain,17,+3:25:58,GARMIN
148,Jonathan FUMEAUX,Switzerland,17,+3:27:06,IAM CYCLING
149,Luke ROWE,Great Britain,17,+3:27:37,TEAM SKY
150,Maximiliano Ariel RICHEZE,Argentina,17,+3:27:50,LAMPRE - MERIDA
151,Roberto FERRARI,Italy,17,+3:28:01,LAMPRE - MERIDA
152,Maarten TJALLINGII,Netherlands,17,+3:29:22,BELKIN
153,Nathan HAAS,Australia,17,+3:30:56,GARMIN
154,Pirmin LANG,Switzerland,17,+3:34:12,IAM CYCLING
155,Dan CRAVEN,Namibia,17,+3:35:00,TEAM EUROPCAR
156,Mitchell DOCKER,Australia,17,+3:35:52,ORICA GREENEDGE
157,Guillaume BOIVIN,Canada,17,+3:36:42,CANNONDALE
158,Daniil FOMINYKH,Kazakhstan,17,+3:38:58,ASTANA PRO TEAM
159,Natnael BERHANE,Eritrea,17,+3:43:09,TEAM EUROPCAR
160,Gert JOEAAR,Estonia,17,+3:43:51,"COFIDIS, SOLUTIONS CREDITS"
161,Jacopo GUARNIERI,Italy,17,+3:45:04,ASTANA PRO TEAM
162,Robert WAGNER,Germany,17,+3:45:19,BELKIN
163,Sébastien TURGOT,France,17,+3:47:47,AG2R LA MONDIALE
164,Jay Robert THOMSON,South Africa,17,+3:47:52,MTN - QHUBEKA
165,Francesco LASCA,Italy,17,+3:49:43,CAJA RURAL-SEGUROS RGA
166,Laurent MANGEL,France,17,+3:51:17,FDJ
167,Jimmy ENGOULVENT,France,17,+3:55:27,TEAM EUROPCAR
168,Carlos Alberto BETANCUR GOMEZ,Colombia,17,+4:13:43,AG2R LA MONDIALE
169,Andrea GUARDINI,Italy,17,+4:16:41,ASTANA PRO TEAM
1,Alberto CONTADOR VELASCO,Spain,18,+0,TINKOFF - SAXO
2,Christopher FROOME,Great Britain,18,+1:19,TEAM SKY
3,Alejandro VALVERDE BELMONTE,Spain,18,+1:32,MOVISTAR TEAM
4,Joaquin RODRIGUEZ OLIVER,Spain,18,+2:29,TEAM KATUSHA
5,Fabio ARU,Italy,18,+3:15,ASTANA PRO TEAM
6,Daniel MARTIN,Ireland,18,+6:52,GARMIN
7,Samuel SANCHEZ GONZALEZ,Spain,18,+6:59,BMC RACING TEAM
8,Warren BARGUIL,France,18,+9:12,TEAM GIANT-SHIMANO
9,Daniel NAVARRO GARCIA,Spain,18,+9:44,"COFIDIS, SOLUTIONS CREDITS"
10,Damiano CARUSO,Italy,18,+9:45,CANNONDALE
11,Daniel MORENO FERNANDEZ,Spain,18,+12:49,TEAM KATUSHA
12,Mikel NIEVE ITURALDE,Spain,18,+14:15,TEAM SKY
13,Romain SICARD,France,18,+18:15,TEAM EUROPCAR
14,Wilco KELDERMAN,Netherlands,18,+20:05,BELKIN
15,Giampaolo CARUSO,Italy,18,+21:55,TEAM KATUSHA
16,Maxime MONFORT,Belgium,18,+22:10,LOTTO
17,Sergio PARDILLA BELLON,Spain,18,+22:33,MTN - QHUBEKA
18,Luis Angel MATE MARDONES,Spain,18,+30:16,"COFIDIS, SOLUTIONS CREDITS"
19,Dominik NERZ,Germany,18,+31:51,BMC RACING TEAM
20,Winner ANACONA GOMEZ,Colombia,18,+36:54,LAMPRE - MERIDA
21,David ARROYO DURAN,Spain,18,+39:03,CAJA RURAL-SEGUROS RGA
22,Christophe LE MEVEL,France,18,+44:26,"COFIDIS, SOLUTIONS CREDITS"
23,Oliver ZAUGG,Switzerland,18,+46:09,TINKOFF - SAXO
24,Jesus HERNANDEZ BLAZQUEZ,Spain,18,+50:23,TINKOFF - SAXO
25,Ryder HESJEDAL,Canada,18,+53:39,GARMIN
26,Przemyslaw NIEMIEC,Poland,18,+54:22,LAMPRE - MERIDA
27,Andre Fernando S. Martins CARDOSO,Portugal,18,+57:32,GARMIN
28,Mikel LANDA MEANA,Spain,18,+1:03:31,ASTANA PRO TEAM
29,Chris Anker SÖRENSEN,Denmark,18,+1:08:54,TINKOFF - SAXO
30,Gorka IZAGUIRRE INSAUSTI,Spain,18,+1:11:53,MOVISTAR TEAM
31,Jhoan Esteban CHAVES RUBIO,Colombia,18,+1:13:20,ORICA GREENEDGE
32,José HERRADA LOPEZ,Spain,18,+1:16:14,MOVISTAR TEAM
33,Jerome COPPEL,France,18,+1:16:54,"COFIDIS, SOLUTIONS CREDITS"
34,Andrey AMADOR BAKKAZAKOVA,Costa Rica,18,+1:19:58,MOVISTAR TEAM
35,Wouter POELS,Netherlands,18,+1:20:12,OMEGA PHARMA - QUICK-STEP
36,Paolo TIRALONGO,Italy,18,+1:21:47,ASTANA PRO TEAM
37,Laurens TEN DAM,Netherlands,18,+1:27:17,BELKIN
38,Danilo WYSS,Switzerland,18,+1:27:38,BMC RACING TEAM
39,Pieter SERRY,Belgium,18,+1:28:23,OMEGA PHARMA - QUICK-STEP
40,Bart DE CLERCQ,Belgium,18,+1:28:35,LOTTO
41,Maxime MEDEREL,France,18,+1:29:47,TEAM EUROPCAR
42,Alexandr KOLOBNEV,Russia,18,+1:31:24,TEAM KATUSHA
43,Philippe GILBERT,Belgium,18,+1:32:25,BMC RACING TEAM
44,Philip DEIGNAN,Ireland,18,+1:33:16,TEAM SKY
45,Amets TXURRUKA,Spain,18,+1:39:22,CAJA RURAL-SEGUROS RGA
46,Alberto LOSADA ALGUACIL,Spain,18,+1:42:18,TEAM KATUSHA
47,Kanstantsin SIUTSOU,Belarus,18,+1:42:29,TEAM SKY
48,Eduard VORGANOV,Russia,18,+1:43:38,TEAM KATUSHA
49,Cadel EVANS,Australia,18,+1:46:05,BMC RACING TEAM
50,Daniel TEKLEHAIMANOT,Eritrea,18,+1:47:28,MTN - QHUBEKA
51,Adam HANSEN,Australia,18,+1:49:32,LOTTO
52,Andrey ZEITS,Kazakhstan,18,+1:50:11,ASTANA PRO TEAM
53,Guillaume LEVARLET,France,18,+1:50:56,"COFIDIS, SOLUTIONS CREDITS"
54,Luis Leon SANCHEZ GIL,Spain,18,+1:52:26,CAJA RURAL-SEGUROS RGA
55,Hubert DUPONT,France,18,+1:55:12,AG2R LA MONDIALE
56,Louis MEINTJES,South Africa,18,+1:59:47,MTN - QHUBEKA
57,Pello BILBAO LOPEZ DE ARMENTIA,Spain,18,+2:02:15,CAJA RURAL-SEGUROS RGA
58,Andrew TALANSKY,United States,18,+2:02:22,GARMIN
59,Sergio Miguel MOREIRA PAULINHO,Portugal,18,+2:02:35,TINKOFF - SAXO
60,Alessandro DE MARCHI,Italy,18,+2:02:39,CANNONDALE
61,Paul MARTENS,Germany,18,+2:03:02,BELKIN
62,Jacques JANSE VAN RENSBURG,South Africa,18,+2:03:34,MTN - QHUBEKA
63,Vicente REYNES MIMO,Spain,18,+2:07:18,IAM CYCLING
64,Tobias LUDVIGSSON,Sweden,18,+2:08:40,TEAM GIANT-SHIMANO
65,Manuel QUINZIATO,Italy,18,+2:09:26,BMC RACING TEAM
66,Jonathan CASTROVIEJO NICOLAS,Spain,18,+2:13:46,MOVISTAR TEAM
67,Chad HAGA,United States,18,+2:16:16,TEAM GIANT-SHIMANO
68,Dario CATALDO,Italy,18,+2:17:16,TEAM SKY
69,Imanol ERVITI,Spain,18,+2:20:01,MOVISTAR TEAM
70,Carlos VERONA QUINTANILLA,Spain,18,+2:24:48,OMEGA PHARMA - QUICK-STEP
71,Johan LE BON,France,18,+2:25:12,FDJ
72,Bob JUNGELS,Luxembourg,18,+2:26:10,TREK FACTORY RACING
73,Stef CLEMENT,Netherlands,18,+2:26:19,BELKIN
74,Lawrence WARBASSE,United States,18,+2:27:17,BMC RACING TEAM
75,Romain HARDY,France,18,+2:29:30,"COFIDIS, SOLUTIONS CREDITS"
76,Cédric PINEAU,France,18,+2:30:55,FDJ
77,Rohan DENNIS,Australia,18,+2:32:18,BMC RACING TEAM
78,Simon CLARKE,Australia,18,+2:32:35,ORICA GREENEDGE
79,Peter KENNAUGH,Great Britain,18,+2:32:59,TEAM SKY
80,Michael MATTHEWS,Australia,18,+2:34:33,ORICA GREENEDGE
81,Martijn KEIZER,Netherlands,18,+2:37:23,BELKIN
82,Jerome COUSIN,France,18,+2:37:40,TEAM EUROPCAR
83,Yannick MARTINEZ,France,18,+2:38:29,TEAM EUROPCAR
84,Kristof VANDEWALLE,Belgium,18,+2:40:27,TREK FACTORY RACING
85,Yury TROFIMOV,Russia,18,+2:40:55,TEAM KATUSHA
86,Damiano CUNEGO,Italy,18,+2:41:07,LAMPRE - MERIDA
87,Romain ZINGLE,Belgium,18,+2:41:09,"COFIDIS, SOLUTIONS CREDITS"
88,Javier MORENO BAZAN,Spain,18,+2:41:19,MOVISTAR TEAM
89,Nathan BROWN,United States,18,+2:41:35,GARMIN
90,Koldo FERNANDEZ,Spain,18,+2:41:42,GARMIN
91,George BENNETT,New Zealand,18,+2:41:45,CANNONDALE
92,Adam YATES,Great Britain,18,+2:42:54,ORICA GREENEDGE
93,Jasper STUYVEN,Belgium,18,+2:46:24,TREK FACTORY RACING
94,Jose Rodolfo SERPA PEREZ,Colombia,18,+2:47:49,LAMPRE - MERIDA
95,Johannes FRÖHLINGER,Germany,18,+2:51:25,TEAM GIANT-SHIMANO
96,Filippo POZZATO,Italy,18,+2:51:55,LAMPRE - MERIDA
97,Merhawi KUDUS GHEBREMEDHIN,Eritrea,18,+2:53:00,MTN - QHUBEKA
98,Dmitry KOZONTCHUK,Russia,18,+2:53:07,TEAM KATUSHA
99,Vincent JEROME,France,18,+2:57:27,TEAM EUROPCAR
100,Javier Francisco ARAMENDIA LORENTE,Spain,18,+2:57:59,CAJA RURAL-SEGUROS RGA
101,Fabio FELLINE,Italy,18,+3:02:23,TREK FACTORY RACING
102,Geoffrey SOUPE,France,18,+3:03:03,FDJ
103,Elia FAVILLI,Italy,18,+3:03:06,LAMPRE - MERIDA
104,Daniele BENNATI,Italy,18,+3:03:13,TINKOFF - SAXO
105,Kristian SBARAGLI,Italy,18,+3:03:49,MTN - QHUBEKA
106,Paolo LONGO BORGHINI,Italy,18,+3:04:06,CANNONDALE
107,Rinaldo NOCENTINI,Italy,18,+3:04:22,AG2R LA MONDIALE
108,Jens DEBUSSCHERE,Belgium,18,+3:05:09,LOTTO
109,Nikias ARNDT,Germany,18,+3:05:40,TEAM GIANT-SHIMANO
110,Antonio PIEDRA PEREZ,Spain,18,+3:05:40,CAJA RURAL-SEGUROS RGA
111,Sander ARMEE,Belgium,18,+3:06:16,LOTTO
112,Alexey LUTSENKO,Kazakhstan,18,+3:06:28,ASTANA PRO TEAM
113,Valerio CONTI,Italy,18,+3:06:51,LAMPRE - MERIDA
114,Vasil KIRYIENKA,Belarus,18,+3:07:30,TEAM SKY
115,Adriano MALORI,Italy,18,+3:08:29,MOVISTAR TEAM
116,Sébastien HINAULT,France,18,+3:09:49,IAM CYCLING
117,Yohan BAGOT,France,18,+3:10:42,"COFIDIS, SOLUTIONS CREDITS"
118,Matteo TOSATTO,Italy,18,+3:11:26,TINKOFF - SAXO
119,Nikolas MAES,Belgium,18,+3:12:36,OMEGA PHARMA - QUICK-STEP
120,Sergei CHERNETSKI,Russia,18,+3:15:22,TEAM KATUSHA
121,Maciej BODNAR,Poland,18,+3:16:26,CANNONDALE
122,Yaroslav POPOVYCH,Ukraine,18,+3:18:04,TREK FACTORY RACING
123,Marcel AREGGER,Switzerland,18,+3:19:27,IAM CYCLING
124,Johan VAN SUMMEREN,Belgium,18,+3:19:37,GARMIN
125,Karol DOMAGALSKI,Poland,18,+3:19:45,CAJA RURAL-SEGUROS RGA
126,John DEGENKOLB,Germany,18,+3:20:58,TEAM GIANT-SHIMANO
127,Luis MAS BONET,Spain,18,+3:21:44,CAJA RURAL-SEGUROS RGA
128,Matthias KRIZEK,Austria,18,+3:21:49,CANNONDALE
129,Jaco VENTER,South Africa,18,+3:23:47,MTN - QHUBEKA
130,Michael Valgren ANDERSEN,Denmark,18,+3:26:11,TINKOFF - SAXO
131,Vegard BREEN,Norway,18,+3:30:58,LOTTO
132,Pim LIGTHART,Netherlands,18,+3:33:02,LOTTO
133,Damien GAUDIN,France,18,+3:33:08,AG2R LA MONDIALE
134,Patrick GRETSCH,Germany,18,+3:33:24,AG2R LA MONDIALE
135,Jesse SERGENT,New Zealand,18,+3:34:44,TREK FACTORY RACING
136,Greg HENDERSON,New Zealand,18,+3:36:34,LOTTO
137,Sam BEWLEY,New Zealand,18,+3:37:13,ORICA GREENEDGE
138,Martin VELITS,Slovakia,18,+3:39:42,OMEGA PHARMA - QUICK-STEP
139,Ramon SINKELDAM,Netherlands,18,+3:40:27,TEAM GIANT-SHIMANO
140,Yauheni HUTAROVICH,Belarus,18,+3:43:22,AG2R LA MONDIALE
141,Gerald CIOLEK,Germany,18,+3:44:36,MTN - QHUBEKA
142,David MILLAR,Great Britain,18,+3:46:34,GARMIN
143,Jonathan FUMEAUX,Switzerland,18,+3:47:42,IAM CYCLING
144,Luke ROWE,Great Britain,18,+3:48:13,TEAM SKY
145,Maximiliano Ariel RICHEZE,Argentina,18,+3:48:26,LAMPRE - MERIDA
146,Roberto FERRARI,Italy,18,+3:48:37,LAMPRE - MERIDA
147,Maarten TJALLINGII,Netherlands,18,+3:49:58,BELKIN
148,Dan CRAVEN,Namibia,18,+3:50:58,TEAM EUROPCAR
149,Nathan HAAS,Australia,18,+3:51:32,GARMIN
150,Pirmin LANG,Switzerland,18,+3:54:48,IAM CYCLING
151,Mitchell DOCKER,Australia,18,+3:56:28,ORICA GREENEDGE
152,Guillaume BOIVIN,Canada,18,+3:57:18,CANNONDALE
153,Natnael BERHANE,Eritrea,18,+3:59:07,TEAM EUROPCAR
154,Daniil FOMINYKH,Kazakhstan,18,+3:59:34,ASTANA PRO TEAM
155,Gert JOEAAR,Estonia,18,+4:04:27,"COFIDIS, SOLUTIONS CREDITS"
156,Jacopo GUARNIERI,Italy,18,+4:05:40,ASTANA PRO TEAM
157,Robert WAGNER,Germany,18,+4:05:55,BELKIN
158,Sébastien TURGOT,France,18,+4:08:23,AG2R LA MONDIALE
159,Jay Robert THOMSON,South Africa,18,+4:08:28,MTN - QHUBEKA
160,Francesco LASCA,Italy,18,+4:10:19,CAJA RURAL-SEGUROS RGA
161,Laurent MANGEL,France,18,+4:11:53,FDJ
162,Jimmy ENGOULVENT,France,18,+4:16:03,TEAM EUROPCAR
163,Carlos Alberto BETANCUR GOMEZ,Colombia,18,+4:34:19,AG2R LA MONDIALE
164,Andrea GUARDINI,Italy,18,+4:37:17,ASTANA PRO TEAM
1,Alberto CONTADOR VELASCO,Spain,19,+0,TINKOFF - SAXO
2,Christopher FROOME,Great Britain,19,+1:19,TEAM SKY
3,Alejandro VALVERDE BELMONTE,Spain,19,+1:32,MOVISTAR TEAM
4,Joaquin RODRIGUEZ OLIVER,Spain,19,+2:29,TEAM KATUSHA
5,Fabio ARU,Italy,19,+3:15,ASTANA PRO TEAM
6,Daniel MARTIN,Ireland,19,+6:52,GARMIN
7,Samuel SANCHEZ GONZALEZ,Spain,19,+6:59,BMC RACING TEAM
8,Warren BARGUIL,France,19,+9:12,TEAM GIANT-SHIMANO
9,Daniel NAVARRO GARCIA,Spain,19,+9:44,"COFIDIS, SOLUTIONS CREDITS"
10,Damiano CARUSO,Italy,19,+9:45,CANNONDALE
11,Daniel MORENO FERNANDEZ,Spain,19,+12:49,TEAM KATUSHA
12,Mikel NIEVE ITURALDE,Spain,19,+14:15,TEAM SKY
13,Romain SICARD,France,19,+18:15,TEAM EUROPCAR
14,Wilco KELDERMAN,Netherlands,19,+20:05,BELKIN
15,Giampaolo CARUSO,Italy,19,+21:55,TEAM KATUSHA
16,Maxime MONFORT,Belgium,19,+22:10,LOTTO
17,Sergio PARDILLA BELLON,Spain,19,+22:33,MTN - QHUBEKA
18,Luis Angel MATE MARDONES,Spain,19,+30:16,"COFIDIS, SOLUTIONS CREDITS"
19,Dominik NERZ,Germany,19,+31:51,BMC RACING TEAM
20,David ARROYO DURAN,Spain,19,+39:03,CAJA RURAL-SEGUROS RGA
21,Christophe LE MEVEL,France,19,+44:26,"COFIDIS, SOLUTIONS CREDITS"
22,Winner ANACONA GOMEZ,Colombia,19,+44:33,LAMPRE - MERIDA
23,Oliver ZAUGG,Switzerland,19,+46:09,TINKOFF - SAXO
24,Jesus HERNANDEZ BLAZQUEZ,Spain,19,+50:23,TINKOFF - SAXO
