latitude,longitude,altitude (m),distance (km),distance_interval (m),StageNum,TotalDistance
45.72734,7.66443,460,3.632,30.02,20,3091.5235
45.70653,7.6747,386,6.324,12.74,20,3094.21521
45.68021,7.67497,376,9.653,22.35,20,3097.54398
45.65916,7.69443,368,12.722,8.93,20,3100.61314
45.62864,7.73616,350,17.819,122.24,20,3105.7106
45.60225,7.76007,341,22.052,312.72,20,3109.94365
45.57905,7.81009,287,27.543,116.35,20,3115.43374
45.53711,7.83772,269,33.169,48.93,20,3121.05967
45.46709,7.87177,259,41.792,5.61,20,3129.68337
45.44562,7.84754,254,45.767,179.74,20,3133.65781
45.41367,7.7534,374,54.314,64.81,20,3142.20523
45.34644,7.74173,295,63.173,8.38,20,3151.06461
45.30609,7.7408,276,68.794,100.07,20,3156.68525
45.22025,7.74301,240,78.741,24.57,20,3166.63247
45.18079,7.65703,275,87.742,22.9,20,3175.63286
45.15938,7.65421,263,90.682,11.63,20,3178.5728
45.15161,7.62219,278,94.249,6.81,20,3182.14005
45.12418,7.64052,257,97.736,148.38,20,3185.62719
45.11789,7.61008,272,103.147,6.39,20,3191.03802
45.11752,7.54741,315,109.097,118.46,20,3196.98843
45.10656,7.50211,350,113.575,18.24,20,3201.46657
45.09489,7.41933,336,120.585,268.38,20,3208.47582
45.1101,7.36885,360,125.336,54.77,20,3213.22699
45.11319,7.26465,385,134.017,33.47,20,3221.90847
45.13919,7.14527,441,144.134,19.01,20,3232.02534
45.13522,7.05245,494,153.029,361.4,20,3240.91996
45.12255,7.06822,658,155.793,24.06,20,3243.68441
45.11489,7.06966,835,157.54,8.13,20,3245.43067
45.11175,7.06115,987,159.225,28.26,20,3247.1163
45.10977,7.06159,1068,160.179,2.22,20,3248.07006
45.10699,7.06242,1162,161.26,22.7,20,3249.151
45.10762,7.0725,1341,162.92,48.25,20,3250.81126
45.09765,7.06062,1526,164.912,26.99,20,3252.80306
45.0895,7.06178,1656,166.463,19.47,20,3254.35387
45.08569,7.06327,1865,168.07,35.17,20,3255.96085
45.07918,7.05405,2012,169.721,16.79,20,3257.61268
45.07607,7.052,2127,170.903,25.18,20,3258.7942
45.07086,7.05015,2074,173.068,30.62,20,3260.95963
45.06202,7.04888,1921,174.699,13.62,20,3262.58994
45.06266,7.03469,1865,176.926,14.97,20,3264.81686
45.05637,7.02254,1675,179.547,27.7,20,3267.43774
45.04801,7.01038,1478,181.924,26,20,3269.81483
45.04098,6.97866,1434,184.82,24.59,20,3272.71132
45.0193,6.94699,1525,188.488,11.55,20,3276.37963
44.99631,6.91826,1622,192.095,59.76,20,3279.9866
44.98169,6.90827,1815,195.265,28.17,20,3283.15617
44.96623,6.88286,2019,198.173,14.47,20,3286.06428
45.11914,7.71172,222,3.77,10.03,21,3290.66209
45.1438,7.77891,203,10.014,70.36,21,3296.9061
45.18069,7.85084,190,17.231,5.78,21,3304.12333
45.18576,7.88672,182,21.078,18.16,21,3307.97053
45.19676,7.92336,184,24.754,30.04,21,3311.64566
45.19274,8.04919,161,35.145,25.93,21,3322.03726
45.18905,8.21049,142,48.037,1774.7,21,3334.92915
45.2083,8.30397,142,57.44,33.37,21,3344.3319
45.29689,8.38902,131,69.587,10.93,21,3356.47929
45.32504,8.43208,126,75.064,37.91,21,3361.95626
45.36238,8.47733,129,81.259,8.38,21,3368.15102
45.42021,8.57167,138,91.636,33.8,21,3378.52762
45.44487,8.64219,146,98.05,10.03,21,3384.94257
45.44077,8.76741,131,108.273,480.76,21,3395.16469
45.46134,8.86755,136,116.808,14.78,21,3403.6999
45.47647,8.92664,139,121.998,14.53,21,3408.89048
45.48551,8.99888,142,127.881,38.88,21,3414.77357
45.49052,9.04276,138,131.438,49.51,21,3418.33024
45.50135,9.12019,134,138.33,7.89,21,3425.2222
45.47182,9.18217,130,145.181,76.13,21,3432.07299
45.45743,9.19312,126,148.682,50.01,21,3435.57378
45.46807,9.17676,124,152.624,10.12,21,3439.51601
